,Easting,Northing,Elevation,DTM,Rocksurface,delta_rocksurface_tunnelaxis,BoreClass,Area1,Area2,Distance,Area1_mean_dist,Area2_mean_dist
396,2612753.7248,1268457.5118,221.209,263.3326,239.194749695,17.9857496947,BC3,100.0,100.0,3.00183084963,300.183084963,300.183084963
397,2612755.2149,1268454.908,221.105,263.3116,239.194749695,18.0897496947,BC3,100.0,100.0,3.00183084983,300.183084983,300.183084983
398,2612756.705,1268452.3042,221.001,263.3116,239.194749695,18.1937496948,BC3,100.0,100.0,3.00170962943,300.170962943,300.170962943
399,2612758.1951,1268449.7005,220.898,263.2885,239.215811966,18.3178119658,BC3,100.0,100.0,3.00176222406,300.176222406,300.176222406
400,2612759.6852,1268447.0967,220.796,263.2885,239.215811966,18.4198119658,BC3,100.0,100.0,3.00172841036,300.172841036,300.172841036
401,2612761.1753,1268444.4929,220.695,262.8943,239.227379931,18.5323799314,BC3,100.0,100.0,3.00160818553,300.160818553,300.160818553
402,2612762.6654,1268441.8892,220.595,262.8943,239.227379931,18.6323799314,BC3,100.0,100.0,3.00166178158,300.166178158,300.166178158
403,2612764.1555,1268439.2854,220.496,263.2923,239.227379931,18.7313799314,BC3,100.0,100.0,3.00162896604,300.162896604,300.162896604
404,2612765.6456,1268436.6816,220.398,262.9656,239.227379931,18.8293799314,BC3,100.0,100.0,3.00150973689,300.150973689,300.150973689
405,2612767.1357,1268434.0779,220.301,262.8666,239.227379931,18.9263799314,BC3,100.0,100.0,3.0015964835,300.15964835,300.15964835
406,2612768.6258,1268431.4741,220.204,262.8666,239.227379931,19.0233799314,BC3,100.0,100.0,3.00153251686,300.153251686,300.153251686
407,2612770.1159,1268428.8703,220.109,262.8535,239.227379931,19.1183799314,BC3,100.0,100.0,3.0014457684,300.14457684,300.14457684
408,2612771.606,1268426.2666,220.014,262.8535,239.227379931,19.2133799314,BC3,100.0,100.0,3.00150103278,300.150103278,300.150103278
409,2612773.0961,1268423.6628,219.92,262.8529,239.222016007,19.3020160074,BC3,100.0,100.0,6.00287812626,600.287812626,600.287812626
410,2612776.0763,1268418.4552,219.736,262.8997,239.222016007,19.4860160074,BC3,100.0,100.0,3.00127217858,300.127217858,300.127217858
411,2612777.5663,1268415.8515,219.645,262.8997,239.222016007,19.5770160074,BC3,100.0,100.0,3.00140857781,300.140857781,300.140857781
412,2612779.0564,1268413.2477,219.554,262.9303,239.270809962,19.7168099619,BC3,100.0,100.0,3.00134860517,300.134860517,300.134860517
413,2612780.5465,1268410.6439,219.465,263.0743,239.270809962,19.8058099619,BC3,100.0,100.0,3.00123236366,300.123236366,300.123236366
414,2612782.0366,1268408.0402,219.377,263.2999,239.270809962,19.8938099619,BC3,100.0,100.0,3.00128996406,300.128996406,300.128996406
415,2612783.5267,1268405.4364,219.29,263.2999,239.270809962,19.9808099619,BC3,100.0,100.0,3.00128996429,300.128996429,300.128996429
416,2612785.0168,1268402.8326,219.203,261.5571,239.261174732,20.0581747322,BC3,100.0,100.0,3.00117438691,300.117438691,300.117438691
417,2612786.5069,1268400.2289,219.117,261.5571,239.261174732,20.1441747322,BC3,100.0,100.0,3.00120449982,300.120449982,300.120449982
418,2612787.997,1268397.6251,219.033,262.946,239.261174732,20.2281747322,BC3,100.0,100.0,3.00120450003,300.120450003,300.120450003
419,2612789.4871,1268395.0213,218.949,262.946,239.261174732,20.3121747322,BC3,100.0,100.0,3.00108991859,300.108991859,300.108991859
420,2612790.9772,1268392.4176,218.866,262.7934,239.261174732,20.3951747322,BC3,100.0,100.0,3.00114918839,300.114918839,300.114918839
421,2612792.4673,1268389.8138,218.784,262.8589,239.261174732,20.4771747322,BC3,100.0,100.0,3.0011220318,300.11220318,300.11220318
422,2612793.9574,1268387.21,218.703,262.8589,239.261174732,20.5581747322,BC3,100.0,100.0,3.00100844685,300.100844685,300.100844685
423,2612795.4475,1268384.6063,218.623,263.813,239.261174732,20.6381747322,BC3,100.0,100.0,3.00109520858,300.109520858,300.109520858
424,2612796.9376,1268382.0025,218.543,263.813,239.258160237,20.7151602374,BC3,100.0,100.0,3.00104256047,300.104256047,300.104256047
425,2612798.4277,1268379.3987,218.465,262.8555,239.258160237,20.7931602374,BC3,100.0,100.0,3.00092997263,300.092997263,300.092997263
426,2612799.9178,1268376.795,218.388,262.8555,239.305029062,20.9170290624,BC3,100.0,100.0,3.001016736,300.1016736,300.1016736
427,2612801.4079,1268374.1912,218.311,263.8342,239.305029062,20.9940290624,BC3,100.0,100.0,3.00099124453,300.099124453,300.099124453
428,2612802.898,1268371.5874,218.235,263.8342,239.305029062,21.0700290624,BC3,100.0,100.0,0.763223977593,76.3223977593,76.3223977593
429,2612803.277,1268370.9252,218.216,263.8342,239.305029062,21.0890290624,BC3,100.0,100.0,2.23765534892,223.765534892,223.765534892
430,2612804.3881,1268368.9837,218.16,262.8915,239.305029062,21.1450290624,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
431,2612805.8782,1268366.3799,218.085,263.8058,239.305029062,21.2200290624,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
432,2612807.3683,1268363.7761,218.01,263.815,239.305029062,21.2950290624,BC3,100.0,100.0,3.00087932081,300.087932081,300.087932081
433,2612808.8584,1268361.1724,217.935,263.815,239.306230054,21.3712300541,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
434,2612810.3485,1268358.5686,217.86,263.7896,239.306230054,21.4462300541,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
435,2612811.8386,1268355.9648,217.785,263.7896,239.306230054,21.5212300541,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
436,2612813.3287,1268353.3611,217.71,263.7949,239.306230054,21.5962300541,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
437,2612814.8188,1268350.7573,217.635,263.7949,239.306230054,21.6712300541,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
438,2612816.3089,1268348.1535,217.56,263.7769,239.306230054,21.7462300541,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
439,2612817.799,1268345.5497,217.485,263.7769,239.306230054,21.8212300541,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
440,2612819.2891,1268342.946,217.41,263.7775,239.306230054,21.8962300541,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
441,2612820.7792,1268340.3422,217.335,263.7678,239.333333333,21.9983333333,BC3,100.0,100.0,3.00096608604,300.096608604,300.096608604
442,2612822.2693,1268337.7384,217.26,263.7746,239.333333333,22.0733333333,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
443,2612823.7594,1268335.1347,217.185,263.7746,239.333333333,22.1483333333,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
444,2612825.2495,1268332.5309,217.11,263.7735,239.333333333,22.2233333333,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
445,2612826.7396,1268329.9271,217.035,263.6704,239.333333333,22.2983333333,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
446,2612828.2297,1268327.3234,216.96,263.6704,239.333333333,22.3733333333,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
447,2612829.7198,1268324.7196,216.885,262.916,239.333333333,22.4483333333,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
448,2612831.2099,1268322.1158,216.81,262.7514,239.333333333,22.5233333333,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
449,2612832.7,1268319.5121,216.735,262.8978,239.357142857,22.6221428571,BC3,100.0,100.0,3.00096608584,300.096608584,300.096608584
450,2612834.1901,1268316.9083,216.66,262.8978,239.357142857,22.6971428571,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
451,2612835.6802,1268314.3045,216.585,262.822,239.357142857,22.7721428571,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
452,2612837.1703,1268311.7008,216.51,262.822,239.357142857,22.8471428571,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
453,2612838.6604,1268309.097,216.435,262.9739,239.357142857,22.9221428571,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
454,2612840.1505,1268306.4932,216.36,262.8005,239.357142857,22.9971428571,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
455,2612841.6406,1268303.8895,216.285,262.9517,239.38925652,23.10425652,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
456,2612843.1307,1268301.2857,216.21,262.9517,239.38925652,23.17925652,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
457,2612844.6208,1268298.6819,216.135,262.8559,239.416261968,23.2812619675,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
458,2612846.1109,1268296.0782,216.06,262.9911,239.416261968,23.3562619675,BC3,100.0,100.0,3.00096608604,300.096608604,300.096608604
459,2612847.601,1268293.4744,215.985,262.8534,239.416261968,23.4312619675,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
460,2612849.0911,1268290.8706,215.91,262.8534,239.416261968,23.5062619675,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
461,2612850.5812,1268288.2669,215.835,262.929,239.416261968,23.5812619675,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
462,2612852.0713,1268285.6631,215.76,262.929,239.416261968,23.6562619675,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
463,2612853.5614,1268283.0593,215.685,262.7926,239.416261968,23.7312619675,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
464,2612855.0515,1268280.4556,215.61,262.927,239.416261968,23.8062619675,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
465,2612856.5416,1268277.8518,215.535,262.7719,239.463841481,23.9288414811,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
466,2612858.0317,1268275.248,215.46,262.7719,239.463841481,24.0038414811,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
467,2612859.5218,1268272.6442,215.385,262.8404,239.463841481,24.0788414811,BC3,100.0,100.0,3.0008296669,300.08296669,300.08296669
468,2612861.0118,1268270.0405,215.31,262.8843,239.463841481,24.1538414811,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
469,2612862.5019,1268267.4367,215.235,262.6891,239.486419105,24.2514191051,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
470,2612863.992,1268264.8329,215.16,262.8012,239.486419105,24.3264191051,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
471,2612865.4821,1268262.2292,215.085,262.7913,239.486419105,24.4014191051,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
472,2612866.9722,1268259.6254,215.01,262.6972,239.486419105,24.4764191051,BC3,100.0,100.0,3.00096608584,300.096608584,300.096608584
473,2612868.4623,1268257.0216,214.935,262.6972,239.556361052,24.6213610519,BC3,100.0,100.0,3.00087932124,300.087932124,300.087932124
474,2612869.9524,1268254.4179,214.86,262.7577,239.556361052,24.6963610519,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
475,2612871.4425,1268251.8141,214.785,262.8163,239.556361052,24.7713610519,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
476,2612872.9326,1268249.2103,214.71,262.7784,239.556361052,24.8463610519,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
477,2612874.4227,1268246.6066,214.635,262.7784,239.556361052,24.9213610519,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
478,2612875.9128,1268244.0028,214.56,262.7959,239.556361052,24.9963610519,BC3,100.0,100.0,3.00096608607,300.096608607,300.096608607
479,2612877.4029,1268241.399,214.485,262.7959,239.556361052,25.0713610519,BC3,100.0,100.0,3.00087932104,300.087932104,300.087932104
480,2612878.893,1268238.7953,214.41,262.8328,239.556361052,25.1463610519,BC3,100.0,100.0,3.00096608628,300.096608628,300.096608628
481,2612880.3831,1268236.1915,214.335,262.8037,239.611242955,25.2762429546,BC3,100.0,100.0,2.71154554615,271.154554615,271.154554615
482,2612881.7295,1268233.8388,214.268,262.7869,239.611242955,25.3432429546,BC3,100.0,100.0,0.289421664648,28.9421664648,28.9421664648
483,2612881.8732,1268233.5877,214.26,262.7869,239.611242955,25.3512429546,BC3,100.0,100.0,6.00182085218,600.182085218,600.182085218
484,2612884.8537,1268228.3804,214.11,262.7005,239.620351725,25.5103517251,BC3,100.0,100.0,3.00096671096,300.096671096,300.096671096
485,2612886.3445,1268225.777,214.035,262.7309,239.620351725,25.5853517251,BC3,100.0,100.0,3.00095489792,300.095489792,300.095489792
486,2612887.8358,1268223.1739,213.96,262.7851,239.620351725,25.6603517251,BC3,100.0,100.0,3.00091888765,300.091888765,300.091888765
487,2612889.3279,1268220.5713,213.885,262.7851,239.620351725,25.7353517251,BC3,100.0,100.0,3.00089596787,300.089596787,300.089596787
488,2612890.821,1268217.9693,213.81,262.7747,239.620351725,25.8103517251,BC3,100.0,100.0,3.00097308384,300.097308384,300.097308384
489,2612892.3153,1268215.3679,213.735,262.7747,239.64814069,25.91314069,BC3,100.0,100.0,3.00092731003,300.092731003,300.092731003
490,2612893.8109,1268212.7673,213.66,262.7161,239.64814069,25.98814069,BC3,100.0,100.0,3.00094533936,300.094533936,300.094533936
491,2612895.3081,1268210.1676,213.585,262.8109,239.64814069,26.06314069,BC3,100.0,100.0,3.00092783983,300.092783983,300.092783983
492,2612896.807,1268207.5689,213.51,262.7325,239.64814069,26.13814069,BC3,100.0,100.0,3.0009250907,300.09250907,300.09250907
493,2612898.3078,1268204.9713,213.435,262.7585,239.64814069,26.21314069,BC3,100.0,100.0,3.00098766423,300.098766423,300.098766423
494,2612899.8108,1268202.3749,213.36,262.7585,239.64814069,26.28814069,BC3,100.0,100.0,3.00087937777,300.087937777,300.087937777
495,2612901.316,1268199.7799,213.285,262.808,239.64814069,26.36314069,BC3,100.0,100.0,3.00097430837,300.097430837,300.097430837
496,2612902.8238,1268197.1863,213.21,262.808,239.64814069,26.43814069,BC3,100.0,100.0,3.00089939182,300.089939182,300.089939182
497,2612904.3342,1268194.5943,213.135,262.7896,239.618097042,26.4830970421,BC3,100.0,100.0,3.00097884884,300.097884884,300.097884884
498,2612905.8475,1268192.0039,213.06,262.8183,239.618097042,26.5580970421,BC3,100.0,100.0,3.00090423196,300.090423196,300.090423196
499,2612907.3639,1268189.4154,212.985,262.7533,239.618097042,26.6330970421,BC3,100.0,100.0,3.00102148931,300.102148931,300.102148931
500,2612908.8836,1268186.8287,212.91,262.7533,239.618097042,26.7080970421,BC3,100.0,100.0,3.00088506275,300.088506275,300.088506275
501,2612910.4066,1268184.2441,212.835,262.7672,239.618097042,26.7830970421,BC3,100.0,100.0,3.00095720412,300.095720412,300.095720412
502,2612911.9333,1268181.6616,212.76,262.7672,239.618097042,26.8580970421,BC3,100.0,100.0,3.00091440889,300.091440889,300.091440889
503,2612913.4638,1268179.0814,212.685,262.8075,239.618097042,26.9330970421,BC3,100.0,100.0,3.00098044975,300.098044975,300.098044975
504,2612914.9983,1268176.5035,212.61,262.8075,239.618097042,27.0080970421,BC3,100.0,100.0,3.00089866215,300.089866215,300.089866215
505,2612916.537,1268173.9282,212.535,262.8412,239.6256784,27.0906783998,BC3,100.0,100.0,3.00096215238,300.096215238,300.096215238
506,2612918.08,1268171.3554,212.46,262.8412,239.6256784,27.1656783998,BC3,100.0,100.0,3.00093164857,300.093164857,300.093164857
507,2612919.6276,1268168.7854,212.385,262.8161,239.6256784,27.2406783998,BC3,100.0,100.0,3.00092871801,300.092871801,300.092871801
508,2612921.18,1268166.2183,212.31,262.9201,239.6256784,27.3156783998,BC3,100.0,100.0,3.00093626719,300.093626719,300.093626719
509,2612922.7372,1268163.6541,212.235,262.841,239.6256784,27.3906783998,BC3,100.0,100.0,3.00090648979,300.090648979,300.090648979
510,2612924.2996,1268161.0931,212.16,262.841,239.555555556,27.3955555556,BC3,100.0,100.0,2.67085471352,267.085471352,267.085471352
511,2612925.6945,1268158.8164,212.094,262.8883,239.555555556,27.4615555556,BC3,100.0,100.0,0.330120780799,33.0120780799,33.0120780799
512,2612925.8672,1268158.5352,212.085,262.8883,239.555555556,27.4705555556,BC3,100.0,100.0,3.00093149863,300.093149863,300.093149863
513,2612927.4403,1268155.9807,212.011,262.8883,239.555555556,27.5445555556,BC3,100.0,100.0,3.00086258438,300.086258438,300.086258438
514,2612929.0191,1268153.4298,211.937,262.8079,239.559421752,27.6224217516,BC3,100.0,100.0,3.00086920905,300.086920905,300.086920905
515,2612930.6036,1268150.8824,211.864,262.7924,239.559421752,27.6954217516,BC3,100.0,100.0,3.00095768871,300.095768871,300.095768871
516,2612932.1942,1268148.3387,211.791,262.7393,239.559421752,27.7684217516,BC3,100.0,100.0,6.00168511858,600.168511858,600.168511858
517,2612935.3941,1268143.2632,211.649,262.7514,239.559421752,27.9104217516,BC3,100.0,100.0,3.00078501698,300.078501698,300.078501698
518,2612937.0037,1268140.7316,211.579,262.7514,239.559421752,27.9804217516,BC3,100.0,100.0,3.00081559752,300.081559752,300.081559752
519,2612938.6201,1268138.2043,211.509,262.7794,239.559421752,28.0504217516,BC3,100.0,100.0,3.00076051226,300.076051226,300.076051226
520,2612940.2433,1268135.6814,211.44,262.7348,239.559421752,28.1194217516,BC3,100.0,100.0,3.00080666642,300.080666642,300.080666642
521,2612941.8736,1268133.163,211.372,262.7713,239.563866305,28.1918663053,BC3,100.0,100.0,3.00067995775,300.067995775,300.067995775
522,2612943.5111,1268130.6494,211.305,262.7713,239.563866305,28.2588663053,BC3,100.0,100.0,3.00079393173,300.079393173,300.079393173
523,2612945.156,1268128.1405,211.238,262.7579,239.466287138,28.2282871375,BC3,100.0,100.0,3.00068770282,300.068770282,300.068770282
524,2612946.8085,1268125.6367,211.172,262.7579,239.466287138,28.2942871375,BC3,100.0,100.0,3.00074832011,300.074832011,300.074832011
525,2612948.4687,1268123.1379,211.107,262.8011,239.466287138,28.3592871375,BC3,100.0,100.0,3.0006161317,300.06161317,300.06161317
526,2612950.1368,1268120.6445,211.043,262.8201,239.466287138,28.4232871375,BC3,100.0,100.0,3.00073058606,300.073058606,300.073058606
527,2612951.813,1268118.1564,210.979,262.8037,239.466287138,28.4872871375,BC3,100.0,100.0,3.00071916372,300.071916372,300.071916372
528,2612953.4975,1268115.6739,210.916,262.8037,239.466287138,28.5502871375,BC3,100.0,100.0,3.0005972288,300.05972288,300.05972288
529,2612955.1903,1268113.1972,210.853,262.7997,239.466287138,28.6132871375,BC3,100.0,100.0,3.00063822725,300.063822725,300.063822725
530,2612956.8917,1268110.7263,210.792,262.7997,239.471392306,28.6793923062,BC3,100.0,100.0,3.00064909968,300.064909968,300.064909968
531,2612958.6018,1268108.2614,210.731,262.7655,239.471392306,28.7403923062,BC3,100.0,100.0,0.301046508158,30.1046508158,30.1046508158
532,2612958.7738,1268108.0144,210.725,262.7655,239.471392306,28.7463923062,BC3,100.0,100.0,2.69988488838,269.988488838,269.988488838
533,2612960.3209,1268105.8024,210.671,262.896,239.471392306,28.8003923062,BC3,100.0,100.0,3.00058397126,300.058397126,300.058397126
534,2612962.0488,1268103.35,210.611,262.7781,239.471392306,28.8603923062,BC3,100.0,100.0,3.00056416886,300.056416886,300.056416886
535,2612963.7855,1268100.9038,210.553,262.7781,239.471392306,28.9183923062,BC3,100.0,100.0,3.0005409943,300.05409943,300.05409943
536,2612965.531,1268098.4639,210.495,262.9668,239.373755126,28.878755126,BC3,100.0,100.0,3.00055685682,300.055685682,300.055685682
537,2612967.2853,1268096.0303,210.437,262.9668,239.373755126,28.936755126,BC3,100.0,100.0,3.00049286793,300.049286793,300.049286793
538,2612969.0484,1268093.6031,210.381,262.8468,239.373755126,28.992755126,BC3,100.0,100.0,3.00058701235,300.058701235,300.058701235
539,2612970.8203,1268091.1822,210.325,262.8191,239.36265137,29.0376513703,BC3,100.0,100.0,3.00048141472,300.048141472,300.048141472
540,2612972.6009,1268088.7678,210.27,262.9604,239.36265137,29.0926513703,BC3,100.0,100.0,3.00049570732,300.049570732,300.049570732
541,2612974.3902,1268086.3598,210.216,262.9604,239.36265137,29.1466513703,BC3,100.0,100.0,3.00046689222,300.046689222,300.046689222
542,2612976.1883,1268083.9584,210.162,262.8387,239.36265137,29.2006513703,BC3,100.0,100.0,3.00043956083,300.043956083,300.043956083
543,2612977.9949,1268081.5634,210.109,262.8387,239.36265137,29.2536513703,BC3,100.0,100.0,3.00047258294,300.047258294,300.047258294
544,2612979.8103,1268079.175,210.057,262.9881,239.36265137,29.3056513703,BC3,100.0,100.0,3.00046043491,300.046043491,300.046043491
545,2612981.6342,1268076.7931,210.005,262.8918,239.36265137,29.3576513703,BC3,100.0,100.0,3.00043310189,300.043310189,300.043310189
546,2612983.4668,1268074.4179,209.954,262.8689,239.36265137,29.4086513703,BC3,100.0,100.0,3.00040250118,300.040250118,300.040250118
547,2612985.3079,1268072.0493,209.904,262.9046,239.36265137,29.4586513703,BC3,100.0,100.0,3.00039375768,300.039375768,300.039375768
548,2612987.1576,1268069.6874,209.855,262.8564,239.276166805,29.4211668047,BC3,100.0,100.0,3.00045768679,300.045768679,300.045768679
549,2612989.0158,1268067.3321,209.806,262.8564,239.276166805,29.4701668047,BC3,100.0,100.0,3.00038749816,300.038749816,300.038749816
550,2612990.8825,1268064.9836,209.758,262.8444,239.276166805,29.5181668047,BC3,100.0,100.0,3.00035713381,300.035713381,300.035713381
551,2612992.7577,1268062.6419,209.711,262.8444,239.276166805,29.5651668047,BC3,100.0,100.0,3.00030381276,300.030381276,300.030381276
552,2612994.6413,1268060.307,209.665,262.8444,239.276166805,29.6111668047,BC3,100.0,100.0,3.00030491953,300.030491953,300.030491953
553,2612996.5333,1268057.9789,209.619,262.7451,239.276166805,29.6571668047,BC3,100.0,100.0,3.00039313116,300.039313116,300.039313116
554,2612998.4338,1268055.6576,209.574,262.7451,239.276166805,29.7021668047,BC3,100.0,100.0,3.00031678321,300.031678321,300.031678321
555,2613000.3426,1268053.3432,209.53,262.7773,239.276166805,29.7461668047,BC3,100.0,100.0,3.00028108689,300.028108689,300.028108689
556,2613002.2598,1268051.0358,209.486,262.7773,239.276166805,29.7901668047,BC3,100.0,100.0,3.00035991331,300.035991331,300.035991331
557,2613004.1853,1268048.7352,209.443,262.7466,239.292911541,29.8499115407,BC3,100.0,100.0,3.00024810452,300.024810452,300.024810452
558,2613006.1191,1268046.4417,209.401,262.7515,239.292911541,29.8919115407,BC3,100.0,100.0,3.00025259956,300.025259956,300.025259956
559,2613008.0612,1268044.1552,209.36,262.7583,239.14645577,29.7864557704,BC3,100.0,100.0,3.0003102189,300.03102189,300.03102189
560,2613010.0116,1268041.8757,209.319,263.09,239.14645577,29.8274557704,BC3,100.0,100.0,3.00032835034,300.032835034,300.032835034
561,2613011.9702,1268039.6032,209.279,262.773,239.14645577,29.8674557704,BC3,100.0,100.0,3.00016899212,300.016899212,300.016899212
562,2613013.9369,1268037.3379,209.24,262.773,239.14645577,29.9064557704,BC3,100.0,100.0,3.00034412856,300.034412856,300.034412856
563,2613015.9119,1268035.0796,209.201,262.9814,239.14645577,29.9454557704,BC3,100.0,100.0,3.0001884291,300.01884291,300.01884291
564,2613017.895,1268032.8286,209.163,262.771,239.14645577,29.9834557704,BC3,100.0,100.0,3.00022226671,300.022226671,300.022226671
565,2613019.8862,1268030.5847,209.126,262.771,239.14645577,30.0204557704,BC3,100.0,100.0,3.00022055509,300.022055509,300.022055509
566,2613021.8855,1268028.348,209.09,262.8827,239.207088459,30.1170884593,BC3,100.0,100.0,3.00019584699,300.019584699,300.019584699
567,2613023.8929,1268026.1186,209.054,262.8827,239.207088459,30.1530884593,BC3,100.0,100.0,3.00027300269,300.027300269,300.027300269
568,2613025.9084,1268023.8964,209.019,262.6887,239.207088459,30.1880884593,BC3,100.0,100.0,3.00010709794,300.010709794,300.010709794
569,2613027.9318,1268021.6816,208.985,262.6887,239.125,30.14,BC3,100.0,100.0,6.00044028807,600.044028807,600.044028807
570,2613032.0027,1268017.2738,208.919,262.6112,239.125,30.206,BC3,100.0,100.0,3.00013885167,300.013885167,300.013885167
571,2613034.05,1268015.081,208.887,262.6112,239.125,30.238,BC3,100.0,100.0,3.00012586079,300.012586079,300.012586079
572,2613036.1053,1268012.8957,208.856,262.6112,239.125,30.269,BC3,100.0,100.0,3.00017109678,300.017109678,300.017109678
573,2613038.1684,1268010.7177,208.825,262.6112,239.125,30.3,BC3,100.0,100.0,3.00009619175,300.009619175,300.009619175
574,2613040.2394,1268008.5473,208.795,262.8863,239.25,30.455,BC3,100.0,100.0,3.00020586128,300.020586128,300.020586128
575,2613042.3183,1268006.3843,208.766,262.8863,239.25,30.484,BC3,100.0,100.0,3.00008161895,300.008161895,300.008161895
576,2613044.4049,1268004.2289,208.737,262.9224,239.25,30.513,BC3,100.0,100.0,3.00011912583,300.011912583,300.011912583
577,2613046.4993,1268002.081,208.71,262.7726,239.25,30.54,BC3,100.0,100.0,3.00014298504,300.014298504,300.014298504
578,2613048.6015,1267999.9407,208.683,262.935,239.25,30.567,BC3,100.0,100.0,3.00013604691,300.013604691,300.013604691
579,2613050.7114,1267997.808,208.656,262.8111,239.25,30.594,BC3,100.0,100.0,3.00007995893,300.007995893,300.007995893
580,2613052.829,1267995.683,208.631,262.8111,239.25,30.619,BC3,100.0,100.0,3.00008046559,300.008046559,300.008046559
581,2613054.9542,1267993.5656,208.606,262.8129,239.25,30.644,BC3,100.0,100.0,3.0001120814,300.01120814,300.01120814
582,2613057.0871,1267991.4559,208.582,262.8693,239.25,30.668,BC3,100.0,100.0,3.00012003905,300.012003905,300.012003905
583,2613059.2276,1267989.3539,208.558,262.8016,239.25,30.692,BC3,100.0,100.0,3.00008187408,300.008187408,300.008187408
584,2613061.3757,1267987.2597,208.536,262.8447,239.375,30.839,BC3,100.0,100.0,3.00009857348,300.009857348,300.009857348
585,2613063.5314,1267985.1733,208.514,262.8447,239.375,30.861,BC3,100.0,100.0,3.00007553219,300.007553219,300.007553219
586,2613065.6946,1267983.0947,208.493,262.9063,239.375,30.882,BC3,100.0,100.0,3.00002633317,300.002633317,300.002633317
587,2613067.8652,1267981.0239,208.472,262.9063,239.375,30.903,BC3,100.0,100.0,3.00008527378,300.008527378,300.008527378
588,2613070.0434,1267978.961,208.452,262.8047,239.320344359,30.8683443589,BC3,100.0,100.0,3.00003454323,300.003454323,300.003454323
589,2613072.2289,1267976.9059,208.433,262.8047,239.320344359,30.8873443589,BC3,100.0,100.0,3.00003190137,300.003190137,300.003190137
590,2613074.4219,1267974.8588,208.415,262.7826,239.320344359,30.9053443589,BC3,100.0,100.0,3.00007013249,300.007013249,300.007013249
591,2613076.6223,1267972.8196,208.397,262.7647,239.320344359,30.9233443589,BC3,100.0,100.0,3.00007387913,300.007387913,300.007387913
592,2613078.8301,1267970.7884,208.38,262.7647,239.320344359,30.9403443589,BC3,100.0,100.0,3.000037315,300.0037315,300.0037315
593,2613081.0451,1267968.7651,208.364,262.7911,239.320344359,30.9563443589,BC3,100.0,100.0,3.00005813268,300.005813268,300.005813268
594,2613083.2675,1267966.7499,208.348,262.7911,239.433620299,31.085620299,BC3,100.0,100.0,0.614645466806,61.4645466806,61.4645466806
595,2613083.7237,1267966.338,208.345,262.7911,239.433620299,31.088620299,BC3,100.0,100.0,2.38538752599,238.538752599,238.538752599
596,2613085.4971,1267964.7427,208.333,262.8169,239.433620299,31.100620299,BC3,100.0,100.0,3.00005306989,300.005306989,300.005306989
597,2613087.734,1267962.7436,208.319,262.8169,239.433620299,31.114620299,BC3,100.0,100.0,3.00004846772,300.004846772,300.004846772
598,2613089.9781,1267960.7526,208.304,262.8169,239.320344359,31.0163443589,BC3,100.0,100.0,2.99993704595,299.993704595,299.993704595
599,2613092.2293,1267958.7698,208.289,262.8448,239.320344359,31.0313443589,BC3,100.0,100.0,3.00014704471,300.014704471,300.014704471
