,Easting,Northing,Elevation,DTM,Rocksurface,delta_rocksurface_tunnelaxis,BoreClass,Area1,Area2,Distance,Area1_mean_dist,Area2_mean_dist
763,2613521.4459,1267708.9622,209.835,252.7621,239.0,29.165,BC3,100.0,100.0,3.00055221253,300.055221253,300.055221253
764,2613524.1142,1267707.5909,209.89,252.7621,239.0,29.11,BC3,100.0,100.0,3.00055221253,300.055221253,300.055221253
765,2613526.7825,1267706.2196,209.945,251.4224,239.0,29.055,BC3,100.0,100.0,3.00048178273,300.048178273,300.048178273
766,2613529.4507,1267704.8483,210.001,248.1268,239.0,28.999,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
767,2613532.119,1267703.4771,210.058,247.0887,239.0,28.942,BC3,100.0,100.0,0.384378368335,38.4378368335,38.4378368335
768,2613532.4608,1267703.3014,210.065,247.0887,239.0,28.935,BC3,100.0,100.0,2.61612238257,261.612238257,261.612238257
769,2613534.7872,1267702.1058,210.115,247.0887,239.0,28.885,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
770,2613537.4555,1267700.7345,210.172,246.8339,239.0,28.828,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
771,2613540.1238,1267699.3633,210.229,245.8214,239.0,28.771,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
772,2613542.792,1267697.992,210.286,245.8214,239.0,28.714,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
773,2613545.4603,1267696.6207,210.343,245.6581,239.2,28.857,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
774,2613548.1286,1267695.2495,210.4,245.6581,239.0,28.6,BC3,100.0,100.0,3.00051977681,300.051977681,300.051977681
775,2613550.7968,1267693.8782,210.458,245.859,239.0,28.542,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
776,2613553.4651,1267692.5069,210.515,245.859,239.0,28.485,BC3,100.0,100.0,3.0004549119,300.04549119,300.04549119
777,2613556.1333,1267691.1357,210.572,245.804,239.0,28.428,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
778,2613558.8016,1267689.7644,210.629,245.7762,239.0,28.371,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
779,2613561.4699,1267688.3931,210.686,245.8851,239.0,28.314,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
780,2613564.1381,1267687.0219,210.743,245.8851,239.0,28.257,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
781,2613566.8064,1267685.6506,210.8,245.8426,239.0,28.2,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
782,2613569.4747,1267684.2793,210.857,245.8617,238.707088459,27.8500884593,BC3,100.0,100.0,3.00045491201,300.045491201,300.045491201
783,2613572.1429,1267682.9081,210.914,245.8419,238.707088459,27.7930884593,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
784,2613574.8112,1267681.5368,210.972,245.8419,238.707088459,27.7350884593,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
785,2613577.4794,1267680.1655,211.029,245.8409,238.707088459,27.6780884593,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
786,2613580.1477,1267678.7943,211.086,245.6877,238.707088459,27.6210884593,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
787,2613582.816,1267677.423,211.143,245.6877,238.707088459,27.5640884593,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
788,2613585.4842,1267676.0517,211.2,245.8562,239.0,27.8,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
789,2613588.1525,1267674.6805,211.257,245.7636,239.0,27.743,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
790,2613590.8208,1267673.3092,211.314,245.7682,239.0,27.686,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
791,2613593.489,1267671.9379,211.371,245.7682,239.0,27.629,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
792,2613596.1573,1267670.5667,211.428,245.8048,239.0,27.572,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
793,2613598.8255,1267669.1954,211.485,245.7209,239.0,27.515,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
794,2613601.4938,1267667.8241,211.543,245.6301,239.0,27.457,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
795,2613604.1621,1267666.4529,211.6,245.6301,239.0,27.4,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
796,2613606.8303,1267665.0816,211.657,245.6932,239.0,27.343,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
797,2613609.4986,1267663.7103,211.714,245.5981,238.666666667,26.9526666667,BC3,100.0,100.0,6.0010444505,600.10444505,600.10444505
798,2613614.8351,1267660.9678,211.828,245.6458,238.666666667,26.8386666667,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
799,2613617.5034,1267659.5965,211.885,245.5541,238.666666667,26.7816666667,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
800,2613620.1716,1267658.2252,211.942,245.6207,238.666666667,26.7246666667,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
801,2613622.8399,1267656.854,211.999,245.6207,238.666666667,26.6676666667,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
802,2613625.5082,1267655.4827,212.056,245.6283,239.0,26.944,BC3,100.0,100.0,3.00051977681,300.051977681,300.051977681
803,2613628.1764,1267654.1114,212.114,245.5632,239.0,26.886,BC3,100.0,100.0,3.00054383872,300.054383872,300.054383872
804,2613630.8447,1267652.7402,212.171,245.5909,239.0,26.829,BC3,100.0,100.0,6.00109015198,600.109015198,600.109015198
805,2613636.1812,1267649.9976,212.285,245.5251,239.0,26.715,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
806,2613638.8495,1267648.6264,212.342,245.5251,239.0,26.658,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
807,2613641.5177,1267647.2551,212.399,245.523,239.0,26.601,BC3,100.0,100.0,6.00113337671,600.113337671,600.113337671
808,2613646.8543,1267644.5126,212.513,245.5062,239.0,26.487,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
809,2613649.5225,1267643.1413,212.57,245.5062,239.0,26.43,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
810,2613652.1908,1267641.77,212.627,245.5419,239.333333333,26.7063333333,BC3,100.0,100.0,3.00056300216,300.056300216,300.056300216
811,2613654.8591,1267640.3988,212.685,245.5419,239.333333333,26.6483333333,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
812,2613657.5273,1267639.0275,212.742,245.4957,239.333333333,26.5913333333,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
813,2613660.1956,1267637.6562,212.799,245.526,239.333333333,26.5343333333,BC3,100.0,100.0,3.00045491201,300.045491201,300.045491201
814,2613662.8638,1267636.285,212.856,245.526,239.333333333,26.4773333333,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
815,2613665.5321,1267634.9137,212.913,245.6332,239.333333333,26.4203333333,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
816,2613668.2004,1267633.5424,212.97,245.6332,239.5,26.53,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
817,2613670.8686,1267632.1712,213.027,245.5117,239.5,26.473,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
818,2613673.5369,1267630.7999,213.084,245.5117,239.75,26.666,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
819,2613676.2052,1267629.4286,213.141,245.5922,239.75,26.609,BC3,100.0,100.0,3.0004549119,300.04549119,300.04549119
820,2613678.8734,1267628.0574,213.198,245.5922,239.75,26.552,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
821,2613681.5417,1267626.6861,213.256,245.5987,239.75,26.494,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
822,2613684.2099,1267625.3148,213.313,245.5987,239.75,26.437,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
823,2613686.8782,1267623.9436,213.37,245.6268,239.75,26.38,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
824,2613689.5465,1267622.5723,213.427,245.6268,239.75,26.323,BC3,100.0,100.0,3.00050061309,300.050061309,300.050061309
825,2613692.2147,1267621.201,213.484,245.5333,239.75,26.266,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
826,2613694.883,1267619.8297,213.541,245.5319,240.0,26.459,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
827,2613697.5513,1267618.4585,213.598,245.5339,240.0,26.402,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
828,2613700.2195,1267617.0872,213.655,245.5576,240.0,26.345,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
829,2613702.8878,1267615.7159,213.712,245.5576,240.0,26.288,BC3,100.0,100.0,3.0004549119,300.04549119,300.04549119
830,2613705.556,1267614.3447,213.769,245.5616,240.0,26.231,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
831,2613708.2243,1267612.9734,213.827,245.5616,240.0,26.173,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
832,2613710.8926,1267611.6021,213.884,245.5531,240.0,26.116,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
833,2613713.5608,1267610.2309,213.941,245.5531,241.0,27.059,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
834,2613716.2291,1267608.8596,213.998,245.5363,241.0,27.002,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
835,2613718.8974,1267607.4883,214.055,245.5363,241.0,26.945,BC3,100.0,100.0,3.00045491201,300.045491201,300.045491201
836,2613721.5656,1267606.1171,214.112,245.5905,241.0,26.888,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
837,2613724.2339,1267604.7458,214.169,245.5733,241.0,26.831,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
838,2613726.9021,1267603.3745,214.226,245.5759,241.0,26.774,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
839,2613729.5704,1267602.0033,214.283,245.5759,241.0,26.717,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
840,2613732.2387,1267600.632,214.341,245.5841,241.0,26.659,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
841,2613734.9069,1267599.2607,214.398,245.5446,242.0,27.602,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
842,2613737.5752,1267597.8895,214.455,245.5393,242.0,27.545,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
843,2613740.2435,1267596.5182,214.512,245.4851,242.0,27.488,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
844,2613742.9117,1267595.1469,214.569,245.4851,242.0,27.431,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
845,2613745.58,1267593.7757,214.626,245.5385,242.0,27.374,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
846,2613748.2482,1267592.4044,214.683,245.5385,242.0,27.317,BC3,100.0,100.0,3.00058953886,300.058953886,300.058953886
847,2613750.9165,1267591.0331,214.74,245.5881,242.0,27.26,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
848,2613753.5848,1267589.6619,214.797,245.5111,242.0,27.203,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
849,2613756.253,1267588.2906,214.854,245.5799,243.0,28.146,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
850,2613758.9213,1267586.9193,214.912,245.5799,243.0,28.088,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
851,2613761.5896,1267585.5481,214.969,245.6384,243.0,28.031,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
852,2613764.2578,1267584.1768,215.026,245.6364,243.0,27.974,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
853,2613766.9261,1267582.8055,215.083,245.64,243.0,27.917,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
854,2613769.5943,1267581.4343,215.14,245.64,243.0,27.86,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
855,2613772.2626,1267580.063,215.197,245.6104,243.0,27.803,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
856,2613774.9309,1267578.6917,215.254,245.6416,243.0,27.746,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
857,2613777.5991,1267577.3204,215.311,245.6184,243.0,27.689,BC3,100.0,100.0,3.00054383872,300.054383872,300.054383872
858,2613780.2674,1267575.9492,215.368,245.5779,243.0,27.632,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
859,2613782.9357,1267574.5779,215.425,245.6265,243.0,27.575,BC3,100.0,100.0,3.00051977681,300.051977681,300.051977681
860,2613785.6039,1267573.2066,215.483,245.586,243.0,27.517,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
861,2613788.2722,1267571.8354,215.54,245.586,243.0,27.46,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
862,2613790.9404,1267570.4641,215.597,245.5531,243.0,27.403,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
863,2613793.6087,1267569.0928,215.654,245.5157,243.0,27.346,BC3,100.0,100.0,3.00054383861,300.054383861,300.054383861
864,2613796.277,1267567.7216,215.711,245.5538,243.0,27.289,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
865,2613798.9452,1267566.3503,215.768,245.5538,242.666666667,26.8986666667,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
866,2613801.6135,1267564.979,215.825,245.542,242.666666667,26.8416666667,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
867,2613804.2818,1267563.6078,215.882,245.542,242.666666667,26.7846666667,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
868,2613806.95,1267562.2365,215.939,245.5581,242.666666667,26.7276666667,BC3,100.0,100.0,3.00058953886,300.058953886,300.058953886
869,2613809.6183,1267560.8652,215.996,245.5581,242.666666667,26.6706666667,BC3,100.0,100.0,3.0004740756,300.04740756,300.04740756
870,2613812.2865,1267559.494,216.054,245.5407,242.666666667,26.6126666667,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
871,2613814.9548,1267558.1227,216.111,245.5407,242.666666667,26.5556666667,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
872,2613817.6231,1267556.7514,216.168,245.5541,242.414250207,26.2462502071,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
873,2613820.2913,1267555.3802,216.225,245.5495,242.414250207,26.1892502071,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
874,2613822.9596,1267554.0089,216.282,245.5281,242.414250207,26.1322502071,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
875,2613825.6279,1267552.6376,216.339,245.5224,242.414250207,26.0752502071,BC3,100.0,100.0,3.0004549119,300.04549119,300.04549119
876,2613828.2961,1267551.2664,216.396,245.5224,242.0,25.604,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
877,2613830.9644,1267549.8951,216.453,245.4954,242.0,25.547,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
878,2613833.6326,1267548.5238,216.51,245.4954,242.0,25.49,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
879,2613836.3009,1267547.1526,216.567,245.4897,242.0,25.433,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
880,2613838.9692,1267545.7813,216.625,245.4897,241.857142857,25.2321428571,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
881,2613841.6374,1267544.41,216.682,245.4626,241.857142857,25.1751428571,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
882,2613844.3057,1267543.0388,216.739,245.4626,241.857142857,25.1181428571,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
883,2613846.974,1267541.6675,216.796,245.4229,241.857142857,25.0611428571,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
884,2613849.6422,1267540.2962,216.853,245.4229,241.857142857,25.0041428571,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
885,2613852.3105,1267538.925,216.91,245.3319,241.857142857,24.9471428571,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
886,2613854.9787,1267537.5537,216.967,245.3319,241.857142857,24.8901428571,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
887,2613857.647,1267536.1824,217.024,245.3389,241.857142857,24.8331428571,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
888,2613860.3153,1267534.8111,217.081,245.3653,241.779544746,24.6985447459,BC3,100.0,100.0,3.00047407601,300.047407601,300.047407601
889,2613862.9835,1267533.4399,217.139,245.3653,241.779544746,24.6405447459,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
890,2613865.6518,1267532.0686,217.196,245.3768,241.779544746,24.5835447459,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
891,2613868.3201,1267530.6973,217.253,245.3768,241.674399784,24.4213997842,BC3,100.0,100.0,3.00045491201,300.045491201,300.045491201
892,2613870.9883,1267529.3261,217.31,245.4033,241.674399784,24.3643997842,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
893,2613873.6566,1267527.9548,217.367,245.4033,241.674399784,24.3073997842,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
894,2613876.3248,1267526.5835,217.424,245.4149,241.674399784,24.2503997842,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
895,2613878.9931,1267525.2123,217.481,245.4149,241.674399784,24.1933997842,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
896,2613881.6614,1267523.841,217.538,245.4413,241.585823081,24.0478230814,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
897,2613884.3296,1267522.4697,217.595,245.4413,241.585823081,23.9908230814,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
898,2613886.9979,1267521.0985,217.652,245.4476,241.585823081,23.9338230814,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
899,2613889.6662,1267519.7272,217.71,245.4636,241.585823081,23.8758230814,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
900,2613892.3344,1267518.3559,217.767,245.4607,241.585823081,23.8188230814,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
901,2613895.0027,1267516.9847,217.824,245.4572,241.585823081,23.7618230814,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
902,2613897.6709,1267515.6134,217.881,245.4572,241.585823081,23.7048230814,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
903,2613900.3392,1267514.2421,217.938,248.086,241.585823081,23.6478230814,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
904,2613903.0075,1267512.8709,217.995,248.086,241.439367311,23.4443673111,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
905,2613905.6757,1267511.4996,218.052,248.6095,241.439367311,23.3873673111,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
906,2613908.344,1267510.1283,218.109,248.6095,241.4,23.291,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
907,2613911.0123,1267508.7571,218.166,251.4223,241.4,23.234,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
908,2613913.6805,1267507.3858,218.223,251.4223,241.4,23.177,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
909,2613916.3488,1267506.0145,218.281,251.8864,241.4,23.119,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
910,2613919.017,1267504.6433,218.338,254.4724,241.4,23.062,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
911,2613921.6853,1267503.272,218.395,254.4782,241.276166805,22.8811668047,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
912,2613924.3536,1267501.9007,218.452,254.4782,241.276166805,22.8241668047,BC3,100.0,100.0,3.00045491242,300.045491242,300.045491242
913,2613927.0218,1267500.5295,218.509,254.992,241.276166805,22.7671668047,BC3,100.0,100.0,3.00058953834,300.058953834,300.058953834
914,2613929.6901,1267499.1582,218.566,255.1071,241.276166805,22.7101668048,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
915,2613932.3584,1267497.7869,218.623,255.2873,241.276166805,22.6531668047,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
916,2613935.0266,1267496.4157,218.68,255.3546,241.276166805,22.5961668047,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
917,2613937.6949,1267495.0444,218.737,255.3546,241.276166805,22.5391668047,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
918,2613940.3631,1267493.6731,218.794,255.6002,241.276166805,22.4821668047,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
919,2613943.0314,1267492.3018,218.852,255.6002,241.138083402,22.2860834024,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
920,2613945.6997,1267490.9306,218.909,255.6879,241.138083402,22.2290834024,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
921,2613948.3679,1267489.5593,218.966,255.6502,241.138083402,22.1720834024,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
922,2613951.0362,1267488.188,219.023,255.7068,241.13061651,22.1076165099,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
923,2613953.7045,1267486.8168,219.08,255.7068,241.13061651,22.0506165099,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
924,2613956.3727,1267485.4455,219.137,255.6841,241.13061651,21.9936165099,BC3,100.0,100.0,6.0010444505,600.10444505,600.10444505
925,2613961.7092,1267482.703,219.251,255.7286,241.13061651,21.8796165099,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
926,2613964.3775,1267481.3317,219.308,255.7286,241.0,21.692,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
927,2613967.0458,1267479.9604,219.365,255.7394,241.0,21.635,BC3,100.0,100.0,3.00047407601,300.047407601,300.047407601
928,2613969.714,1267478.5892,219.423,255.7394,241.0,21.577,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
929,2613972.3823,1267477.2179,219.48,255.8083,241.0,21.52,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
930,2613975.0506,1267475.8466,219.537,255.9267,241.0,21.463,BC3,100.0,100.0,3.0004549119,300.04549119,300.04549119
931,2613977.7188,1267474.4754,219.594,255.7907,241.0,21.406,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
932,2613980.3871,1267473.1041,219.651,255.9125,241.0,21.349,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
933,2613983.0553,1267471.7328,219.708,255.9125,241.0,21.292,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
934,2613985.7236,1267470.3616,219.765,255.9021,240.75,20.985,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
935,2613988.3919,1267468.9903,219.822,255.8115,240.75,20.928,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
936,2613991.0601,1267467.619,219.879,255.759,240.585823081,20.7068230814,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
937,2613993.7284,1267466.2478,219.936,255.759,240.585823081,20.6498230814,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
938,2613996.3967,1267464.8765,219.994,255.5609,240.585823081,20.5918230814,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
939,2613999.0649,1267463.5052,220.051,255.5609,240.585823081,20.5348230814,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
940,2614001.7332,1267462.134,220.108,255.5206,240.585823081,20.4778230814,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
941,2614004.4014,1267460.7627,220.165,255.5206,240.292911541,20.1279115407,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
942,2614007.0697,1267459.3914,220.222,255.5565,240.292911541,20.0709115407,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
943,2614009.738,1267458.0202,220.279,255.5565,240.292911541,20.0139115407,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
944,2614012.4062,1267456.6489,220.336,255.5757,240.292911541,19.9569115407,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
945,2614015.0745,1267455.2776,220.393,255.5187,240.292911541,19.8999115407,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
946,2614017.7428,1267453.9064,220.45,255.5345,240.292911541,19.8429115407,BC3,100.0,100.0,3.00051977639,300.051977639,300.051977639
947,2614020.411,1267452.5351,220.508,255.6897,240.292911541,19.7849115407,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
948,2614023.0793,1267451.1638,220.565,255.6897,240.292911541,19.7279115407,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
949,2614025.7475,1267449.7925,220.622,256.2679,240.0,19.378,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
950,2614028.4158,1267448.4213,220.679,256.2679,240.0,19.321,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
951,2614031.0841,1267447.05,220.736,256.424,240.0,19.264,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
952,2614033.7523,1267445.6787,220.793,256.424,240.0,19.207,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
953,2614036.4206,1267444.3075,220.85,256.5677,240.0,19.15,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
954,2614039.0889,1267442.9362,220.907,256.5677,240.0,19.093,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
955,2614041.7571,1267441.5649,220.964,256.6361,240.0,19.036,BC3,100.0,100.0,3.00054383913,300.054383913,300.054383913
956,2614044.4254,1267440.1937,221.021,256.6361,240.0,18.979,BC3,100.0,100.0,3.00051977639,300.051977639,300.051977639
957,2614047.0936,1267438.8224,221.079,257.0137,240.0,18.921,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
958,2614049.7619,1267437.4511,221.136,257.0137,240.0,18.864,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
959,2614052.4302,1267436.0799,221.193,256.7185,240.0,18.807,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
960,2614055.0984,1267434.7086,221.25,256.9169,240.0,18.75,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
961,2614057.7667,1267433.3373,221.307,256.9169,240.0,18.693,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
962,2614060.435,1267431.9661,221.364,256.6966,240.0,18.636,BC3,100.0,100.0,3.00050061298,300.050061298,300.050061298
963,2614063.1032,1267430.5948,221.421,256.6966,240.0,18.579,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
964,2614065.7715,1267429.2235,221.478,256.728,240.0,18.522,BC3,100.0,100.0,3.00045491242,300.045491242,300.045491242
965,2614068.4397,1267427.8523,221.535,256.728,240.0,18.465,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
966,2614071.108,1267426.481,221.592,256.5789,240.0,18.408,BC3,100.0,100.0,3.0006087016,300.06087016,300.06087016
967,2614073.7763,1267425.1097,221.65,256.5789,240.0,18.35,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
968,2614076.4445,1267423.7385,221.707,256.6684,240.0,18.293,BC3,100.0,100.0,3.00058953834,300.058953834,300.058953834
969,2614079.1128,1267422.3672,221.764,256.6684,240.0,18.236,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
970,2614081.7811,1267420.9959,221.821,256.6024,240.0,18.179,BC3,100.0,100.0,3.00045491231,300.045491231,300.045491231
971,2614084.4493,1267419.6247,221.878,256.7802,240.0,18.122,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
972,2614087.1176,1267418.2534,221.935,256.7374,240.0,18.065,BC3,100.0,100.0,3.0005006134,300.05006134,300.05006134
973,2614089.7858,1267416.8821,221.992,256.7374,240.0,18.008,BC3,100.0,100.0,3.00054383903,300.054383903,300.054383903
974,2614092.4541,1267415.5109,222.049,256.7192,240.0,17.951,BC3,100.0,100.0,3.00058953876,300.058953876,300.058953876
