"Point","Type","Station","Northing","Easting","Elevation"
"106+197","","106+197","1268313.3207","2612790.1559","210.724"
"","","","","",""
"106+200","","106+200","1268310.7169","2612791.6460","210.709"
"","","","","",""
"106+203","","106+203","1268308.1131","2612793.1361","210.694"
"","","","","",""
"106+206","","106+206","1268305.5094","2612794.6262","210.679"
"","","","","",""
"106+209","","106+209","1268302.9056","2612796.1163","210.664"
"","","","","",""
"106+212","","106+212","1268300.3018","2612797.6064","210.649"
"","","","","",""
"106+215","","106+215","1268297.6981","2612799.0965","210.634"
"","","","","",""
"106+218","","106+218","1268295.0943","2612800.5866","210.619"
"","","","","",""
"106+221","","106+221","1268292.4905","2612802.0767","210.604"
"","","","","",""
"106+224","","106+224","1268289.8867","2612803.5668","210.589"
"","","","","",""
"106+227","","106+227","1268287.2830","2612805.0569","210.574"
"","","","","",""
"106+230","","106+230","1268284.6792","2612806.5469","210.559"
"","","","","",""
"106+233","","106+233","1268282.0754","2612808.0370","210.544"
"","","","","",""
"106+236","","106+236","1268279.4717","2612809.5271","210.529"
"","","","","",""
"106+239","","106+239","1268276.8679","2612811.0172","210.514"
"","","","","",""
"106+242","","106+242","1268274.2641","2612812.5073","210.499"
"","","","","",""
"106+245","","106+245","1268271.6603","2612813.9974","210.484"
"","","","","",""
"106+248","","106+248","1268269.0566","2612815.4875","210.469"
"","","","","",""
"106+251","","106+251","1268266.4528","2612816.9776","210.454"
"","","","","",""
"106+254","","106+254","1268263.8490","2612818.4677","210.439"
"","","","","",""
"106+257","","106+257","1268261.2453","2612819.9578","210.424"
"","","","","",""
"106+260","","106+260","1268258.6415","2612821.4479","210.409"
"","","","","",""
"106+263","","106+263","1268256.0377","2612822.9380","210.394"
"","","","","",""
"106+266","","106+266","1268253.4339","2612824.4280","210.379"
"","","","","",""
"106+269","","106+269","1268250.8302","2612825.9181","210.364"
"","","","","",""
"106+272","","106+272","1268248.2264","2612827.4082","210.349"
"","","","","",""
"106+275","","106+275","1268245.6226","2612828.8983","210.334"
"","","","","",""
"106+278","","106+278","1268243.0189","2612830.3884","210.319"
"","","","","",""
"106+281","","106+281","1268240.4151","2612831.8785","210.304"
"","","","","",""
"106+284","","106+284","1268237.8113","2612833.3686","210.289"
"","","","","",""
"106+287","","106+287","1268235.2075","2612834.8587","210.274"
"","","","","",""
"106+290","","106+290","1268232.6038","2612836.3488","210.259"
"","","","","",""
"106+293","","106+293","1268230.0000","2612837.8389","210.244"
"","","","","",""
"106+296","","106+296","1268227.3962","2612839.3290","210.229"
"","","","","",""
"106+299","","106+299","1268224.7925","2612840.8191","210.214"
"","","","","",""
"106+302","","106+302","1268222.1887","2612842.3091","210.199"
"","","","","",""
"106+305","","106+305","1268219.5849","2612843.7992","210.184"
"","","","","",""
"106+308","","106+308","1268216.9811","2612845.2893","210.169"
"","","","","",""
"106+311","","106+311","1268214.3774","2612846.7794","210.154"
"","","","","",""
"106+314","","106+314","1268211.7736","2612848.2695","210.139"
"","","","","",""
"106+317","","106+317","1268209.1698","2612849.7596","210.124"
"","","","","",""
"106+320","","106+320","1268206.5661","2612851.2497","210.109"
"","","","","",""
"W119","TS","106+320.953","1268205.7390","2612851.7230","210.105"
"","","","","",""
"106+323","SP","106+323","1268203.9623","2612852.7398","210.094"
"","","","","",""
"106+326","SP","106+326","1268201.3586","2612854.2300","210.079"
"","","","","",""
"106+329","SP","106+329","1268198.7551","2612855.7206","210.064"
"","","","","",""
"106+332","SP","106+332","1268196.1518","2612857.2116","210.049"
"","","","","",""
"106+335","SP","106+335","1268193.5490","2612858.7032","210.034"
"","","","","",""
"106+338","SP","106+338","1268190.9466","2612860.1957","210.019"
"","","","","",""
"106+341","SP","106+341","1268188.3448","2612861.6893","210.004"
"","","","","",""
"106+344","SP","106+344","1268185.7436","2612863.1840","209.989"
"","","","","",""
"106+347","SP","106+347","1268183.1433","2612864.6800","209.974"
"","","","","",""
"106+350","SP","106+350","1268180.5438","2612866.1777","209.959"
"","","","","",""
"106+353","SP","106+353","1268177.9454","2612867.6770","209.944"
"","","","","",""
"106+356","SP","106+356","1268175.3480","2612869.1782","209.929"
"","","","","",""
"106+359","SP","106+359","1268172.7519","2612870.6816","209.914"
"","","","","",""
"106+362","SP","106+362","1268170.1570","2612872.1871","209.899"
"","","","","",""
"106+365","SP","106+365","1268167.5636","2612873.6951","209.884"
"","","","","",""
"106+368","SP","106+368","1268164.9717","2612875.2057","209.869"
"","","","","",""
"106+371","SP","106+371","1268162.3814","2612876.7191","209.854"
"","","","","",""
"106+374","SP","106+374","1268159.7928","2612878.2355","209.839"
"","","","","",""
"106+377","SP","106+377","1268157.2061","2612879.7550","209.824"
"","","","","",""
"106+380","SP","106+380","1268154.6213","2612881.2777","209.809"
"","","","","",""
"106+383","SP","106+383","1268152.0385","2612882.8040","209.794"
"","","","","",""
"106+386","SP","106+386","1268149.4580","2612884.3339","209.779"
"","","","","",""
"106+389","SP","106+389","1268146.8797","2612885.8677","209.764"
"","","","","",""
"106+392","SP","106+392","1268144.3038","2612887.4054","209.749"
"","","","","",""
"106+395","SP","106+395","1268141.7304","2612888.9474","209.734"
"","","","","",""
"106+398","SP","106+398","1268139.1595","2612890.4936","209.719"
"","","","","",""
"106+401","SP","106+401","1268136.5915","2612892.0444","209.704"
"","","","","",""
"106+404","SP","106+404","1268134.0262","2612893.5999","209.689"
"","","","","",""
"106+407","SP","106+407","1268131.4639","2612895.1602","209.674"
"","","","","",""
"106+410","SP","106+410","1268128.9047","2612896.7256","209.659"
"","","","","",""
"106+413","SP","106+413","1268126.3487","2612898.2962","209.644"
"","","","","",""
"106+416","SP","106+416","1268123.7959","2612899.8721","209.629"
"","","","","",""
"106+419","SP","106+419","1268121.2466","2612901.4536","209.614"
"","","","","",""
"106+422","SP","106+422","1268118.7009","2612903.0407","209.599"
"","","","","",""
"106+425","SP","106+425","1268116.1588","2612904.6338","209.584"
"","","","","",""
"106+428","SP","106+428","1268113.6205","2612906.2328","209.569"
"","","","","",""
"106+431","SP","106+431","1268111.0861","2612907.8381","209.554"
"","","","","",""
"106+434","SP","106+434","1268108.5557","2612909.4497","209.539"
"","","","","",""
"106+437","SP","106+437","1268106.0295","2612911.0679","209.524"
"","","","","",""
"106+440","SP","106+440","1268103.5076","2612912.6927","209.509"
"","","","","",""
"106+443","SP","106+443","1268100.9902","2612914.3243","209.494"
"","","","","",""
"106+446","SP","106+446","1268098.4773","2612915.9630","209.479"
"","","","","",""
"106+449","SP","106+449","1268095.9690","2612917.6089","209.464"
"","","","","",""
"106+452","SP","106+452","1268093.4656","2612919.2620","209.449"
"","","","","",""
"106+455","SP","106+455","1268090.9672","2612920.9227","209.434"
"","","","","",""
"106+458","SP","106+458","1268088.4738","2612922.5909","209.419"
"","","","","",""
"106+461","SP","106+461","1268085.9857","2612924.2670","209.404"
"","","","","",""
"106+464","SP","106+464","1268083.5029","2612925.9510","209.389"
"","","","","",""
"106+467","SP","106+467","1268081.0257","2612927.6431","209.374"
"","","","","",""
"106+470","SP","106+470","1268078.5541","2612929.3435","209.359"
"","","","","",""
"W120","SC","106+472.057","1268076.8630","2612930.5140","209.349"
"","","","","",""
"106+473","PC","106+473","1268076.0885","2612931.0521","209.344"
"","","","","",""
"106+476","PC","106+476","1268073.6286","2612932.7693","209.329"
"","","","","",""
"106+479","PC","106+479","1268071.1746","2612934.4950","209.314"
"","","","","",""
"106+482","PC","106+482","1268068.7266","2612936.2292","209.299"
"","","","","",""
"106+485","PC","106+485","1268066.2846","2612937.9717","209.284"
"","","","","",""
"106+488","PC","106+488","1268063.8486","2612939.7227","209.269"
"","","","","",""
"106+491","PC","106+491","1268061.4187","2612941.4821","209.254"
"","","","","",""
"106+494","PC","106+494","1268058.9948","2612943.2499","209.239"
"","","","","",""
"106+497","PC","106+497","1268056.5771","2612945.0260","209.224"
"","","","","",""
"106+500","PC","106+500","1268054.1655","2612946.8104","209.209"
"","","","","",""
"106+503","PC","106+503","1268051.7600","2612948.6031","209.194"
"","","","","",""
"106+506","PC","106+506","1268049.3608","2612950.4041","209.179"
"","","","","",""
"106+509","PC","106+509","1268046.9678","2612952.2134","209.164"
"","","","","",""
"106+512","PC","106+512","1268044.5810","2612954.0309","209.149"
"","","","","",""
"106+515","PC","106+515","1268042.2006","2612955.8566","209.134"
"","","","","",""
"106+518","PC","106+518","1268039.8264","2612957.6906","209.119"
"","","","","",""
"106+521","PC","106+521","1268037.4586","2612959.5327","209.104"
"","","","","",""
"106+524","PC","106+524","1268035.0971","2612961.3829","209.089"
"","","","","",""
"106+527","PC","106+527","1268032.7420","2612963.2413","209.074"
"","","","","",""
"106+530","PC","106+530","1268030.3934","2612965.1078","209.059"
"","","","","",""
"106+533","PC","106+533","1268028.0512","2612966.9824","209.044"
"","","","","",""
"106+536","PC","106+536","1268025.7155","2612968.8651","209.029"
"","","","","",""
"106+539","PC","106+539","1268023.3862","2612970.7558","209.014"
"","","","","",""
"106+542","PC","106+542","1268021.0636","2612972.6545","208.999"
"","","","","",""
"106+545","PC","106+545","1268018.7474","2612974.5612","208.984"
"","","","","",""
"106+548","PC","106+548","1268016.4379","2612976.4759","208.969"
"","","","","",""
"106+551","PC","106+551","1268014.1350","2612978.3986","208.954"
"","","","","",""
"106+554","PC","106+554","1268011.8387","2612980.3292","208.939"
"","","","","",""
"106+557","PC","106+557","1268009.5491","2612982.2676","208.924"
"","","","","",""
"106+560","PC","106+560","1268007.2662","2612984.2140","208.909"
"","","","","",""
"106+563","PC","106+563","1268004.9900","2612986.1682","208.894"
"","","","","",""
"106+566","PC","106+566","1268002.7206","2612988.1303","208.879"
"","","","","",""
"106+569","PC","106+569","1268000.4580","2612990.1002","208.864"
"","","","","",""
"106+572","PC","106+572","1267998.2021","2612992.0778","208.849"
"","","","","",""
"106+575","PC","106+575","1267995.9531","2612994.0633","208.834"
"","","","","",""
"106+578","PC","106+578","1267993.7110","2612996.0565","208.819"
"","","","","",""
"106+581","PC","106+581","1267991.4757","2612998.0574","208.804"
"","","","","",""
"106+584","PC","106+584","1267989.2474","2613000.0660","208.789"
"","","","","",""
"106+587","PC","106+587","1267987.0259","2613002.0822","208.774"
"","","","","",""
"106+590","PC","106+590","1267984.8115","2613004.1061","208.759"
"","","","","",""
"106+593","PC","106+593","1267982.6041","2613006.1377","208.744"
"","","","","",""
"106+596","PC","106+596","1267980.4036","2613008.1768","208.729"
"","","","","",""
"106+599","PC","106+599","1267978.2102","2613010.2235","208.714"
"","","","","",""
"106+602","PC","106+602","1267976.0239","2613012.2778","208.699"
"","","","","",""
"106+605","PC","106+605","1267973.8447","2613014.3396","208.684"
"","","","","",""
"106+608","PC","106+608","1267971.6726","2613016.4089","208.669"
"","","","","",""
"106+611","PC","106+611","1267969.5076","2613018.4857","208.654"
"","","","","",""
"106+614","PC","106+614","1267967.3499","2613020.5699","208.639"
"","","","","",""
"106+617","PC","106+617","1267965.1993","2613022.6615","208.624"
"","","","","",""
"106+620","PC","106+620","1267963.0559","2613024.7606","208.609"
"","","","","",""
"106+623","PC","106+623","1267960.9198","2613026.8670","208.594"
"","","","","",""
"106+626","PC","106+626","1267958.7910","2613028.9808","208.579"
"","","","","",""
"106+629","PC","106+629","1267956.6695","2613031.1019","208.564"
"","","","","",""
"106+632","PC","106+632","1267954.5553","2613033.2304","208.549"
"","","","","",""
"106+635","PC","106+635","1267952.4485","2613035.3661","208.534"
"","","","","",""
"106+638","PC","106+638","1267950.3490","2613037.5090","208.519"
"","","","","",""
"106+641","PC","106+641","1267948.2569","2613039.6592","208.504"
"","","","","",""
"106+644","PC","106+644","1267946.1723","2613041.8166","208.489"
"","","","","",""
"106+647","PC","106+647","1267944.0951","2613043.9811","208.474"
"","","","","",""
"106+650","PC","106+650","1267942.0254","2613046.1528","208.459"
"","","","","",""
"106+653","PC","106+653","1267939.9632","2613048.3316","208.444"
"","","","","",""
"106+656","PC","106+656","1267937.9085","2613050.5176","208.429"
"","","","","",""
"106+659","PC","106+659","1267935.8614","2613052.7106","208.414"
"","","","","",""
"106+662","PC","106+662","1267933.8218","2613054.9106","208.399"
"","","","","",""
"106+665","PC","106+665","1267931.7899","2613057.1177","208.384"
"","","","","",""
"106+668","PC","106+668","1267929.7655","2613059.3317","208.369"
"","","","","",""
"106+671","PC","106+671","1267927.7488","2613061.5527","208.354"
"","","","","",""
"106+674","PC","106+674","1267925.7398","2613063.7807","208.339"
"","","","","",""
"106+677","PC","106+677","1267923.7385","2613066.0156","208.324"
"","","","","",""
"106+680","PC","106+680","1267921.7449","2613068.2574","208.309"
"","","","","",""
"106+683","PC","106+683","1267919.7590","2613070.5060","208.294"
"","","","","",""
"106+686","PC","106+686","1267917.7809","2613072.7615","208.279"
"","","","","",""
"106+689","PC","106+689","1267915.8106","2613075.0237","208.264"
"","","","","",""
"106+692","PC","106+692","1267913.8481","2613077.2928","208.249"
"","","","","",""
"106+695","PC","106+695","1267911.8934","2613079.5686","208.234"
"","","","","",""
"106+698","PC","106+698","1267909.9466","2613081.8511","208.219"
"","","","","",""
"106+701","PC","106+701","1267908.0077","2613084.1403","208.204"
"","","","","",""
"106+704","PC","106+704","1267906.0767","2613086.4362","208.189"
"","","","","",""
"106+707","PC","106+707","1267904.1536","2613088.7388","208.174"
"","","","","",""
"106+710","PC","106+710","1267902.2385","2613091.0480","208.159"
"","","","","",""
"106+713","PC","106+713","1267900.3313","2613093.3637","208.144"
"","","","","",""
"106+716","PC","106+716","1267898.4322","2613095.6860","208.129"
"","","","","",""
"106+719","PC","106+719","1267896.5410","2613098.0149","208.114"
"","","","","",""
"106+722","PC","106+722","1267894.6579","2613100.3503","208.099"
"","","","","",""
"106+725","PC","106+725","1267892.7829","2613102.6921","208.084"
"","","","","",""
"106+728","PC","106+728","1267890.9159","2613105.0404","208.069"
"","","","","",""
"106+731","PC","106+731","1267889.0571","2613107.3951","208.054"
"","","","","",""
"106+734","PC","106+734","1267887.2064","2613109.7562","208.039"
"","","","","",""
"106+737","PC","106+737","1267885.3638","2613112.1237","208.024"
"","","","","",""
"106+740","PC","106+740","1267883.5294","2613114.4975","208.009"
"","","","","",""
"106+743","PC","106+743","1267881.7032","2613116.8776","207.994"
"","","","","",""
"106+746","PC","106+746","1267879.8852","2613119.2641","207.979"
"","","","","",""
"106+749","PC","106+749","1267878.0755","2613121.6567","207.964"
"","","","","",""
"106+752","PC","106+752","1267876.2740","2613124.0556","207.949"
"","","","","",""
"106+755","PC","106+755","1267874.4809","2613126.4607","207.934"
"","","","","",""
"106+758","PC","106+758","1267872.6960","2613128.8720","207.919"
"","","","","",""
"106+761","PC","106+761","1267870.9194","2613131.2894","207.904"
"","","","","",""
"106+764","PC","106+764","1267869.1512","2613133.7129","207.889"
"","","","","",""
"106+767","PC","106+767","1267867.3914","2613136.1425","207.874"
"","","","","",""
"106+770","PC","106+770","1267865.6399","2613138.5781","207.859"
"","","","","",""
"106+773","PC","106+773","1267863.8969","2613141.0198","207.844"
"","","","","",""
"106+776","PC","106+776","1267862.1622","2613143.4675","207.829"
"","","","","",""
"106+779","PC","106+779","1267860.4361","2613145.9211","207.814"
"","","","","",""
"106+782","PC","106+782","1267858.7184","2613148.3807","207.799"
"","","","","",""
"106+785","PC","106+785","1267857.0092","2613150.8462","207.784"
"","","","","",""
"106+788","PC","106+788","1267855.3085","2613153.3175","207.769"
"","","","","",""
"106+791","PC","106+791","1267853.6163","2613155.7948","207.754"
"","","","","",""
"106+794","PC","106+794","1267851.9327","2613158.2778","207.739"
"","","","","",""
"106+797","PC","106+797","1267850.2577","2613160.7666","207.724"
"","","","","",""
"106+800","PC","106+800","1267848.5912","2613163.2612","207.709"
"","","","","",""
"106+803","PC","106+803","1267846.9334","2613165.7615","207.694"
"","","","","",""
"106+806","PC","106+806","1267845.2842","2613168.2675","207.679"
"","","","","",""
"106+809","PC","106+809","1267843.6437","2613170.7792","207.664"
"","","","","",""
"106+812","PC","106+812","1267842.0118","2613173.2966","207.649"
"","","","","",""
"106+815","PC","106+815","1267840.3886","2613175.8195","207.634"
"","","","","",""
"106+818","PC","106+818","1267838.7741","2613178.3480","207.619"
"","","","","",""
"106+821","PC","106+821","1267837.1684","2613180.8821","207.604"
"","","","","",""
"BC3:6","BC","106+824","1267835.5714","2613183.4217","207.589"
"","","","","",""
"106+827","PC","106+827","1267833.9831","2613185.9668","207.575"
"","","","","",""
"W121","CS","106+827.578","1267833.6780","2613186.4580","207.572"
"","","","","",""
"106+830","SP","106+830","1267832.4036","2613188.5175","207.561"
"","","","","",""
"106+833","SP","106+833","1267830.8328","2613191.0734","207.547"
"","","","","",""
"106+836","SP","106+836","1267829.2705","2613193.6345","207.534"
"","","","","",""
"106+839","SP","106+839","1267827.7166","2613196.2006","207.522"
"","","","","",""
"106+842","SP","106+842","1267826.1708","2613198.7718","207.510"
"","","","","",""
"106+845","SP","106+845","1267824.6331","2613201.3477","207.499"
"","","","","",""
"106+848","SP","106+848","1267823.1033","2613203.9283","207.488"
"","","","","",""
"106+851","SP","106+851","1267821.5811","2613206.5135","207.478"
"","","","","",""
"106+854","SP","106+854","1267820.0665","2613209.1030","207.469"
"","","","","",""
"106+857","SP","106+857","1267818.5592","2613211.6969","207.460"
"","","","","",""
"106+860","SP","106+860","1267817.0592","2613214.2950","207.452"
"","","","","",""
"106+863","SP","106+863","1267815.5662","2613216.8971","207.445"
"","","","","",""
"106+866","SP","106+866","1267814.0801","2613219.5031","207.438"
"","","","","",""
"106+869","SP","106+869","1267812.6007","2613222.1130","207.431"
"","","","","",""
"106+872","SP","106+872","1267811.1278","2613224.7265","207.426"
"","","","","",""
"106+875","SP","106+875","1267809.6613","2613227.3437","207.420"
"","","","","",""
"106+878","SP","106+878","1267808.2010","2613229.9642","207.416"
"","","","","",""
"106+881","SP","106+881","1267806.7467","2613232.5882","207.412"
"","","","","",""
"106+884","SP","106+884","1267805.2983","2613235.2154","207.409"
"","","","","",""
"106+887","SP","106+887","1267803.8555","2613237.8457","207.406"
"","","","","",""
"106+890","SP","106+890","1267802.4183","2613240.4790","207.404"
"","","","","",""
"106+893","SP","106+893","1267800.9864","2613243.1152","207.402"
"","","","","",""
"106+896","SP","106+896","1267799.5596","2613245.7542","207.401"
"","","","","",""
"106+899","SP","106+899","1267798.1378","2613248.3959","207.401"
"","","","","",""
"106+902","SP","106+902","1267796.7209","2613251.0402","207.401"
"","","","","",""
"106+905","SP","106+905","1267795.3085","2613253.6869","207.402"
"","","","","",""
"106+908","SP","106+908","1267793.9006","2613256.3360","207.403"
"","","","","",""
"106+911","SP","106+911","1267792.4970","2613258.9874","207.405"
"","","","","",""
"106+914","SP","106+914","1267791.0975","2613261.6410","207.408"
"","","","","",""
"106+917","SP","106+917","1267789.7019","2613264.2966","207.411"
"","","","","",""
"106+920","SP","106+920","1267788.3101","2613266.9542","207.415"
"","","","","",""
"106+923","SP","106+923","1267786.9218","2613269.6136","207.420"
"","","","","",""
"106+926","SP","106+926","1267785.5368","2613272.2748","207.425"
"","","","","",""
"106+929","SP","106+929","1267784.1551","2613274.9377","207.430"
"","","","","",""
"106+932","SP","106+932","1267782.7764","2613277.6021","207.437"
"","","","","",""
"106+935","SP","106+935","1267781.4006","2613280.2680","207.444"
"","","","","",""
"106+938","SP","106+938","1267780.0274","2613282.9353","207.451"
"","","","","",""
"106+941","SP","106+941","1267778.6567","2613285.6038","207.459"
"","","","","",""
"106+944","SP","106+944","1267777.2882","2613288.2735","207.468"
"","","","","",""
"106+947","SP","106+947","1267775.9219","2613290.9444","207.477"
"","","","","",""
"106+950","SP","106+950","1267774.5575","2613293.6161","207.487"
"","","","","",""
"106+953","SP","106+953","1267773.1949","2613296.2888","207.497"
"","","","","",""
"106+956","SP","106+956","1267771.8338","2613298.9623","207.508"
"","","","","",""
"106+959","SP","106+959","1267770.4742","2613301.6365","207.520"
"","","","","",""
"106+962","SP","106+962","1267769.1157","2613304.3113","207.532"
"","","","","",""
"106+965","SP","106+965","1267767.7582","2613306.9866","207.545"
"","","","","",""
"106+968","SP","106+968","1267766.4016","2613309.6623","207.559"
"","","","","",""
"106+971","SP","106+971","1267765.0456","2613312.3384","207.573"
"","","","","",""
"106+974","SP","106+974","1267763.6901","2613315.0147","207.587"
"","","","","",""
"106+977","SP","106+977","1267762.3349","2613317.6912","207.603"
"","","","","",""
"W122","ST","106+978.682","1267761.5750","2613319.1920","207.611"
"","","","","",""
"106+980","","106+980","1267760.9798","2613320.3677","207.618"
"","","","","",""
"106+983","","106+983","1267759.6246","2613323.0442","207.635"
"","","","","",""
"106+986","","106+986","1267758.2695","2613325.7207","207.652"
"","","","","",""
"106+989","","106+989","1267756.9144","2613328.3972","207.670"
"","","","","",""
"106+992","","106+992","1267755.5593","2613331.0737","207.688"
"","","","","",""
"106+995","","106+995","1267754.2042","2613333.7502","207.707"
"","","","","",""
"106+998","","106+998","1267752.8491","2613336.4267","207.726"
"","","","","",""
"107+001","","107+001","1267751.4939","2613339.1032","207.746"
"","","","","",""
"107+004","","107+004","1267750.1388","2613341.7797","207.767"
"","","","","",""
"107+007","","107+007","1267748.7837","2613344.4562","207.788"
"","","","","",""
"107+010","","107+010","1267747.4286","2613347.1327","207.810"
"","","","","",""
"107+013","","107+013","1267746.0735","2613349.8092","207.832"
"","","","","",""
"107+016","","107+016","1267744.7183","2613352.4857","207.856"
"","","","","",""
"107+019","","107+019","1267743.3632","2613355.1622","207.879"
"","","","","",""
"107+022","","107+022","1267742.0081","2613357.8387","207.903"
"","","","","",""
"107+025","","107+025","1267740.6530","2613360.5152","207.928"
"","","","","",""
"107+028","","107+028","1267739.2979","2613363.1917","207.954"
"","","","","",""
"107+031","","107+031","1267737.9427","2613365.8682","207.980"
"","","","","",""
"107+034","","107+034","1267736.5876","2613368.5447","208.006"
"","","","","",""
"107+037","","107+037","1267735.2325","2613371.2212","208.034"
"","","","","",""
"107+040","","107+040","1267733.8774","2613373.8977","208.062"
"","","","","",""
"107+043","","107+043","1267732.5223","2613376.5742","208.090"
"","","","","",""
"107+046","","107+046","1267731.1671","2613379.2507","208.119"
"","","","","",""
"107+049","","107+049","1267729.8120","2613381.9272","208.149"
"","","","","",""
"107+052","","107+052","1267728.4569","2613384.6037","208.179"
"","","","","",""
"107+055","","107+055","1267727.1018","2613387.2802","208.210"
"","","","","",""
"107+058","","107+058","1267725.7467","2613389.9567","208.241"
"","","","","",""
"107+061","","107+061","1267724.3916","2613392.6332","208.273"
"","","","","",""
"EC3:4","EC","107+064","1267723.0364","2613395.3097","208.306"
"","","","","",""
"107+067","","107+067","1267721.6813","2613397.9862","208.339"
"","","","","",""
"107+070","","107+070","1267720.3262","2613400.6627","208.372"
"","","","","",""
"107+073","","107+073","1267718.9711","2613403.3392","208.405"
"","","","","",""
"107+076","","107+076","1267717.6160","2613406.0157","208.438"
"","","","","",""
"107+079","","107+079","1267716.2608","2613408.6922","208.471"
"","","","","",""
"107+082","","107+082","1267714.9057","2613411.3687","208.504"
"","","","","",""
"107+085","","107+085","1267713.5506","2613414.0452","208.537"
"","","","","",""
"107+088","","107+088","1267712.1955","2613416.7217","208.570"
"","","","","",""
"107+091","","107+091","1267710.8404","2613419.3982","208.603"
"","","","","",""
"107+094","","107+094","1267709.4852","2613422.0747","208.636"
"","","","","",""
"107+097","","107+097","1267708.1301","2613424.7512","208.669"
"","","","","",""
"107+100","","107+100","1267706.7750","2613427.4277","208.702"
"","","","","",""
"107+103","","107+103","1267705.4199","2613430.1042","208.735"
"","","","","",""
"107+106","","107+106","1267704.0648","2613432.7807","208.768"
"","","","","",""
"107+109","","107+109","1267702.7096","2613435.4572","208.801"
"","","","","",""
"107+112","","107+112","1267701.3545","2613438.1337","208.834"
"","","","","",""
"107+115","","107+115","1267699.9994","2613440.8102","208.867"
"","","","","",""
"107+118","","107+118","1267698.6443","2613443.4867","208.900"
"","","","","",""
"107+121","","107+121","1267697.2892","2613446.1632","208.933"
"","","","","",""
"107+124","","107+124","1267695.9341","2613448.8397","208.966"
"","","","","",""
"107+127","","107+127","1267694.5789","2613451.5162","208.999"
"","","","","",""
"107+130","","107+130","1267693.2238","2613454.1927","209.032"
"","","","","",""
"107+133","","107+133","1267691.8687","2613456.8692","209.065"
"","","","","",""
"107+136","","107+136","1267690.5136","2613459.5457","209.098"
"","","","","",""
"107+139","","107+139","1267689.1585","2613462.2222","209.131"
"","","","","",""
"107+142","","107+142","1267687.8033","2613464.8987","209.164"
"","","","","",""
"107+145","","107+145","1267686.4482","2613467.5752","209.197"
"","","","","",""
"107+148","","107+148","1267685.0931","2613470.2517","209.230"
"","","","","",""
"107+151","","107+151","1267683.7380","2613472.9282","209.263"
"","","","","",""
"107+154","","107+154","1267682.3829","2613475.6047","209.296"
"","","","","",""
"107+157","","107+157","1267681.0277","2613478.2812","209.329"
"","","","","",""
"107+160","","107+160","1267679.6726","2613480.9577","209.362"
"","","","","",""
"107+163","","107+163","1267678.3175","2613483.6342","209.395"
"","","","","",""
"107+166","","107+166","1267676.9624","2613486.3107","209.428"
"","","","","",""
"107+169","","107+169","1267675.6073","2613488.9872","209.461"
"","","","","",""
"107+172","","107+172","1267674.2521","2613491.6637","209.494"
"","","","","",""
"107+175","","107+175","1267672.8970","2613494.3402","209.527"
"","","","","",""
"107+178","","107+178","1267671.5419","2613497.0167","209.560"
"","","","","",""
"107+181","","107+181","1267670.1868","2613499.6932","209.593"
"","","","","",""
"107+184","","107+184","1267668.8317","2613502.3697","209.626"
"","","","","",""
"107+187","","107+187","1267667.4766","2613505.0462","209.659"
"","","","","",""
"107+190","","107+190","1267666.1214","2613507.7227","209.692"
"","","","","",""
"107+193","","107+193","1267664.7663","2613510.3992","209.725"
"","","","","",""
"107+196","","107+196","1267663.4112","2613513.0757","209.758"
"","","","","",""
"107+199","","107+199","1267662.0561","2613515.7522","209.791"
"","","","","",""
"107+202","","107+202","1267660.7010","2613518.4287","209.824"
"","","","","",""
"107+205","","107+205","1267659.3458","2613521.1052","209.857"
"","","","","",""
"107+208","","107+208","1267657.9907","2613523.7817","209.890"
"","","","","",""
"107+211","","107+211","1267656.6356","2613526.4582","209.923"
"","","","","",""
"107+214","","107+214","1267655.2805","2613529.1347","209.956"
"","","","","",""
"107+217","","107+217","1267653.9254","2613531.8112","209.989"
"","","","","",""
"107+220","","107+220","1267652.5702","2613534.4877","210.022"
"","","","","",""
"107+223","","107+223","1267651.2151","2613537.1642","210.055"
"","","","","",""
"107+226","","107+226","1267649.8600","2613539.8407","210.088"
"","","","","",""
"107+229","","107+229","1267648.5049","2613542.5172","210.121"
"","","","","",""
"107+232","","107+232","1267647.1498","2613545.1937","210.154"
"","","","","",""
"107+235","","107+235","1267645.7946","2613547.8702","210.187"
"","","","","",""
"107+238","","107+238","1267644.4395","2613550.5467","210.220"
"","","","","",""
"107+241","","107+241","1267643.0844","2613553.2232","210.253"
"","","","","",""
"107+244","","107+244","1267641.7293","2613555.8997","210.286"
"","","","","",""
"107+247","","107+247","1267640.3742","2613558.5762","210.319"
"","","","","",""
"107+250","","107+250","1267639.0191","2613561.2527","210.352"
"","","","","",""
"107+253","","107+253","1267637.6639","2613563.9292","210.385"
"","","","","",""
"107+256","","107+256","1267636.3088","2613566.6057","210.418"
"","","","","",""
"107+259","","107+259","1267634.9537","2613569.2822","210.451"
"","","","","",""
"107+262","","107+262","1267633.5986","2613571.9587","210.484"
"","","","","",""
"107+265","","107+265","1267632.2435","2613574.6352","210.517"
"","","","","",""
"107+268","","107+268","1267630.8883","2613577.3117","210.550"
"","","","","",""
"107+271","","107+271","1267629.5332","2613579.9882","210.583"
"","","","","",""
"107+274","","107+274","1267628.1781","2613582.6647","210.616"
"","","","","",""
"107+277","","107+277","1267626.8230","2613585.3412","210.649"
"","","","","",""
