"Point","Type","Station","Northing","Easting","Elevation"
"105+123","","105+123","1268859.7689","2611968.6961","216.094"
"","","","","",""
"105+126","","105+126","1268859.7528","2611971.6960","216.079"
"","","","","",""
"105+129","","105+129","1268859.7366","2611974.6960","216.064"
"","","","","",""
"105+132","","105+132","1268859.7205","2611977.6960","216.049"
"","","","","",""
"105+135","","105+135","1268859.7043","2611980.6959","216.034"
"","","","","",""
"105+138","","105+138","1268859.6882","2611983.6959","216.019"
"","","","","",""
"105+141","","105+141","1268859.6720","2611986.6958","216.004"
"","","","","",""
"105+144","","105+144","1268859.6558","2611989.6958","215.989"
"","","","","",""
"105+147","","105+147","1268859.6397","2611992.6957","215.974"
"","","","","",""
"105+150","","105+150","1268859.6235","2611995.6957","215.959"
"","","","","",""
"105+153","","105+153","1268859.6074","2611998.6957","215.944"
"","","","","",""
"105+156","","105+156","1268859.5912","2612001.6956","215.929"
"","","","","",""
"105+159","","105+159","1268859.5751","2612004.6956","215.914"
"","","","","",""
"105+162","","105+162","1268859.5589","2612007.6955","215.899"
"","","","","",""
"105+165","","105+165","1268859.5428","2612010.6955","215.884"
"","","","","",""
"105+168","","105+168","1268859.5266","2612013.6954","215.869"
"","","","","",""
"105+171","","105+171","1268859.5105","2612016.6954","215.854"
"","","","","",""
"105+174","","105+174","1268859.4943","2612019.6953","215.839"
"","","","","",""
"105+177","","105+177","1268859.4781","2612022.6953","215.824"
"","","","","",""
"105+180","","105+180","1268859.4620","2612025.6953","215.809"
"","","","","",""
"105+183","","105+183","1268859.4458","2612028.6952","215.794"
"","","","","",""
"105+186","","105+186","1268859.4297","2612031.6952","215.779"
"","","","","",""
"105+189","","105+189","1268859.4135","2612034.6951","215.764"
"","","","","",""
"105+192","","105+192","1268859.3974","2612037.6951","215.749"
"","","","","",""
"105+195","","105+195","1268859.3812","2612040.6950","215.734"
"","","","","",""
"105+198","","105+198","1268859.3651","2612043.6950","215.719"
"","","","","",""
"105+201","","105+201","1268859.3489","2612046.6950","215.704"
"","","","","",""
"105+204","","105+204","1268859.3327","2612049.6949","215.689"
"","","","","",""
"105+207","","105+207","1268859.3166","2612052.6949","215.674"
"","","","","",""
"105+210","","105+210","1268859.3004","2612055.6948","215.659"
"","","","","",""
"105+213","","105+213","1268859.2843","2612058.6948","215.644"
"","","","","",""
"105+216","","105+216","1268859.2681","2612061.6947","215.629"
"","","","","",""
"105+219","","105+219","1268859.2520","2612064.6947","215.614"
"","","","","",""
"105+222","","105+222","1268859.2358","2612067.6946","215.599"
"","","","","",""
"105+225","","105+225","1268859.2197","2612070.6946","215.584"
"","","","","",""
"105+228","","105+228","1268859.2035","2612073.6946","215.569"
"","","","","",""
"105+231","","105+231","1268859.1874","2612076.6945","215.554"
"","","","","",""
"105+234","","105+234","1268859.1712","2612079.6945","215.539"
"","","","","",""
"105+237","","105+237","1268859.1550","2612082.6944","215.524"
"","","","","",""
"105+240","","105+240","1268859.1389","2612085.6944","215.509"
"","","","","",""
"105+243","","105+243","1268859.1227","2612088.6943","215.494"
"","","","","",""
"105+246","","105+246","1268859.1066","2612091.6943","215.479"
"","","","","",""
"105+249","","105+249","1268859.0904","2612094.6943","215.464"
"","","","","",""
"105+252","","105+252","1268859.0743","2612097.6942","215.449"
"","","","","",""
"105+255","","105+255","1268859.0581","2612100.6942","215.434"
"","","","","",""
"105+258","","105+258","1268859.0420","2612103.6941","215.419"
"","","","","",""
"105+261","","105+261","1268859.0258","2612106.6941","215.404"
"","","","","",""
"105+264","","105+264","1268859.0097","2612109.6940","215.389"
"","","","","",""
"105+267","","105+267","1268858.9935","2612112.6940","215.374"
"","","","","",""
"105+270","","105+270","1268858.9773","2612115.6940","215.359"
"","","","","",""
"105+273","","105+273","1268858.9612","2612118.6939","215.344"
"","","","","",""
"105+276","","105+276","1268858.9450","2612121.6939","215.329"
"","","","","",""
"105+279","","105+279","1268858.9289","2612124.6938","215.314"
"","","","","",""
"105+282","","105+282","1268858.9127","2612127.6938","215.299"
"","","","","",""
"105+285","","105+285","1268858.8966","2612130.6937","215.284"
"","","","","",""
"105+288","","105+288","1268858.8804","2612133.6937","215.269"
"","","","","",""
"105+291","","105+291","1268858.8643","2612136.6936","215.254"
"","","","","",""
"105+294","","105+294","1268858.8481","2612139.6936","215.239"
"","","","","",""
"W213","TS","105+296.248","1268858.8360","2612141.9420","215.228"
"","","","","",""
"105+297","SP","105+297","1268858.8319","2612142.6936","215.224"
"","","","","",""
"105+300","SP","105+300","1268858.8153","2612145.6935","215.209"
"","","","","",""
"105+303","SP","105+303","1268858.7977","2612148.6935","215.194"
"","","","","",""
"105+306","SP","105+306","1268858.7782","2612151.6934","215.179"
"","","","","",""
"105+309","SP","105+309","1268858.7559","2612154.6933","215.164"
"","","","","",""
"105+312","SP","105+312","1268858.7301","2612157.6932","215.149"
"","","","","",""
"105+315","SP","105+315","1268858.6999","2612160.6931","215.134"
"","","","","",""
"105+318","SP","105+318","1268858.6645","2612163.6928","215.119"
"","","","","",""
"105+321","SP","105+321","1268858.6230","2612166.6926","215.104"
"","","","","",""
"105+324","SP","105+324","1268858.5747","2612169.6922","215.089"
"","","","","",""
"105+327","SP","105+327","1268858.5185","2612172.6916","215.074"
"","","","","",""
"105+330","SP","105+330","1268858.4538","2612175.6909","215.059"
"","","","","",""
"105+333","SP","105+333","1268858.3797","2612178.6900","215.044"
"","","","","",""
"105+336","SP","105+336","1268858.2954","2612181.6888","215.029"
"","","","","",""
"105+339","SP","105+339","1268858.1999","2612184.6873","215.014"
"","","","","",""
"105+342","SP","105+342","1268858.0926","2612187.6854","214.999"
"","","","","",""
"105+345","SP","105+345","1268857.9724","2612190.6830","214.984"
"","","","","",""
"105+348","SP","105+348","1268857.8387","2612193.6800","214.969"
"","","","","",""
"105+351","SP","105+351","1268857.6906","2612196.6763","214.954"
"","","","","",""
"105+354","SP","105+354","1268857.5273","2612199.6719","214.939"
"","","","","",""
"105+357","SP","105+357","1268857.3478","2612202.6665","214.924"
"","","","","",""
"105+360","SP","105+360","1268857.1515","2612205.6601","214.909"
"","","","","",""
"105+363","SP","105+363","1268856.9373","2612208.6524","214.894"
"","","","","",""
"W214","SC","105+364.183","1268856.8480","2612209.8300","214.888"
"","","","","",""
"105+366","PC","105+366","1268856.7006","2612211.6406","214.879"
"","","","","",""
"105+369","PC","105+369","1268856.4419","2612214.6294","214.864"
"","","","","",""
"105+372","PC","105+372","1268856.1644","2612217.6165","214.849"
"","","","","",""
"105+375","PC","105+375","1268855.8680","2612220.6019","214.834"
"","","","","",""
"105+378","PC","105+378","1268855.5528","2612223.5852","214.819"
"","","","","",""
"105+381","PC","105+381","1268855.2187","2612226.5666","214.804"
"","","","","",""
"105+384","PC","105+384","1268854.8658","2612229.5457","214.789"
"","","","","",""
"105+387","PC","105+387","1268854.4941","2612232.5226","214.774"
"","","","","",""
"105+390","PC","105+390","1268854.1036","2612235.4971","214.759"
"","","","","",""
"105+393","PC","105+393","1268853.6944","2612238.4690","214.744"
"","","","","",""
"105+396","PC","105+396","1268853.2663","2612241.4383","214.729"
"","","","","",""
"105+399","PC","105+399","1268852.8195","2612244.4049","214.714"
"","","","","",""
"105+402","PC","105+402","1268852.3540","2612247.3685","214.699"
"","","","","",""
"105+405","PC","105+405","1268851.8698","2612250.3292","214.684"
"","","","","",""
"105+408","PC","105+408","1268851.3669","2612253.2867","214.669"
"","","","","",""
"105+411","PC","105+411","1268850.8454","2612256.2411","214.654"
"","","","","",""
"105+414","PC","105+414","1268850.3051","2612259.1920","214.639"
"","","","","",""
"105+417","PC","105+417","1268849.7463","2612262.1395","214.624"
"","","","","",""
"105+420","PC","105+420","1268849.1688","2612265.0834","214.609"
"","","","","",""
"105+423","PC","105+423","1268848.5728","2612268.0236","214.594"
"","","","","",""
"105+426","PC","105+426","1268847.9582","2612270.9599","214.579"
"","","","","",""
"105+429","PC","105+429","1268847.3251","2612273.8924","214.564"
"","","","","",""
"105+432","PC","105+432","1268846.6735","2612276.8207","214.549"
"","","","","",""
"105+435","PC","105+435","1268846.0034","2612279.7449","214.534"
"","","","","",""
"105+438","PC","105+438","1268845.3148","2612282.6648","214.519"
"","","","","",""
"105+441","PC","105+441","1268844.6078","2612285.5803","214.504"
"","","","","",""
"105+444","PC","105+444","1268843.8824","2612288.4913","214.489"
"","","","","",""
"105+447","PC","105+447","1268843.1386","2612291.3977","214.474"
"","","","","",""
"105+450","PC","105+450","1268842.3765","2612294.2992","214.459"
"","","","","",""
"105+453","PC","105+453","1268841.5961","2612297.1959","214.444"
"","","","","",""
"105+456","PC","105+456","1268840.7974","2612300.0877","214.429"
"","","","","",""
"105+459","PC","105+459","1268839.9805","2612302.9743","214.414"
"","","","","",""
"105+462","PC","105+462","1268839.1453","2612305.8557","214.399"
"","","","","",""
"105+465","PC","105+465","1268838.2920","2612308.7318","214.384"
"","","","","",""
"105+468","PC","105+468","1268837.4205","2612311.6024","214.369"
"","","","","",""
"105+471","PC","105+471","1268836.5309","2612314.4674","214.354"
"","","","","",""
"105+474","PC","105+474","1268835.6232","2612317.3268","214.339"
"","","","","",""
"105+477","PC","105+477","1268834.6975","2612320.1804","214.324"
"","","","","",""
"105+480","PC","105+480","1268833.7538","2612323.0281","214.309"
"","","","","",""
"105+483","PC","105+483","1268832.7921","2612325.8698","214.294"
"","","","","",""
"105+486","PC","105+486","1268831.8125","2612328.7053","214.279"
"","","","","",""
"105+489","PC","105+489","1268830.8150","2612331.5346","214.264"
"","","","","",""
"105+492","PC","105+492","1268829.7996","2612334.3576","214.249"
"","","","","",""
"105+495","PC","105+495","1268828.7664","2612337.1741","214.234"
"","","","","",""
"105+498","PC","105+498","1268827.7155","2612339.9840","214.219"
"","","","","",""
"105+501","PC","105+501","1268826.6469","2612342.7872","214.204"
"","","","","",""
"105+504","PC","105+504","1268825.5605","2612345.5836","214.189"
"","","","","",""
"105+507","PC","105+507","1268824.4565","2612348.3730","214.174"
"","","","","",""
"105+510","PC","105+510","1268823.3350","2612351.1555","214.159"
"","","","","",""
"105+513","PC","105+513","1268822.1958","2612353.9308","214.144"
"","","","","",""
"105+516","PC","105+516","1268821.0392","2612356.6989","214.129"
"","","","","",""
"105+519","PC","105+519","1268819.8651","2612359.4596","214.114"
"","","","","",""
"105+522","PC","105+522","1268818.6736","2612362.2128","214.099"
"","","","","",""
"105+525","PC","105+525","1268817.4647","2612364.9585","214.084"
"","","","","",""
"105+528","PC","105+528","1268816.2386","2612367.6964","214.069"
"","","","","",""
"105+531","PC","105+531","1268814.9951","2612370.4266","214.054"
"","","","","",""
"105+534","PC","105+534","1268813.7344","2612373.1488","214.039"
"","","","","",""
"105+537","PC","105+537","1268812.4566","2612375.8631","214.024"
"","","","","",""
"105+540","PC","105+540","1268811.1616","2612378.5692","214.009"
"","","","","",""
"105+543","PC","105+543","1268809.8496","2612381.2671","213.994"
"","","","","",""
"105+546","PC","105+546","1268808.5206","2612383.9566","213.979"
"","","","","",""
"105+549","PC","105+549","1268807.1746","2612386.6377","213.964"
"","","","","",""
"105+552","PC","105+552","1268805.8117","2612389.3103","213.949"
"","","","","",""
"105+555","PC","105+555","1268804.4319","2612391.9741","213.934"
"","","","","",""
"105+558","PC","105+558","1268803.0354","2612394.6292","213.919"
"","","","","",""
"105+561","PC","105+561","1268801.6221","2612397.2755","213.904"
"","","","","",""
"105+564","PC","105+564","1268800.1921","2612399.9127","213.889"
"","","","","",""
"105+567","PC","105+567","1268798.7455","2612402.5409","213.874"
"","","","","",""
"105+570","PC","105+570","1268797.2823","2612405.1599","213.859"
"","","","","",""
"105+573","PC","105+573","1268795.8027","2612407.7696","213.844"
"","","","","",""
"105+576","PC","105+576","1268794.3065","2612410.3699","213.829"
"","","","","",""
"105+579","PC","105+579","1268792.7940","2612412.9607","213.814"
"","","","","",""
"105+582","PC","105+582","1268791.2651","2612415.5419","213.799"
"","","","","",""
"105+585","PC","105+585","1268789.7200","2612418.1134","213.784"
"","","","","",""
"105+588","PC","105+588","1268788.1586","2612420.6750","213.769"
"","","","","",""
"105+591","PC","105+591","1268786.5812","2612423.2268","213.754"
"","","","","",""
"105+594","PC","105+594","1268784.9876","2612425.7686","213.739"
"","","","","",""
"105+597","PC","105+597","1268783.3780","2612428.3002","213.724"
"","","","","",""
"105+600","PC","105+600","1268781.7524","2612430.8216","213.709"
"","","","","",""
"105+603","PC","105+603","1268780.1110","2612433.3327","213.694"
"","","","","",""
"105+606","PC","105+606","1268778.4537","2612435.8334","213.679"
"","","","","",""
"W215","CS","105+607.651","1268777.5350","2612437.2050","213.671"
"","","","","",""
"105+609","SP","105+609","1268776.7614","2612438.3424","213.664"
"","","","","",""
"105+612","SP","105+612","1268775.0661","2612440.8175","213.649"
"","","","","",""
"105+615","SP","105+615","1268773.3557","2612443.2821","213.634"
"","","","","",""
"105+618","SP","105+618","1268771.6303","2612445.7363","213.619"
"","","","","",""
"105+621","SP","105+621","1268769.8903","2612448.1802","213.604"
"","","","","",""
"105+624","SP","105+624","1268768.1360","2612450.6138","213.589"
"","","","","",""
"105+627","SP","105+627","1268766.3677","2612453.0372","213.574"
"","","","","",""
"105+630","SP","105+630","1268764.5857","2612455.4506","213.559"
"","","","","",""
"105+633","SP","105+633","1268762.7902","2612457.8540","213.544"
"","","","","",""
"105+636","SP","105+636","1268760.9817","2612460.2476","213.529"
"","","","","",""
"105+639","SP","105+639","1268759.1604","2612462.6314","213.514"
"","","","","",""
"105+642","SP","105+642","1268757.3265","2612465.0056","213.499"
"","","","","",""
"105+645","SP","105+645","1268755.4804","2612467.3703","213.484"
"","","","","",""
"105+648","SP","105+648","1268753.6223","2612469.7257","213.469"
"","","","","",""
"105+651","SP","105+651","1268751.7526","2612472.0718","213.454"
"","","","","",""
"105+654","SP","105+654","1268749.8715","2612474.4087","213.439"
"","","","","",""
"105+657","SP","105+657","1268747.9793","2612476.7367","213.424"
"","","","","",""
"105+660","SP","105+660","1268746.0763","2612479.0559","213.409"
"","","","","",""
"105+663","SP","105+663","1268744.1627","2612481.3664","213.394"
"","","","","",""
"105+666","SP","105+666","1268742.2389","2612483.6683","213.379"
"","","","","",""
"105+669","SP","105+669","1268740.3050","2612485.9618","213.364"
"","","","","",""
"105+672","SP","105+672","1268738.3614","2612488.2470","213.349"
"","","","","",""
"105+675","SP","105+675","1268736.4083","2612490.5241","213.334"
"","","","","",""
"105+678","SP","105+678","1268734.4460","2612492.7934","213.319"
"","","","","",""
"105+681","SP","105+681","1268732.4747","2612495.0548","213.304"
"","","","","",""
"105+684","SP","105+684","1268730.4300","2612497.3820","213.289"
"","","","","",""
"W216","SC","105+684.098","1268730.4300","2612497.3820","213.289"
"","","","","",""
"105+687","PC","105+687","1268728.5459","2612499.5894","213.274"
"","","","","",""
"105+690","PC","105+690","1268726.5898","2612501.8640","213.259"
"","","","","",""
"105+693","PC","105+693","1268724.6253","2612504.1313","213.244"
"","","","","",""
"105+696","PC","105+696","1268722.6522","2612506.3911","213.229"
"","","","","",""
"105+699","PC","105+699","1268720.6707","2612508.6436","213.214"
"","","","","",""
"105+702","PC","105+702","1268718.6808","2612510.8886","213.199"
"","","","","",""
"105+705","PC","105+705","1268716.6824","2612513.1262","213.184"
"","","","","",""
"105+708","PC","105+708","1268714.6757","2612515.3562","213.169"
"","","","","",""
"105+711","PC","105+711","1268712.6606","2612517.5787","213.154"
"","","","","",""
"105+714","PC","105+714","1268710.6372","2612519.7936","213.139"
"","","","","",""
"105+717","PC","105+717","1268708.6056","2612522.0009","213.124"
"","","","","",""
"105+720","PC","105+720","1268706.5656","2612524.2006","213.109"
"","","","","",""
"105+723","PC","105+723","1268704.5174","2612526.3926","213.094"
"","","","","",""
"105+726","PC","105+726","1268702.4610","2612528.5770","213.079"
"","","","","",""
"105+729","PC","105+729","1268700.3965","2612530.7536","213.064"
"","","","","",""
"105+732","PC","105+732","1268698.3238","2612532.9224","213.049"
"","","","","",""
"105+735","PC","105+735","1268696.2429","2612535.0834","213.034"
"","","","","",""
"105+738","PC","105+738","1268694.1540","2612537.2367","213.019"
"","","","","",""
"105+741","PC","105+741","1268692.0570","2612539.3821","213.004"
"","","","","",""
"105+744","PC","105+744","1268689.9520","2612541.5196","212.989"
"","","","","",""
"105+747","PC","105+747","1268687.8390","2612543.6492","212.974"
"","","","","",""
"105+750","PC","105+750","1268685.7180","2612545.7708","212.959"
"","","","","",""
"105+753","PC","105+753","1268683.5891","2612547.8845","212.944"
"","","","","",""
"105+756","PC","105+756","1268681.4523","2612549.9902","212.929"
"","","","","",""
"105+759","PC","105+759","1268679.3076","2612552.0878","212.914"
"","","","","",""
"105+762","PC","105+762","1268677.1550","2612554.1774","212.899"
"","","","","",""
"105+765","PC","105+765","1268674.9946","2612556.2590","212.884"
"","","","","",""
"105+768","PC","105+768","1268672.8264","2612558.3324","212.869"
"","","","","",""
"105+771","PC","105+771","1268670.6505","2612560.3976","212.854"
"","","","","",""
"105+774","PC","105+774","1268668.4668","2612562.4547","212.839"
"","","","","",""
"105+777","PC","105+777","1268666.2755","2612564.5036","212.824"
"","","","","",""
"105+780","PC","105+780","1268664.0764","2612566.5442","212.809"
"","","","","",""
"105+783","PC","105+783","1268661.8697","2612568.5766","212.794"
"","","","","",""
"105+786","PC","105+786","1268659.6555","2612570.6007","212.779"
"","","","","",""
"105+789","PC","105+789","1268657.4336","2612572.6165","212.764"
"","","","","",""
"105+792","PC","105+792","1268655.2042","2612574.6239","212.749"
"","","","","",""
"105+795","PC","105+795","1268652.9673","2612576.6230","212.734"
"","","","","",""
"105+798","PC","105+798","1268650.7229","2612578.6136","212.719"
"","","","","",""
"105+801","PC","105+801","1268648.4711","2612580.5959","212.704"
"","","","","",""
"105+804","PC","105+804","1268646.2118","2612582.5696","212.689"
"","","","","",""
"105+807","PC","105+807","1268643.9452","2612584.5349","212.674"
"","","","","",""
"105+810","PC","105+810","1268641.6712","2612586.4917","212.659"
"","","","","",""
"105+813","PC","105+813","1268639.3899","2612588.4399","212.644"
"","","","","",""
"105+816","PC","105+816","1268637.1013","2612590.3796","212.629"
"","","","","",""
"105+819","PC","105+819","1268634.8054","2612592.3106","212.614"
"","","","","",""
"105+822","PC","105+822","1268632.5023","2612594.2331","212.599"
"","","","","",""
"105+825","PC","105+825","1268630.1920","2612596.1468","212.584"
"","","","","",""
"105+828","PC","105+828","1268627.8746","2612598.0520","212.569"
"","","","","",""
"105+831","PC","105+831","1268625.5500","2612599.9484","212.554"
"","","","","",""
"105+834","PC","105+834","1268623.2184","2612601.8360","212.539"
"","","","","",""
"105+837","PC","105+837","1268620.8796","2612603.7150","212.524"
"","","","","",""
"105+840","PC","105+840","1268618.5339","2612605.5851","212.509"
"","","","","",""
"105+843","PC","105+843","1268616.1811","2612607.4464","212.494"
"","","","","",""
"105+846","PC","105+846","1268613.8214","2612609.2989","212.479"
"","","","","",""
"105+849","PC","105+849","1268611.4547","2612611.1425","212.464"
"","","","","",""
"105+852","PC","105+852","1268609.0812","2612612.9773","212.449"
"","","","","",""
"105+855","PC","105+855","1268606.7008","2612614.8031","212.434"
"","","","","",""
"105+858","PC","105+858","1268604.3136","2612616.6200","212.419"
"","","","","",""
"105+861","PC","105+861","1268601.9195","2612618.4279","212.404"
"","","","","",""
"105+864","PC","105+864","1268599.5187","2612620.2269","212.389"
"","","","","",""
"105+867","PC","105+867","1268597.1112","2612622.0168","212.374"
"","","","","",""
"105+870","PC","105+870","1268594.6970","2612623.7976","212.359"
"","","","","",""
"105+873","PC","105+873","1268592.2761","2612625.5695","212.344"
"","","","","",""
"105+876","PC","105+876","1268589.8486","2612627.3322","212.329"
"","","","","",""
"105+879","PC","105+879","1268587.4145","2612629.0858","212.314"
"","","","","",""
"105+882","PC","105+882","1268584.9738","2612630.8302","212.299"
"","","","","",""
"105+885","PC","105+885","1268582.5266","2612632.5655","212.284"
"","","","","",""
"105+888","PC","105+888","1268580.0730","2612634.2917","212.269"
"","","","","",""
"W117","CS","105+889.629","1268578.7380","2612635.2250","212.261"
"","","","","",""
"105+891","SP","105+891","1268577.5979","2612635.9871","212.254"
"","","","","",""
"105+894","SP","105+894","1268575.0993","2612637.6476","212.239"
"","","","","",""
"105+897","SP","105+897","1268572.5948","2612639.2991","212.224"
"","","","","",""
"105+900","SP","105+900","1268570.0845","2612640.9419","212.209"
"","","","","",""
"105+903","SP","105+903","1268567.5687","2612642.5760","212.194"
"","","","","",""
"105+906","SP","105+906","1268565.0475","2612644.2018","212.179"
"","","","","",""
"105+909","SP","105+909","1268562.5210","2612645.8196","212.164"
"","","","","",""
"105+912","SP","105+912","1268559.9896","2612647.4295","212.149"
"","","","","",""
"105+915","SP","105+915","1268557.4533","2612649.0318","212.134"
"","","","","",""
"105+918","SP","105+918","1268554.9124","2612650.6267","212.119"
"","","","","",""
"105+921","SP","105+921","1268552.3670","2612652.2145","212.104"
"","","","","",""
"105+924","SP","105+924","1268549.8173","2612653.7953","212.089"
"","","","","",""
"105+927","SP","105+927","1268547.2636","2612655.3696","212.074"
"","","","","",""
"105+930","SP","105+930","1268544.7059","2612656.9374","212.059"
"","","","","",""
"105+933","SP","105+933","1268542.1444","2612658.4991","212.044"
"","","","","",""
"105+936","SP","105+936","1268539.5793","2612660.0549","212.029"
"","","","","",""
"105+939","SP","105+939","1268537.0108","2612661.6050","212.014"
"","","","","",""
"105+942","SP","105+942","1268534.4391","2612663.1498","211.999"
"","","","","",""
"105+945","SP","105+945","1268531.8643","2612664.6893","211.984"
"","","","","",""
"105+948","SP","105+948","1268529.2865","2612666.2240","211.969"
"","","","","",""
"105+951","SP","105+951","1268526.7060","2612667.7540","211.954"
"","","","","",""
"105+954","SP","105+954","1268524.1229","2612669.2796","211.939"
"","","","","",""
"105+957","SP","105+957","1268521.5373","2612670.8010","211.924"
"","","","","",""
"105+960","SP","105+960","1268518.9494","2612672.3186","211.909"
"","","","","",""
"105+963","SP","105+963","1268516.3595","2612673.8325","211.894"
"","","","","",""
"105+966","SP","105+966","1268513.7675","2612675.3431","211.879"
"","","","","",""
"105+969","SP","105+969","1268511.1737","2612676.8505","211.864"
"","","","","",""
"105+972","SP","105+972","1268508.5783","2612678.3550","211.849"
"","","","","",""
"105+975","SP","105+975","1268505.9813","2612679.8570","211.834"
"","","","","",""
"105+978","SP","105+978","1268503.3830","2612681.3566","211.819"
"","","","","",""
"105+981","SP","105+981","1268500.7835","2612682.8541","211.804"
"","","","","",""
"105+984","SP","105+984","1268498.1830","2612684.3498","211.789"
"","","","","",""
"105+987","SP","105+987","1268495.5815","2612685.8439","211.774"
"","","","","",""
"105+990","SP","105+990","1268492.9793","2612687.3367","211.759"
"","","","","",""
"105+993","SP","105+993","1268490.3765","2612688.8285","211.744"
"","","","","",""
"105+996","SP","105+996","1268487.7732","2612690.3194","211.729"
"","","","","",""
"105+999","SP","105+999","1268485.1696","2612691.8098","211.714"
"","","","","",""
"106+002","SP","106+002","1268482.5659","2612693.3000","211.699"
"","","","","",""
"W118","ST","106+002.129","1268482.4540","2612693.3640","211.699"
"","","","","",""
"106+005","","106+005","1268479.9621","2612694.7901","211.684"
"","","","","",""
"106+008","","106+008","1268477.3583","2612696.2802","211.669"
"","","","","",""
"106+011","","106+011","1268474.7545","2612697.7703","211.654"
"","","","","",""
"106+014","","106+014","1268472.1508","2612699.2604","211.639"
"","","","","",""
"106+017","","106+017","1268469.5470","2612700.7504","211.624"
"","","","","",""
"106+020","","106+020","1268466.9432","2612702.2405","211.609"
"","","","","",""
"106+023","","106+023","1268464.3395","2612703.7306","211.594"
"","","","","",""
"106+026","","106+026","1268461.7357","2612705.2207","211.579"
"","","","","",""
"106+029","","106+029","1268459.1319","2612706.7108","211.564"
"","","","","",""
"106+032","","106+032","1268456.5281","2612708.2009","211.549"
"","","","","",""
"106+035","","106+035","1268453.9244","2612709.6910","211.534"
"","","","","",""
"106+038","","106+038","1268451.3206","2612711.1811","211.519"
"","","","","",""
"106+041","","106+041","1268448.7168","2612712.6712","211.504"
"","","","","",""
"106+044","","106+044","1268446.1130","2612714.1613","211.489"
"","","","","",""
"106+047","","106+047","1268443.5093","2612715.6514","211.474"
"","","","","",""
"106+050","","106+050","1268440.9055","2612717.1415","211.459"
"","","","","",""
"106+053","","106+053","1268438.3017","2612718.6315","211.444"
"","","","","",""
"106+056","","106+056","1268435.6980","2612720.1216","211.429"
"","","","","",""
"106+059","","106+059","1268433.0942","2612721.6117","211.414"
"","","","","",""
"106+062","","106+062","1268430.4904","2612723.1018","211.399"
"","","","","",""
"106+065","","106+065","1268427.8866","2612724.5919","211.384"
"","","","","",""
"106+068","","106+068","1268425.2829","2612726.0820","211.369"
"","","","","",""
"106+071","","106+071","1268422.6791","2612727.5721","211.354"
"","","","","",""
"106+074","","106+074","1268420.0753","2612729.0622","211.339"
"","","","","",""
"106+077","","106+077","1268417.4716","2612730.5523","211.324"
"","","","","",""
"106+080","","106+080","1268414.8678","2612732.0424","211.309"
"","","","","",""
"106+083","","106+083","1268412.2640","2612733.5325","211.294"
"","","","","",""
"106+086","","106+086","1268409.6602","2612735.0226","211.279"
"","","","","",""
"106+089","","106+089","1268407.0565","2612736.5126","211.264"
"","","","","",""
"106+092","","106+092","1268404.4527","2612738.0027","211.249"
"","","","","",""
"106+095","","106+095","1268401.8489","2612739.4928","211.234"
"","","","","",""
"106+098","","106+098","1268399.2452","2612740.9829","211.219"
"","","","","",""
"106+101","","106+101","1268396.6414","2612742.4730","211.204"
"","","","","",""
"106+104","","106+104","1268394.0376","2612743.9631","211.189"
"","","","","",""
"106+107","","106+107","1268391.4338","2612745.4532","211.174"
"","","","","",""
"106+110","","106+110","1268388.8301","2612746.9433","211.159"
"","","","","",""
"106+113","","106+113","1268386.2263","2612748.4334","211.144"
"","","","","",""
"106+116","","106+116","1268383.6225","2612749.9235","211.129"
"","","","","",""
"106+119","","106+119","1268381.0188","2612751.4136","211.114"
"","","","","",""
"106+122","","106+122","1268378.4150","2612752.9037","211.099"
"","","","","",""
"106+125","","106+125","1268375.8112","2612754.3937","211.084"
"","","","","",""
"106+128","","106+128","1268373.2074","2612755.8838","211.069"
"","","","","",""
"106+131","","106+131","1268370.6037","2612757.3739","211.054"
"","","","","",""
"106+134","","106+134","1268367.9999","2612758.8640","211.039"
"","","","","",""
"106+137","","106+137","1268365.3961","2612760.3541","211.024"
"","","","","",""
"106+140","","106+140","1268362.7924","2612761.8442","211.009"
"","","","","",""
"106+143","","106+143","1268360.1886","2612763.3343","210.994"
"","","","","",""
"106+146","","106+146","1268357.5848","2612764.8244","210.979"
"","","","","",""
"106+149","","106+149","1268354.9810","2612766.3145","210.964"
"","","","","",""
"106+152","","106+152","1268352.3773","2612767.8046","210.949"
"","","","","",""
"106+155","","106+155","1268349.7735","2612769.2947","210.934"
"","","","","",""
"106+158","","106+158","1268347.1697","2612770.7847","210.919"
"","","","","",""
"106+161","","106+161","1268344.5660","2612772.2748","210.904"
"","","","","",""
"106+164","","106+164","1268341.9622","2612773.7649","210.889"
"","","","","",""
"106+167","","106+167","1268339.3584","2612775.2550","210.874"
"","","","","",""
"106+170","","106+170","1268336.7546","2612776.7451","210.859"
"","","","","",""
"106+173","","106+173","1268334.1509","2612778.2352","210.844"
"","","","","",""
"106+176","","106+176","1268331.5471","2612779.7253","210.829"
"","","","","",""
"106+179","","106+179","1268328.9433","2612781.2154","210.814"
"","","","","",""
"106+182","","106+182","1268326.3396","2612782.7055","210.799"
"","","","","",""
"106+185","","106+185","1268323.7358","2612784.1956","210.784"
"","","","","",""
"106+188","","106+188","1268321.1320","2612785.6857","210.769"
"","","","","",""
"106+191","","106+191","1268318.5282","2612787.1758","210.754"
"","","","","",""
"106+194","","106+194","1268315.9245","2612788.6658","210.739"
"","","","","",""
