,A. Point Coordinates x,B. Point Coordinates y,C. Normal Vector x,D. Normal Vector y,E. Settlement [mm],F. Tangentenneigung,G. DC_Beta,H. DC_Settlement,I. DamageClass,z_0
65,2612357.6245,1269153.7008,2612379.65543,1269141.88395,-0.0,0.0,DC1,DC1,DC1,0.2498
66,2612357.6245,1269153.7008,2612380.53667,1269141.41128,-0.0,0.0,DC1,DC1,DC1,0.2498
67,2612357.6245,1269153.7008,2612381.41791,1269140.9386,-0.0,0.0,DC1,DC1,DC1,0.2498
68,2612357.6245,1269153.7008,2612382.29915,1269140.46593,-0.0,0.0,DC1,DC1,DC1,0.2498
69,2612357.6245,1269153.7008,2612383.18038,1269139.99325,-0.0,0.0,DC1,DC1,DC1,0.2498
70,2612357.6245,1269153.7008,2612384.06162,1269139.52058,-0.0,0.0,DC1,DC1,DC1,0.2498
71,2612357.6245,1269153.7008,2612384.94286,1269139.04791,-0.0,0.0,DC1,DC1,DC1,0.2498
72,2612357.6245,1269153.7008,2612385.8241,1269138.57523,-0.0,0.0,DC1,DC1,DC1,0.2498
73,2612357.6245,1269153.7008,2612386.70533,1269138.10256,-0.0,0.0,DC1,DC1,DC1,0.2498
74,2612357.6245,1269153.7008,2612387.58657,1269137.62988,-0.0,0.0,DC1,DC1,DC1,0.2498
75,2612357.6245,1269153.7008,2612388.46781,1269137.15721,-0.0,0.0,DC1,DC1,DC1,0.2498
76,2612357.6245,1269153.7008,2612389.34905,1269136.68454,-0.0,0.0,DC1,DC1,DC1,0.2498
77,2612357.6245,1269153.7008,2612390.23028,1269136.21186,-0.0,0.0,DC1,DC1,DC1,0.2498
78,2612357.6245,1269153.7008,2612391.11152,1269135.73919,-0.0,0.0,DC1,DC1,DC1,0.2498
79,2612357.6245,1269153.7008,2612391.99276,1269135.26651,-0.0,0.0,DC1,DC1,DC1,0.2498
0,2612361.8786,1269145.7696,2612326.65188,1269164.71896,-0.0,0.0,DC1,DC1,DC1,1.5143
1,2612361.8786,1269145.7696,2612327.53255,1269164.24523,-0.0,0.0,DC1,DC1,DC1,1.5143
2,2612361.8786,1269145.7696,2612328.41322,1269163.77149,-0.0,0.0,DC1,DC1,DC1,1.5143
3,2612361.8786,1269145.7696,2612329.29389,1269163.29776,-0.0,0.0,DC1,DC1,DC1,1.5143
4,2612361.8786,1269145.7696,2612330.17455,1269162.82403,-0.0,0.0,DC1,DC1,DC1,1.5143
5,2612361.8786,1269145.7696,2612331.05522,1269162.35029,-3.45845952089e-320,-3.45845952089e-323,DC1,DC1,DC1,1.5143
6,2612361.8786,1269145.7696,2612331.93589,1269161.87656,-4.86362925553e-302,-4.86362925553e-305,DC1,DC1,DC1,1.5143
7,2612361.8786,1269145.7696,2612332.81656,1269161.40282,-2.04593116391e-284,-2.04593116391e-287,DC1,DC1,DC1,1.5143
8,2612361.8786,1269145.7696,2612333.69723,1269160.92909,-2.56291435646e-267,-2.56291435646e-270,DC1,DC1,DC1,1.5143
9,2612361.8786,1269145.7696,2612334.57789,1269160.45536,-9.56069999703e-251,-9.56069999703e-254,DC1,DC1,DC1,1.5143
10,2612361.8786,1269145.7696,2612335.45856,1269159.98162,-1.06208141285e-234,-1.06208141285e-237,DC1,DC1,DC1,1.5143
11,2612361.8786,1269145.7696,2612336.33923,1269159.50789,-3.51348777575e-219,-3.51348777575e-222,DC1,DC1,DC1,1.5143
12,2612361.8786,1269145.7696,2612337.2199,1269159.03415,-3.46123913913e-204,-3.46123913913e-207,DC1,DC1,DC1,1.5143
13,2612361.8786,1269145.7696,2612338.10056,1269158.56042,-1.01540029647e-189,-1.01540029647e-192,DC1,DC1,DC1,1.5143
14,2612361.8786,1269145.7696,2612338.98123,1269158.08668,-8.87065086598e-176,-8.87065086598e-179,DC1,DC1,DC1,1.5143
15,2612361.8786,1269145.7696,2612339.8619,1269157.61295,-2.30773644016e-162,-2.30773644016e-165,DC1,DC1,DC1,1.5143
16,2612361.8786,1269145.7696,2612340.74257,1269157.13922,-1.78784329414e-149,-1.78784329414e-152,DC1,DC1,DC1,1.5143
17,2612361.8786,1269145.7696,2612341.62324,1269156.66548,-4.12463205556e-137,-4.12463205556e-140,DC1,DC1,DC1,1.5143
18,2612361.8786,1269145.7696,2612342.5039,1269156.19175,-2.83369755993e-125,-2.83369755992e-128,DC1,DC1,DC1,1.5143
19,2612361.8786,1269145.7696,2612343.38457,1269155.71801,-5.79741380674e-114,-5.79741380671e-117,DC1,DC1,DC1,1.5143
20,2612361.8786,1269145.7696,2612344.26524,1269155.24428,-3.53205636481e-103,-3.53205636475e-106,DC1,DC1,DC1,1.5143
21,2612361.8786,1269145.7696,2612345.14591,1269154.77055,-6.40816183618e-93,-6.40816183583e-96,DC1,DC1,DC1,1.5143
22,2612361.8786,1269145.7696,2612346.02658,1269154.29681,-3.46219749367e-83,-3.46219749303e-86,DC1,DC1,DC1,1.5143
23,2612361.8786,1269145.7696,2612346.90724,1269153.82308,-5.57035309013e-74,-5.57035308666e-77,DC1,DC1,DC1,1.5143
24,2612361.8786,1269145.7696,2612347.78791,1269153.34934,-2.66886209e-65,-2.66886208443e-68,DC1,DC1,DC1,1.5143
25,2612361.8786,1269145.7696,2612348.66858,1269152.87561,-3.8078695457e-57,-3.80786951901e-60,DC1,DC1,DC1,1.5143
26,2612361.8786,1269145.7696,2612349.54925,1269152.40188,-1.61789566293e-49,-1.61789562485e-52,DC1,DC1,DC1,1.5143
27,2612361.8786,1269145.7696,2612350.42992,1269151.92814,-2.04706428346e-42,-2.04706412167e-45,DC1,DC1,DC1,1.5143
28,2612361.8786,1269145.7696,2612351.31058,1269151.45441,-7.71302913343e-36,-7.71302708637e-39,DC1,DC1,DC1,1.5143
29,2612361.8786,1269145.7696,2612352.19125,1269150.98067,-8.65428081956e-30,-8.65427310654e-33,DC1,DC1,DC1,1.5143
30,2612361.8786,1269145.7696,2612353.07192,1269150.50694,-2.89167523541e-24,-2.89166658113e-27,DC1,DC1,DC1,1.5143
31,2612361.8786,1269145.7696,2612353.95259,1269150.03321,-2.87726967651e-19,-2.87724075975e-22,DC1,DC1,DC1,1.5143
32,2612361.8786,1269145.7696,2612354.83326,1269149.55947,-8.52558409351e-15,-8.52529636654e-18,DC1,DC1,DC1,1.5143
33,2612361.8786,1269145.7696,2612355.71392,1269149.08574,-7.52281249108e-11,-7.52195993267e-14,DC1,DC1,DC1,1.5143
34,2612361.8786,1269145.7696,2612356.59459,1269148.612,-1.97673682203e-07,-1.97598454078e-10,DC1,DC1,DC1,1.5143
35,2612361.8786,1269145.7696,2612357.47526,1269148.13827,-0.000154678512958,-1.54480839276e-07,DC1,DC1,DC1,1.5143
36,2612361.8786,1269145.7696,2612358.35593,1269147.66454,-0.036043225165,-3.58885466521e-05,DC1,DC1,DC1,1.5143
37,2612361.8786,1269145.7696,2612359.2366,1269147.1908,-2.50109289425,-0.00246504966908,DC2,DC1,DC2,1.5143
38,2612361.8786,1269145.7696,2612360.11726,1269146.71707,-51.6830958801,-0.0491820029858,DC3,DC3,DC3,1.5143
39,2612361.8786,1269145.7696,2612360.99793,1269146.24333,-318.038531456,-0.266355435576,DC3,DC3,DC3,1.5143
40,2612361.8786,1269145.7696,2612361.8786,1269145.7696,-582.805281886,-0.26476675043,DC3,DC3,DC3,1.5143
41,2612361.8786,1269145.7696,2612362.75927,1269145.29587,-318.038531456,0.26476675043,DC3,DC3,DC3,1.5143
42,2612361.8786,1269145.7696,2612363.63994,1269144.82213,-51.6830958801,0.266355435576,DC3,DC3,DC3,1.5143
43,2612361.8786,1269145.7696,2612364.5206,1269144.3484,-2.50109289425,0.0491820029858,DC3,DC1,DC3,1.5143
44,2612361.8786,1269145.7696,2612365.40127,1269143.87466,-0.036043225165,0.00246504966908,DC2,DC1,DC2,1.5143
45,2612361.8786,1269145.7696,2612366.28194,1269143.40093,-0.000154678512958,3.58885466521e-05,DC1,DC1,DC1,1.5143
46,2612361.8786,1269145.7696,2612367.16261,1269142.9272,-1.97673682203e-07,1.54480839276e-07,DC1,DC1,DC1,1.5143
47,2612361.8786,1269145.7696,2612368.04328,1269142.45346,-7.52281249108e-11,1.97598454078e-10,DC1,DC1,DC1,1.5143
48,2612361.8786,1269145.7696,2612368.92394,1269141.97973,-8.52558409351e-15,7.52195993267e-14,DC1,DC1,DC1,1.5143
49,2612361.8786,1269145.7696,2612369.80461,1269141.50599,-2.87726967651e-19,8.52529636654e-18,DC1,DC1,DC1,1.5143
50,2612361.8786,1269145.7696,2612370.68528,1269141.03226,-2.89167523541e-24,2.87724075975e-22,DC1,DC1,DC1,1.5143
51,2612361.8786,1269145.7696,2612371.56595,1269140.55853,-8.65428081956e-30,2.89166658113e-27,DC1,DC1,DC1,1.5143
52,2612361.8786,1269145.7696,2612372.44662,1269140.08479,-7.71302913343e-36,8.65427310654e-33,DC1,DC1,DC1,1.5143
53,2612361.8786,1269145.7696,2612373.32728,1269139.61106,-2.04706428346e-42,7.71302708637e-39,DC1,DC1,DC1,1.5143
54,2612361.8786,1269145.7696,2612374.20795,1269139.13732,-1.61789566293e-49,2.04706412167e-45,DC1,DC1,DC1,1.5143
55,2612361.8786,1269145.7696,2612375.08862,1269138.66359,-3.8078695457e-57,1.61789562485e-52,DC1,DC1,DC1,1.5143
56,2612361.8786,1269145.7696,2612375.96929,1269138.18986,-2.66886209e-65,3.80786951901e-60,DC1,DC1,DC1,1.5143
57,2612361.8786,1269145.7696,2612376.84996,1269137.71612,-5.57035309013e-74,2.66886208443e-68,DC1,DC1,DC1,1.5143
58,2612361.8786,1269145.7696,2612377.73062,1269137.24239,-3.46219749367e-83,5.57035308666e-77,DC1,DC1,DC1,1.5143
59,2612361.8786,1269145.7696,2612378.61129,1269136.76865,-6.40816183618e-93,3.46219749303e-86,DC1,DC1,DC1,1.5143
60,2612361.8786,1269145.7696,2612379.49196,1269136.29492,-3.53205636481e-103,6.40816183583e-96,DC1,DC1,DC1,1.5143
61,2612361.8786,1269145.7696,2612380.37263,1269135.82119,-5.79741380674e-114,3.53205636475e-106,DC1,DC1,DC1,1.5143
62,2612361.8786,1269145.7696,2612381.2533,1269135.34745,-2.83369755993e-125,5.79741380671e-117,DC1,DC1,DC1,1.5143
63,2612361.8786,1269145.7696,2612382.13396,1269134.87372,-4.12463205556e-137,2.83369755992e-128,DC1,DC1,DC1,1.5143
64,2612361.8786,1269145.7696,2612383.01463,1269134.39998,-1.78784329414e-149,4.12463205556e-140,DC1,DC1,DC1,1.5143
65,2612361.8786,1269145.7696,2612383.8953,1269133.92625,-2.30773644016e-162,1.78784329414e-152,DC1,DC1,DC1,1.5143
66,2612361.8786,1269145.7696,2612384.77597,1269133.45252,-8.87065086598e-176,2.30773644016e-165,DC1,DC1,DC1,1.5143
67,2612361.8786,1269145.7696,2612385.65664,1269132.97878,-1.01540029647e-189,8.87065086598e-179,DC1,DC1,DC1,1.5143
68,2612361.8786,1269145.7696,2612386.5373,1269132.50505,-3.46123913913e-204,1.01540029647e-192,DC1,DC1,DC1,1.5143
69,2612361.8786,1269145.7696,2612387.41797,1269132.03131,-3.51348777575e-219,3.46123913913e-207,DC1,DC1,DC1,1.5143
70,2612361.8786,1269145.7696,2612388.29864,1269131.55758,-1.06208141285e-234,3.51348777575e-222,DC1,DC1,DC1,1.5143
71,2612361.8786,1269145.7696,2612389.17931,1269131.08384,-9.56069999703e-251,1.06208141285e-237,DC1,DC1,DC1,1.5143
72,2612361.8786,1269145.7696,2612390.05997,1269130.61011,-2.56291435646e-267,9.56069999703e-254,DC1,DC1,DC1,1.5143
73,2612361.8786,1269145.7696,2612390.94064,1269130.13638,-2.04593116391e-284,2.56291435646e-270,DC1,DC1,DC1,1.5143
74,2612361.8786,1269145.7696,2612391.82131,1269129.66264,-4.86362925553e-302,2.04593116391e-287,DC1,DC1,DC1,1.5143
75,2612361.8786,1269145.7696,2612392.70198,1269129.18891,-3.45845952089e-320,4.86362925553e-305,DC1,DC1,DC1,1.5143
76,2612361.8786,1269145.7696,2612393.58265,1269128.71517,-0.0,3.45845952089e-323,DC1,DC1,DC1,1.5143
77,2612361.8786,1269145.7696,2612394.46331,1269128.24144,-0.0,0.0,DC1,DC1,DC1,1.5143
78,2612361.8786,1269145.7696,2612395.34398,1269127.76771,-0.0,0.0,DC1,DC1,DC1,1.5143
79,2612361.8786,1269145.7696,2612396.22465,1269127.29397,-0.0,0.0,DC1,DC1,DC1,1.5143
0,2612363.2998,1269143.1276,2612328.08412,1269162.09748,-0.0,0.0,DC1,DC1,DC1,0.9479
1,2612363.2998,1269143.1276,2612328.96452,1269161.62323,-0.0,0.0,DC1,DC1,DC1,0.9479
2,2612363.2998,1269143.1276,2612329.84491,1269161.14898,-0.0,0.0,DC1,DC1,DC1,0.9479
3,2612363.2998,1269143.1276,2612330.7253,1269160.67474,-0.0,0.0,DC1,DC1,DC1,0.9479
4,2612363.2998,1269143.1276,2612331.60569,1269160.20049,-0.0,0.0,DC1,DC1,DC1,0.9479
5,2612363.2998,1269143.1276,2612332.48608,1269159.72624,-0.0,0.0,DC1,DC1,DC1,0.9479
6,2612363.2998,1269143.1276,2612333.36648,1269159.252,-0.0,0.0,DC1,DC1,DC1,0.9479
7,2612363.2998,1269143.1276,2612334.24687,1269158.77775,-0.0,0.0,DC1,DC1,DC1,0.9479
8,2612363.2998,1269143.1276,2612335.12726,1269158.3035,-0.0,0.0,DC1,DC1,DC1,0.9479
9,2612363.2998,1269143.1276,2612336.00765,1269157.82925,-0.0,0.0,DC1,DC1,DC1,0.9479
10,2612363.2998,1269143.1276,2612336.88804,1269157.35501,-0.0,0.0,DC1,DC1,DC1,0.9479
11,2612363.2998,1269143.1276,2612337.76844,1269156.88076,-0.0,0.0,DC1,DC1,DC1,0.9479
12,2612363.2998,1269143.1276,2612338.64883,1269156.40651,-0.0,0.0,DC1,DC1,DC1,0.9479
13,2612363.2998,1269143.1276,2612339.52922,1269155.93227,-0.0,0.0,DC1,DC1,DC1,0.9479
14,2612363.2998,1269143.1276,2612340.40961,1269155.45802,-0.0,0.0,DC1,DC1,DC1,0.9479
15,2612363.2998,1269143.1276,2612341.29,1269154.98377,-0.0,0.0,DC1,DC1,DC1,0.9479
16,2612363.2998,1269143.1276,2612342.17039,1269154.50953,-0.0,0.0,DC1,DC1,DC1,0.9479
17,2612363.2998,1269143.1276,2612343.05079,1269154.03528,-0.0,0.0,DC1,DC1,DC1,0.9479
18,2612363.2998,1269143.1276,2612343.93118,1269153.56103,-0.0,0.0,DC1,DC1,DC1,0.9479
19,2612363.2998,1269143.1276,2612344.81157,1269153.08679,-8.29418208895e-294,-8.29418208895e-297,DC1,DC1,DC1,0.9479
20,2612363.2998,1269143.1276,2612345.69196,1269152.61254,-2.7715007359e-266,-2.7715007359e-269,DC1,DC1,DC1,0.9479
21,2612363.2998,1269143.1276,2612346.57235,1269152.13829,-4.20750985174e-240,-4.20750985174e-243,DC1,DC1,DC1,0.9479
22,2612363.2998,1269143.1276,2612347.45275,1269151.66404,-2.90204401751e-215,-2.90204401751e-218,DC1,DC1,DC1,0.9479
23,2612363.2998,1269143.1276,2612348.33314,1269151.1898,-9.09392901569e-192,-9.09392901569e-195,DC1,DC1,DC1,0.9479
24,2612363.2998,1269143.1276,2612349.21353,1269150.71555,-1.29469608577e-169,-1.29469608577e-172,DC1,DC1,DC1,0.9479
25,2612363.2998,1269143.1276,2612350.09392,1269150.2413,-8.37438302623e-149,-8.37438302623e-152,DC1,DC1,DC1,0.9479
26,2612363.2998,1269143.1276,2612350.97431,1269149.76706,-2.46097111886e-129,-2.46097111886e-132,DC1,DC1,DC1,0.9479
27,2612363.2998,1269143.1276,2612351.85471,1269149.29281,-3.28570768763e-111,-3.28570768763e-114,DC1,DC1,DC1,0.9479
28,2612363.2998,1269143.1276,2612352.7351,1269148.81856,-1.99305847769e-94,-1.99305847769e-97,DC1,DC1,DC1,0.9479
29,2612363.2998,1269143.1276,2612353.61549,1269148.34432,-5.49262399064e-79,-5.49262399064e-82,DC1,DC1,DC1,0.9479
30,2612363.2998,1269143.1276,2612354.49588,1269147.87007,-6.87714859343e-65,-6.87714859343e-68,DC1,DC1,DC1,0.9479
31,2612363.2998,1269143.1276,2612355.37627,1269147.39582,-3.9120613552e-52,-3.91206135519e-55,DC1,DC1,DC1,0.9479
32,2612363.2998,1269143.1276,2612356.25666,1269146.92158,-1.01104763436e-40,-1.01104763436e-43,DC1,DC1,DC1,0.9479
33,2612363.2998,1269143.1276,2612357.13706,1269146.44733,-1.1871518889e-30,-1.1871518888e-33,DC1,DC1,DC1,0.9479
34,2612363.2998,1269143.1276,2612358.01745,1269145.97308,-6.33300263838e-22,-6.33300262651e-25,DC1,DC1,DC1,0.9479
35,2612363.2998,1269143.1276,2612358.89784,1269145.49883,-1.53490591832e-14,-1.53490585499e-17,DC1,DC1,DC1,0.9479
36,2612363.2998,1269143.1276,2612359.77823,1269145.02459,-1.69013954379e-08,-1.69013800888e-11,DC1,DC1,DC1,0.9479
37,2612363.2998,1269143.1276,2612360.65862,1269144.55034,-0.000845535946979,-8.45519045583e-07,DC1,DC1,DC1,0.9479
38,2612363.2998,1269143.1276,2612361.53902,1269144.07609,-1.92180933834,-0.0019209638024,DC1,DC1,DC1,0.9479
39,2612363.2998,1269143.1276,2612362.41941,1269143.60185,-198.452801206,-0.196530991867,DC3,DC3,DC3,0.9479
40,2612363.2998,1269143.1276,2612363.2998,1269143.1276,-931.049729254,-0.732596928048,DC3,DC3,DC3,0.9479
41,2612363.2998,1269143.1276,2612364.18019,1269142.65335,-198.452801206,0.732596928048,DC3,DC3,DC3,0.9479
42,2612363.2998,1269143.1276,2612365.06058,1269142.17911,-1.92180933834,0.196530991867,DC3,DC1,DC3,0.9479
43,2612363.2998,1269143.1276,2612365.94098,1269141.70486,-0.000845535946979,0.0019209638024,DC1,DC1,DC1,0.9479
44,2612363.2998,1269143.1276,2612366.82137,1269141.23061,-1.69013954379e-08,8.45519045583e-07,DC1,DC1,DC1,0.9479
45,2612363.2998,1269143.1276,2612367.70176,1269140.75637,-1.53490591832e-14,1.69013800888e-11,DC1,DC1,DC1,0.9479
46,2612363.2998,1269143.1276,2612368.58215,1269140.28212,-6.33300263838e-22,1.53490585499e-17,DC1,DC1,DC1,0.9479
47,2612363.2998,1269143.1276,2612369.46254,1269139.80787,-1.1871518889e-30,6.33300262651e-25,DC1,DC1,DC1,0.9479
48,2612363.2998,1269143.1276,2612370.34294,1269139.33362,-1.01104763436e-40,1.1871518888e-33,DC1,DC1,DC1,0.9479
49,2612363.2998,1269143.1276,2612371.22333,1269138.85938,-3.9120613552e-52,1.01104763436e-43,DC1,DC1,DC1,0.9479
50,2612363.2998,1269143.1276,2612372.10372,1269138.38513,-6.87714859343e-65,3.91206135519e-55,DC1,DC1,DC1,0.9479
51,2612363.2998,1269143.1276,2612372.98411,1269137.91088,-5.49262399064e-79,6.87714859343e-68,DC1,DC1,DC1,0.9479
52,2612363.2998,1269143.1276,2612373.8645,1269137.43664,-1.99305847769e-94,5.49262399064e-82,DC1,DC1,DC1,0.9479
53,2612363.2998,1269143.1276,2612374.74489,1269136.96239,-3.28570768763e-111,1.99305847769e-97,DC1,DC1,DC1,0.9479
54,2612363.2998,1269143.1276,2612375.62529,1269136.48814,-2.46097111886e-129,3.28570768763e-114,DC1,DC1,DC1,0.9479
55,2612363.2998,1269143.1276,2612376.50568,1269136.0139,-8.37438302623e-149,2.46097111886e-132,DC1,DC1,DC1,0.9479
56,2612363.2998,1269143.1276,2612377.38607,1269135.53965,-1.29469608577e-169,8.37438302623e-152,DC1,DC1,DC1,0.9479
57,2612363.2998,1269143.1276,2612378.26646,1269135.0654,-9.09392901569e-192,1.29469608577e-172,DC1,DC1,DC1,0.9479
58,2612363.2998,1269143.1276,2612379.14685,1269134.59116,-2.90204401751e-215,9.09392901569e-195,DC1,DC1,DC1,0.9479
59,2612363.2998,1269143.1276,2612380.02725,1269134.11691,-4.20750985174e-240,2.90204401751e-218,DC1,DC1,DC1,0.9479
60,2612363.2998,1269143.1276,2612380.90764,1269133.64266,-2.7715007359e-266,4.20750985174e-243,DC1,DC1,DC1,0.9479
61,2612363.2998,1269143.1276,2612381.78803,1269133.16841,-8.29418208895e-294,2.7715007359e-269,DC1,DC1,DC1,0.9479
62,2612363.2998,1269143.1276,2612382.66842,1269132.69417,-0.0,8.29418208895e-297,DC1,DC1,DC1,0.9479
63,2612363.2998,1269143.1276,2612383.54881,1269132.21992,-0.0,0.0,DC1,DC1,DC1,0.9479
64,2612363.2998,1269143.1276,2612384.42921,1269131.74567,-0.0,0.0,DC1,DC1,DC1,0.9479
65,2612363.2998,1269143.1276,2612385.3096,1269131.27143,-0.0,0.0,DC1,DC1,DC1,0.9479
66,2612363.2998,1269143.1276,2612386.18999,1269130.79718,-0.0,0.0,DC1,DC1,DC1,0.9479
67,2612363.2998,1269143.1276,2612387.07038,1269130.32293,-0.0,0.0,DC1,DC1,DC1,0.9479
68,2612363.2998,1269143.1276,2612387.95077,1269129.84869,-0.0,0.0,DC1,DC1,DC1,0.9479
69,2612363.2998,1269143.1276,2612388.83116,1269129.37444,-0.0,0.0,DC1,DC1,DC1,0.9479
70,2612363.2998,1269143.1276,2612389.71156,1269128.90019,-0.0,0.0,DC1,DC1,DC1,0.9479
71,2612363.2998,1269143.1276,2612390.59195,1269128.42595,-0.0,0.0,DC1,DC1,DC1,0.9479
72,2612363.2998,1269143.1276,2612391.47234,1269127.9517,-0.0,0.0,DC1,DC1,DC1,0.9479
73,2612363.2998,1269143.1276,2612392.35273,1269127.47745,-0.0,0.0,DC1,DC1,DC1,0.9479
74,2612363.2998,1269143.1276,2612393.23312,1269127.0032,-0.0,0.0,DC1,DC1,DC1,0.9479
75,2612363.2998,1269143.1276,2612394.11352,1269126.52896,-0.0,0.0,DC1,DC1,DC1,0.9479
76,2612363.2998,1269143.1276,2612394.99391,1269126.05471,-0.0,0.0,DC1,DC1,DC1,0.9479
77,2612363.2998,1269143.1276,2612395.8743,1269125.58046,-0.0,0.0,DC1,DC1,DC1,0.9479
78,2612363.2998,1269143.1276,2612396.75469,1269125.10622,-0.0,0.0,DC1,DC1,DC1,0.9479
79,2612363.2998,1269143.1276,2612397.63508,1269124.63197,-0.0,0.0,DC1,DC1,DC1,0.9479
0,2612364.7225,1269140.4865,2612329.51869,1269159.4784,-0.0,0.0,DC1,DC1,DC1,1.1139
1,2612364.7225,1269140.4865,2612330.39879,1269159.0036,-0.0,0.0,DC1,DC1,DC1,1.1139
2,2612364.7225,1269140.4865,2612331.27888,1269158.5288,-0.0,0.0,DC1,DC1,DC1,1.1139
3,2612364.7225,1269140.4865,2612332.15898,1269158.054,-0.0,0.0,DC1,DC1,DC1,1.1139
4,2612364.7225,1269140.4865,2612333.03908,1269157.57921,-0.0,0.0,DC1,DC1,DC1,1.1139
5,2612364.7225,1269140.4865,2612333.91917,1269157.10441,-0.0,0.0,DC1,DC1,DC1,1.1139
6,2612364.7225,1269140.4865,2612334.79927,1269156.62961,-0.0,0.0,DC1,DC1,DC1,1.1139
7,2612364.7225,1269140.4865,2612335.67936,1269156.15481,-0.0,0.0,DC1,DC1,DC1,1.1139
8,2612364.7225,1269140.4865,2612336.55946,1269155.68002,-0.0,0.0,DC1,DC1,DC1,1.1139
9,2612364.7225,1269140.4865,2612337.43955,1269155.20522,-0.0,0.0,DC1,DC1,DC1,1.1139
10,2612364.7225,1269140.4865,2612338.31965,1269154.73042,-0.0,0.0,DC1,DC1,DC1,1.1139
11,2612364.7225,1269140.4865,2612339.19974,1269154.25562,-0.0,0.0,DC1,DC1,DC1,1.1139
12,2612364.7225,1269140.4865,2612340.07984,1269153.78083,-0.0,0.0,DC1,DC1,DC1,1.1139
13,2612364.7225,1269140.4865,2612340.95993,1269153.30603,-0.0,0.0,DC1,DC1,DC1,1.1139
14,2612364.7225,1269140.4865,2612341.84003,1269152.83123,-0.0,0.0,DC1,DC1,DC1,1.1139
15,2612364.7225,1269140.4865,2612342.72012,1269152.35643,-1.15545546214e-301,-1.15545546214e-304,DC1,DC1,DC1,1.1139
16,2612364.7225,1269140.4865,2612343.60022,1269151.88164,-7.64726731287e-278,-7.64726731287e-281,DC1,DC1,DC1,1.1139
17,2612364.7225,1269140.4865,2612344.48031,1269151.40684,-5.39490370964e-255,-5.39490370964e-258,DC1,DC1,DC1,1.1139
18,2612364.7225,1269140.4865,2612345.36041,1269150.93204,-4.0568176659e-233,-4.0568176659e-236,DC1,DC1,DC1,1.1139
19,2612364.7225,1269140.4865,2612346.2405,1269150.45724,-3.25170878762e-212,-3.25170878762e-215,DC1,DC1,DC1,1.1139
20,2612364.7225,1269140.4865,2612347.1206,1269149.98245,-2.77819141824e-192,-2.77819141824e-195,DC1,DC1,DC1,1.1139
21,2612364.7225,1269140.4865,2612348.00069,1269149.50765,-2.53009629743e-173,-2.53009629743e-176,DC1,DC1,DC1,1.1139
22,2612364.7225,1269140.4865,2612348.88079,1269149.03285,-2.45604489703e-155,-2.45604489703e-158,DC1,DC1,DC1,1.1139
23,2612364.7225,1269140.4865,2612349.76088,1269148.55806,-2.54132329153e-138,-2.54132329153e-141,DC1,DC1,DC1,1.1139
24,2612364.7225,1269140.4865,2612350.64098,1269148.08326,-2.80290189367e-122,-2.80290189367e-125,DC1,DC1,DC1,1.1139
25,2612364.7225,1269140.4865,2612351.52107,1269147.60846,-3.29518833817e-107,-3.29518833817e-110,DC1,DC1,DC1,1.1139
26,2612364.7225,1269140.4865,2612352.40117,1269147.13366,-4.12930490236e-93,-4.12930490236e-96,DC1,DC1,DC1,1.1139
27,2612364.7225,1269140.4865,2612353.28126,1269146.65887,-5.51566684782e-80,-5.51566684782e-83,DC1,DC1,DC1,1.1139
28,2612364.7225,1269140.4865,2612354.16136,1269146.18407,-7.85314228096e-68,-7.85314228095e-71,DC1,DC1,DC1,1.1139
29,2612364.7225,1269140.4865,2612355.04145,1269145.70927,-1.19182713845e-56,-1.19182713844e-59,DC1,DC1,DC1,1.1139
30,2612364.7225,1269140.4865,2612355.92155,1269145.23447,-1.92800181971e-46,-1.92800181959e-49,DC1,DC1,DC1,1.1139
31,2612364.7225,1269140.4865,2612356.80164,1269144.75968,-3.32449721514e-37,-3.32449721321e-40,DC1,DC1,DC1,1.1139
32,2612364.7225,1269140.4865,2612357.68174,1269144.28488,-6.11038918489e-29,-6.11038915165e-32,DC1,DC1,DC1,1.1139
33,2612364.7225,1269140.4865,2612358.56183,1269143.81008,-1.19711572619e-21,-1.19711566508e-24,DC1,DC1,DC1,1.1139
34,2612364.7225,1269140.4865,2612359.44193,1269143.33528,-2.49992951839e-15,-2.49992832127e-18,DC1,DC1,DC1,1.1139
35,2612364.7225,1269140.4865,2612360.32202,1269142.86049,-5.56472565249e-10,-5.56470065319e-13,DC1,DC1,DC1,1.1139
36,2612364.7225,1269140.4865,2612361.20212,1269142.38569,-1.32033494009e-05,-1.32027929283e-08,DC1,DC1,DC1,1.1139
37,2612364.7225,1269140.4865,2612362.08221,1269141.91089,-0.0333924926653,-3.33792893159e-05,DC1,DC1,DC1,1.1139
38,2612364.7225,1269140.4865,2612362.96231,1269141.43609,-9.00197758384,-0.00896858509118,DC3,DC1,DC3,1.1139
