,Easting,Northing,Elevation,DTM,Rocksurface,delta_rocksurface_tunnelaxis,BoreClass
683,2613302.6589,1267821.4264,207.375,259.7793,239.142857143,31.7678571429,BC3
684,2613305.3239,1267820.0488,207.381,259.7239,239.142857143,31.7618571429,BC3
685,2613307.9896,1267818.6727,207.387,259.7414,239.142857143,31.7558571429,BC3
686,2613310.656,1267817.2979,207.394,259.8027,239.142857143,31.7488571429,BC3
687,2613315.9905,1267814.5512,207.409,259.5131,239.142857143,31.7338571429,BC3
688,2613318.6583,1267813.179,207.418,259.5131,239.0,31.582,BC3
689,2613321.3263,1267811.8074,207.427,258.9171,239.0,31.573,BC3
690,2613323.9945,1267810.436,207.437,258.9171,239.0,31.563,BC3
691,2613325.4324,1267809.697,207.443,258.8519,239.0,31.557,BC3
692,2613326.6628,1267809.0647,207.448,258.8519,239.0,31.552,BC3
693,2613329.331,1267807.6934,207.459,258.8519,239.0,31.541,BC3
694,2613331.9993,1267806.3222,207.47,258.9613,239.0,31.53,BC3
695,2613334.6676,1267804.9509,207.483,259.078,239.0,31.517,BC3
696,2613337.3358,1267803.5796,207.496,259.3083,239.0,31.504,BC3
697,2613340.0041,1267802.2084,207.509,259.1869,239.0,31.491,BC3
698,2613342.6723,1267800.8371,207.523,259.1869,239.166666667,31.6436666667,BC3
699,2613345.3406,1267799.4658,207.538,259.0588,239.166666667,31.6286666667,BC3
700,2613348.0089,1267798.0946,207.553,259.0588,239.166666667,31.6136666667,BC3
701,2613350.6771,1267796.7233,207.569,259.1325,239.166666667,31.5976666667,BC3
702,2613353.3454,1267795.352,207.585,259.1325,239.166666667,31.5816666667,BC3
703,2613356.0137,1267793.9808,207.603,259.1495,239.166666667,31.5636666667,BC3
704,2613358.6819,1267792.6095,207.62,259.1495,239.166666667,31.5466666667,BC3
705,2613361.3502,1267791.2382,207.638,259.1824,239.0,31.362,BC3
706,2613364.0184,1267789.8669,207.657,259.4056,239.0,31.343,BC3
707,2613366.6867,1267788.4957,207.677,259.7665,239.0,31.323,BC3
708,2613369.355,1267787.1244,207.697,259.7665,239.0,31.303,BC3
709,2613372.0232,1267785.7531,207.718,259.7296,239.0,31.282,BC3
710,2613374.6915,1267784.3819,207.739,259.7695,239.0,31.261,BC3
711,2613377.3598,1267783.0106,207.761,259.6274,239.0,31.239,BC3
712,2613380.028,1267781.6393,207.783,259.6855,239.0,31.217,BC3
713,2613382.6963,1267780.2681,207.806,259.6855,239.0,31.194,BC3
714,2613385.3645,1267778.8968,207.83,259.9187,239.0,31.17,BC3
715,2613388.0328,1267777.5255,207.854,259.9187,239.0,31.146,BC3
716,2613390.7011,1267776.1543,207.879,260.0566,239.0,31.121,BC3
717,2613393.3693,1267774.783,207.905,260.0258,239.0,31.095,BC3
718,2613396.0376,1267773.4117,207.931,260.0502,239.0,31.069,BC3
719,2613398.7059,1267772.0405,207.957,260.0502,239.0,31.043,BC3
720,2613401.3741,1267770.6692,207.985,259.9373,239.0,31.015,BC3
721,2613404.0424,1267769.2979,208.013,257.8363,239.0,30.987,BC3
722,2613406.7106,1267767.9267,208.041,257.3291,239.0,30.959,BC3
723,2613409.3789,1267766.5554,208.07,257.3291,239.0,30.93,BC3
724,2613412.0472,1267765.1841,208.1,257.3417,239.0,30.9,BC3
725,2613414.7154,1267763.8129,208.13,259.0408,239.0,30.87,BC3
726,2613417.3837,1267762.4416,208.161,260.0309,239.0,30.839,BC3
727,2613422.7202,1267759.6991,208.225,260.3375,238.875,30.65,BC3
728,2613425.3885,1267758.3278,208.257,260.4947,239.0,30.743,BC3
729,2613428.0567,1267756.9565,208.291,260.4947,239.0,30.709,BC3
730,2613430.725,1267755.5853,208.325,260.6397,239.0,30.675,BC3
731,2613436.0615,1267752.8427,208.394,260.84,239.0,30.606,BC3
732,2613438.7298,1267751.4715,208.43,260.84,239.0,30.57,BC3
733,2613441.3981,1267750.1002,208.466,260.5812,239.0,30.534,BC3
734,2613444.0663,1267748.7289,208.503,260.9209,239.0,30.497,BC3
735,2613446.7346,1267747.3576,208.541,260.5342,239.0,30.459,BC3
736,2613449.4028,1267745.9864,208.579,260.5342,239.0,30.421,BC3
737,2613452.0711,1267744.6151,208.617,260.3939,239.0,30.383,BC3
738,2613454.7394,1267743.2438,208.657,260.3939,239.0,30.343,BC3
739,2613457.4076,1267741.8726,208.697,259.9536,239.0,30.303,BC3
740,2613460.0759,1267740.5013,208.737,259.9533,239.0,30.263,BC3
741,2613462.7442,1267739.13,208.778,260.16,239.0,30.222,BC3
742,2613465.4124,1267737.7588,208.82,260.7455,239.0,30.18,BC3
743,2613468.0807,1267736.3875,208.862,260.7455,239.0,30.138,BC3
744,2613470.7489,1267735.0162,208.905,260.5913,239.0,30.095,BC3
745,2613473.4172,1267733.645,208.949,260.8447,239.0,30.051,BC3
746,2613476.0855,1267732.2737,208.993,260.8951,239.0,30.007,BC3
747,2613478.7537,1267730.9024,209.038,260.8951,239.0,29.962,BC3
748,2613481.422,1267729.5312,209.083,260.9416,239.0,29.917,BC3
749,2613484.0903,1267728.1599,209.129,260.9416,239.0,29.871,BC3
750,2613486.7585,1267726.7886,209.175,260.9496,239.0,29.825,BC3
751,2613489.4268,1267725.4174,209.222,260.9496,239.0,29.778,BC3
752,2613492.095,1267724.0461,209.27,260.7142,239.0,29.73,BC3
753,2613494.7633,1267722.6748,209.318,260.7142,239.0,29.682,BC3
754,2613497.4316,1267721.3036,209.367,260.7149,239.0,29.633,BC3
755,2613500.0998,1267719.9323,209.417,259.1596,239.0,29.583,BC3
756,2613502.7681,1267718.561,209.467,259.1596,239.0,29.533,BC3
757,2613505.4364,1267717.1898,209.518,257.8479,239.2,29.682,BC3
758,2613508.1046,1267715.8185,209.569,257.8479,239.0,29.431,BC3
759,2613510.7729,1267714.4472,209.621,256.2224,239.0,29.379,BC3
760,2613513.4411,1267713.076,209.673,256.2224,239.0,29.327,BC3
761,2613516.1094,1267711.7047,209.727,255.9959,239.0,29.273,BC3
762,2613518.7777,1267710.3334,209.78,255.9959,239.0,29.22,BC3
763,2613521.4459,1267708.9622,209.835,252.7621,239.0,29.165,BC3
764,2613524.1142,1267707.5909,209.89,252.7621,239.0,29.11,BC3
765,2613526.7825,1267706.2196,209.945,251.4224,239.0,29.055,BC3
766,2613529.4507,1267704.8483,210.001,248.1268,239.0,28.999,BC3
767,2613532.119,1267703.4771,210.058,247.0887,239.0,28.942,BC3
768,2613532.4608,1267703.3014,210.065,247.0887,239.0,28.935,BC3
769,2613534.7872,1267702.1058,210.115,247.0887,239.0,28.885,BC3
770,2613537.4555,1267700.7345,210.172,246.8339,239.0,28.828,BC3
771,2613540.1238,1267699.3633,210.229,245.8214,239.0,28.771,BC3
772,2613542.792,1267697.992,210.286,245.8214,239.0,28.714,BC3
773,2613545.4603,1267696.6207,210.343,245.6581,239.2,28.857,BC3
774,2613548.1286,1267695.2495,210.4,245.6581,239.0,28.6,BC3
775,2613550.7968,1267693.8782,210.458,245.859,239.0,28.542,BC3
776,2613553.4651,1267692.5069,210.515,245.859,239.0,28.485,BC3
777,2613556.1333,1267691.1357,210.572,245.804,239.0,28.428,BC3
778,2613558.8016,1267689.7644,210.629,245.7762,239.0,28.371,BC3
779,2613561.4699,1267688.3931,210.686,245.8851,239.0,28.314,BC3
780,2613564.1381,1267687.0219,210.743,245.8851,239.0,28.257,BC3
781,2613566.8064,1267685.6506,210.8,245.8426,239.0,28.2,BC3
782,2613569.4747,1267684.2793,210.857,245.8617,238.707088459,27.8500884593,BC3
783,2613572.1429,1267682.9081,210.914,245.8419,238.707088459,27.7930884593,BC3
784,2613574.8112,1267681.5368,210.972,245.8419,238.707088459,27.7350884593,BC3
785,2613577.4794,1267680.1655,211.029,245.8409,238.707088459,27.6780884593,BC3
786,2613580.1477,1267678.7943,211.086,245.6877,238.707088459,27.6210884593,BC3
787,2613582.816,1267677.423,211.143,245.6877,238.707088459,27.5640884593,BC3
788,2613585.4842,1267676.0517,211.2,245.8562,239.0,27.8,BC3
789,2613588.1525,1267674.6805,211.257,245.7636,239.0,27.743,BC3
790,2613590.8208,1267673.3092,211.314,245.7682,239.0,27.686,BC3
791,2613593.489,1267671.9379,211.371,245.7682,239.0,27.629,BC3
792,2613596.1573,1267670.5667,211.428,245.8048,239.0,27.572,BC3
793,2613598.8255,1267669.1954,211.485,245.7209,239.0,27.515,BC3
794,2613601.4938,1267667.8241,211.543,245.6301,239.0,27.457,BC3
795,2613604.1621,1267666.4529,211.6,245.6301,239.0,27.4,BC3
796,2613606.8303,1267665.0816,211.657,245.6932,239.0,27.343,BC3
797,2613609.4986,1267663.7103,211.714,245.5981,238.666666667,26.9526666667,BC3
798,2613614.8351,1267660.9678,211.828,245.6458,238.666666667,26.8386666667,BC3
799,2613617.5034,1267659.5965,211.885,245.5541,238.666666667,26.7816666667,BC3
800,2613620.1716,1267658.2252,211.942,245.6207,238.666666667,26.7246666667,BC3
801,2613622.8399,1267656.854,211.999,245.6207,238.666666667,26.6676666667,BC3
802,2613625.5082,1267655.4827,212.056,245.6283,239.0,26.944,BC3
803,2613628.1764,1267654.1114,212.114,245.5632,239.0,26.886,BC3
804,2613630.8447,1267652.7402,212.171,245.5909,239.0,26.829,BC3
805,2613636.1812,1267649.9976,212.285,245.5251,239.0,26.715,BC3
806,2613638.8495,1267648.6264,212.342,245.5251,239.0,26.658,BC3
807,2613641.5177,1267647.2551,212.399,245.523,239.0,26.601,BC3
808,2613646.8543,1267644.5126,212.513,245.5062,239.0,26.487,BC3
809,2613649.5225,1267643.1413,212.57,245.5062,239.0,26.43,BC3
810,2613652.1908,1267641.77,212.627,245.5419,239.333333333,26.7063333333,BC3
811,2613654.8591,1267640.3988,212.685,245.5419,239.333333333,26.6483333333,BC3
812,2613657.5273,1267639.0275,212.742,245.4957,239.333333333,26.5913333333,BC3
813,2613660.1956,1267637.6562,212.799,245.526,239.333333333,26.5343333333,BC3
814,2613662.8638,1267636.285,212.856,245.526,239.333333333,26.4773333333,BC3
815,2613665.5321,1267634.9137,212.913,245.6332,239.333333333,26.4203333333,BC3
816,2613668.2004,1267633.5424,212.97,245.6332,239.5,26.53,BC3
817,2613670.8686,1267632.1712,213.027,245.5117,239.5,26.473,BC3
818,2613673.5369,1267630.7999,213.084,245.5117,239.75,26.666,BC3
819,2613676.2052,1267629.4286,213.141,245.5922,239.75,26.609,BC3
820,2613678.8734,1267628.0574,213.198,245.5922,239.75,26.552,BC3
821,2613681.5417,1267626.6861,213.256,245.5987,239.75,26.494,BC3
822,2613684.2099,1267625.3148,213.313,245.5987,239.75,26.437,BC3
823,2613686.8782,1267623.9436,213.37,245.6268,239.75,26.38,BC3
824,2613689.5465,1267622.5723,213.427,245.6268,239.75,26.323,BC3
825,2613692.2147,1267621.201,213.484,245.5333,239.75,26.266,BC3
826,2613694.883,1267619.8297,213.541,245.5319,240.0,26.459,BC3
827,2613697.5513,1267618.4585,213.598,245.5339,240.0,26.402,BC3
828,2613700.2195,1267617.0872,213.655,245.5576,240.0,26.345,BC3
829,2613702.8878,1267615.7159,213.712,245.5576,240.0,26.288,BC3
830,2613705.556,1267614.3447,213.769,245.5616,240.0,26.231,BC3
831,2613708.2243,1267612.9734,213.827,245.5616,240.0,26.173,BC3
832,2613710.8926,1267611.6021,213.884,245.5531,240.0,26.116,BC3
833,2613713.5608,1267610.2309,213.941,245.5531,241.0,27.059,BC3
834,2613716.2291,1267608.8596,213.998,245.5363,241.0,27.002,BC3
835,2613718.8974,1267607.4883,214.055,245.5363,241.0,26.945,BC3
836,2613721.5656,1267606.1171,214.112,245.5905,241.0,26.888,BC3
837,2613724.2339,1267604.7458,214.169,245.5733,241.0,26.831,BC3
838,2613726.9021,1267603.3745,214.226,245.5759,241.0,26.774,BC3
839,2613729.5704,1267602.0033,214.283,245.5759,241.0,26.717,BC3
840,2613732.2387,1267600.632,214.341,245.5841,241.0,26.659,BC3
841,2613734.9069,1267599.2607,214.398,245.5446,242.0,27.602,BC3
842,2613737.5752,1267597.8895,214.455,245.5393,242.0,27.545,BC3
843,2613740.2435,1267596.5182,214.512,245.4851,242.0,27.488,BC3
844,2613742.9117,1267595.1469,214.569,245.4851,242.0,27.431,BC3
845,2613745.58,1267593.7757,214.626,245.5385,242.0,27.374,BC3
846,2613748.2482,1267592.4044,214.683,245.5385,242.0,27.317,BC3
847,2613750.9165,1267591.0331,214.74,245.5881,242.0,27.26,BC3
848,2613753.5848,1267589.6619,214.797,245.5111,242.0,27.203,BC3
849,2613756.253,1267588.2906,214.854,245.5799,243.0,28.146,BC3
850,2613758.9213,1267586.9193,214.912,245.5799,243.0,28.088,BC3
851,2613761.5896,1267585.5481,214.969,245.6384,243.0,28.031,BC3
852,2613764.2578,1267584.1768,215.026,245.6364,243.0,27.974,BC3
853,2613766.9261,1267582.8055,215.083,245.64,243.0,27.917,BC3
854,2613769.5943,1267581.4343,215.14,245.64,243.0,27.86,BC3
855,2613772.2626,1267580.063,215.197,245.6104,243.0,27.803,BC3
856,2613774.9309,1267578.6917,215.254,245.6416,243.0,27.746,BC3
857,2613777.5991,1267577.3204,215.311,245.6184,243.0,27.689,BC3
858,2613780.2674,1267575.9492,215.368,245.5779,243.0,27.632,BC3
859,2613782.9357,1267574.5779,215.425,245.6265,243.0,27.575,BC3
860,2613785.6039,1267573.2066,215.483,245.586,243.0,27.517,BC3
861,2613788.2722,1267571.8354,215.54,245.586,243.0,27.46,BC3
862,2613790.9404,1267570.4641,215.597,245.5531,243.0,27.403,BC3
863,2613793.6087,1267569.0928,215.654,245.5157,243.0,27.346,BC3
864,2613796.277,1267567.7216,215.711,245.5538,243.0,27.289,BC3
865,2613798.9452,1267566.3503,215.768,245.5538,242.666666667,26.8986666667,BC3
866,2613801.6135,1267564.979,215.825,245.542,242.666666667,26.8416666667,BC3
867,2613804.2818,1267563.6078,215.882,245.542,242.666666667,26.7846666667,BC3
868,2613806.95,1267562.2365,215.939,245.5581,242.666666667,26.7276666667,BC3
869,2613809.6183,1267560.8652,215.996,245.5581,242.666666667,26.6706666667,BC3
870,2613812.2865,1267559.494,216.054,245.5407,242.666666667,26.6126666667,BC3
871,2613814.9548,1267558.1227,216.111,245.5407,242.666666667,26.5556666667,BC3
872,2613817.6231,1267556.7514,216.168,245.5541,242.414250207,26.2462502071,BC3
873,2613820.2913,1267555.3802,216.225,245.5495,242.414250207,26.1892502071,BC3
874,2613822.9596,1267554.0089,216.282,245.5281,242.414250207,26.1322502071,BC3
875,2613825.6279,1267552.6376,216.339,245.5224,242.414250207,26.0752502071,BC3
876,2613828.2961,1267551.2664,216.396,245.5224,242.0,25.604,BC3
877,2613830.9644,1267549.8951,216.453,245.4954,242.0,25.547,BC3
878,2613833.6326,1267548.5238,216.51,245.4954,242.0,25.49,BC3
879,2613836.3009,1267547.1526,216.567,245.4897,242.0,25.433,BC3
880,2613838.9692,1267545.7813,216.625,245.4897,241.857142857,25.2321428571,BC3
881,2613841.6374,1267544.41,216.682,245.4626,241.857142857,25.1751428571,BC3
882,2613844.3057,1267543.0388,216.739,245.4626,241.857142857,25.1181428571,BC3
883,2613846.974,1267541.6675,216.796,245.4229,241.857142857,25.0611428571,BC3
884,2613849.6422,1267540.2962,216.853,245.4229,241.857142857,25.0041428571,BC3
885,2613852.3105,1267538.925,216.91,245.3319,241.857142857,24.9471428571,BC3
886,2613854.9787,1267537.5537,216.967,245.3319,241.857142857,24.8901428571,BC3
887,2613857.647,1267536.1824,217.024,245.3389,241.857142857,24.8331428571,BC3
888,2613860.3153,1267534.8111,217.081,245.3653,241.779544746,24.6985447459,BC3
889,2613862.9835,1267533.4399,217.139,245.3653,241.779544746,24.6405447459,BC3
890,2613865.6518,1267532.0686,217.196,245.3768,241.779544746,24.5835447459,BC3
891,2613868.3201,1267530.6973,217.253,245.3768,241.674399784,24.4213997842,BC3
892,2613870.9883,1267529.3261,217.31,245.4033,241.674399784,24.3643997842,BC3
893,2613873.6566,1267527.9548,217.367,245.4033,241.674399784,24.3073997842,BC3
894,2613876.3248,1267526.5835,217.424,245.4149,241.674399784,24.2503997842,BC3
895,2613878.9931,1267525.2123,217.481,245.4149,241.674399784,24.1933997842,BC3
896,2613881.6614,1267523.841,217.538,245.4413,241.585823081,24.0478230814,BC3
897,2613884.3296,1267522.4697,217.595,245.4413,241.585823081,23.9908230814,BC3
898,2613886.9979,1267521.0985,217.652,245.4476,241.585823081,23.9338230814,BC3
899,2613889.6662,1267519.7272,217.71,245.4636,241.585823081,23.8758230814,BC3
900,2613892.3344,1267518.3559,217.767,245.4607,241.585823081,23.8188230814,BC3
901,2613895.0027,1267516.9847,217.824,245.4572,241.585823081,23.7618230814,BC3
902,2613897.6709,1267515.6134,217.881,245.4572,241.585823081,23.7048230814,BC3
903,2613900.3392,1267514.2421,217.938,248.086,241.585823081,23.6478230814,BC3
904,2613903.0075,1267512.8709,217.995,248.086,241.439367311,23.4443673111,BC3
905,2613905.6757,1267511.4996,218.052,248.6095,241.439367311,23.3873673111,BC3
906,2613908.344,1267510.1283,218.109,248.6095,241.4,23.291,BC3
907,2613911.0123,1267508.7571,218.166,251.4223,241.4,23.234,BC3
908,2613913.6805,1267507.3858,218.223,251.4223,241.4,23.177,BC3
909,2613916.3488,1267506.0145,218.281,251.8864,241.4,23.119,BC3
910,2613919.017,1267504.6433,218.338,254.4724,241.4,23.062,BC3
911,2613921.6853,1267503.272,218.395,254.4782,241.276166805,22.8811668047,BC3
912,2613924.3536,1267501.9007,218.452,254.4782,241.276166805,22.8241668047,BC3
913,2613927.0218,1267500.5295,218.509,254.992,241.276166805,22.7671668047,BC3
914,2613929.6901,1267499.1582,218.566,255.1071,241.276166805,22.7101668048,BC3
915,2613932.3584,1267497.7869,218.623,255.2873,241.276166805,22.6531668047,BC3
916,2613935.0266,1267496.4157,218.68,255.3546,241.276166805,22.5961668047,BC3
917,2613937.6949,1267495.0444,218.737,255.3546,241.276166805,22.5391668047,BC3
918,2613940.3631,1267493.6731,218.794,255.6002,241.276166805,22.4821668047,BC3
919,2613943.0314,1267492.3018,218.852,255.6002,241.138083402,22.2860834024,BC3
920,2613945.6997,1267490.9306,218.909,255.6879,241.138083402,22.2290834024,BC3
921,2613948.3679,1267489.5593,218.966,255.6502,241.138083402,22.1720834024,BC3
922,2613951.0362,1267488.188,219.023,255.7068,241.13061651,22.1076165099,BC3
923,2613953.7045,1267486.8168,219.08,255.7068,241.13061651,22.0506165099,BC3
924,2613956.3727,1267485.4455,219.137,255.6841,241.13061651,21.9936165099,BC3
925,2613961.7092,1267482.703,219.251,255.7286,241.13061651,21.8796165099,BC3
926,2613964.3775,1267481.3317,219.308,255.7286,241.0,21.692,BC3
927,2613967.0458,1267479.9604,219.365,255.7394,241.0,21.635,BC3
928,2613969.714,1267478.5892,219.423,255.7394,241.0,21.577,BC3
929,2613972.3823,1267477.2179,219.48,255.8083,241.0,21.52,BC3
930,2613975.0506,1267475.8466,219.537,255.9267,241.0,21.463,BC3
931,2613977.7188,1267474.4754,219.594,255.7907,241.0,21.406,BC3
932,2613980.3871,1267473.1041,219.651,255.9125,241.0,21.349,BC3
933,2613983.0553,1267471.7328,219.708,255.9125,241.0,21.292,BC3
934,2613985.7236,1267470.3616,219.765,255.9021,240.75,20.985,BC3
935,2613988.3919,1267468.9903,219.822,255.8115,240.75,20.928,BC3
936,2613991.0601,1267467.619,219.879,255.759,240.585823081,20.7068230814,BC3
937,2613993.7284,1267466.2478,219.936,255.759,240.585823081,20.6498230814,BC3
938,2613996.3967,1267464.8765,219.994,255.5609,240.585823081,20.5918230814,BC3
939,2613999.0649,1267463.5052,220.051,255.5609,240.585823081,20.5348230814,BC3
940,2614001.7332,1267462.134,220.108,255.5206,240.585823081,20.4778230814,BC3
941,2614004.4014,1267460.7627,220.165,255.5206,240.292911541,20.1279115407,BC3
942,2614007.0697,1267459.3914,220.222,255.5565,240.292911541,20.0709115407,BC3
943,2614009.738,1267458.0202,220.279,255.5565,240.292911541,20.0139115407,BC3
944,2614012.4062,1267456.6489,220.336,255.5757,240.292911541,19.9569115407,BC3
945,2614015.0745,1267455.2776,220.393,255.5187,240.292911541,19.8999115407,BC3
946,2614017.7428,1267453.9064,220.45,255.5345,240.292911541,19.8429115407,BC3
947,2614020.411,1267452.5351,220.508,255.6897,240.292911541,19.7849115407,BC3
948,2614023.0793,1267451.1638,220.565,255.6897,240.292911541,19.7279115407,BC3
949,2614025.7475,1267449.7925,220.622,256.2679,240.0,19.378,BC3
950,2614028.4158,1267448.4213,220.679,256.2679,240.0,19.321,BC3
951,2614031.0841,1267447.05,220.736,256.424,240.0,19.264,BC3
952,2614033.7523,1267445.6787,220.793,256.424,240.0,19.207,BC3
953,2614036.4206,1267444.3075,220.85,256.5677,240.0,19.15,BC3
954,2614039.0889,1267442.9362,220.907,256.5677,240.0,19.093,BC3
955,2614041.7571,1267441.5649,220.964,256.6361,240.0,19.036,BC3
956,2614044.4254,1267440.1937,221.021,256.6361,240.0,18.979,BC3
957,2614047.0936,1267438.8224,221.079,257.0137,240.0,18.921,BC3
958,2614049.7619,1267437.4511,221.136,257.0137,240.0,18.864,BC3
959,2614052.4302,1267436.0799,221.193,256.7185,240.0,18.807,BC3
960,2614055.0984,1267434.7086,221.25,256.9169,240.0,18.75,BC3
961,2614057.7667,1267433.3373,221.307,256.9169,240.0,18.693,BC3
962,2614060.435,1267431.9661,221.364,256.6966,240.0,18.636,BC3
963,2614063.1032,1267430.5948,221.421,256.6966,240.0,18.579,BC3
964,2614065.7715,1267429.2235,221.478,256.728,240.0,18.522,BC3
965,2614068.4397,1267427.8523,221.535,256.728,240.0,18.465,BC3
966,2614071.108,1267426.481,221.592,256.5789,240.0,18.408,BC3
967,2614073.7763,1267425.1097,221.65,256.5789,240.0,18.35,BC3
968,2614076.4445,1267423.7385,221.707,256.6684,240.0,18.293,BC3
969,2614079.1128,1267422.3672,221.764,256.6684,240.0,18.236,BC3
970,2614081.7811,1267420.9959,221.821,256.6024,240.0,18.179,BC3
971,2614084.4493,1267419.6247,221.878,256.7802,240.0,18.122,BC3
972,2614087.1176,1267418.2534,221.935,256.7374,240.0,18.065,BC3
973,2614089.7858,1267416.8821,221.992,256.7374,240.0,18.008,BC3
974,2614092.4541,1267415.5109,222.049,256.7192,240.0,17.951,BC3
975,2614095.1224,1267414.1396,222.106,256.7202,240.0,17.894,BC3
976,2614097.7906,1267412.7683,222.163,256.7202,240.0,17.837,BC3
977,2614100.4589,1267411.3971,222.221,256.6693,240.0,17.779,BC3
978,2614103.1272,1267410.0258,222.278,256.6693,240.0,17.722,BC3
979,2614105.7954,1267408.6545,222.335,256.8108,240.0,17.665,BC3
980,2614108.4637,1267407.2832,222.392,256.8108,240.0,17.608,BC3
981,2614111.1319,1267405.912,222.449,256.6548,240.0,17.551,BC3
982,2614113.8002,1267404.5407,222.506,256.9778,240.0,17.494,BC3
983,2614116.4685,1267403.1694,222.563,256.8406,240.0,17.437,BC3
984,2614119.1367,1267401.7982,222.62,256.8406,240.0,17.38,BC3
985,2614121.805,1267400.4269,222.677,256.7974,240.0,17.323,BC3
986,2614123.9338,1267399.3329,222.723,257.0512,240.0,17.277,BC3
987,2614124.4733,1267399.0556,222.734,257.0512,240.0,17.266,BC3
988,2614127.1415,1267397.6843,222.792,256.9684,240.0,17.208,BC3
989,2614129.8096,1267396.3128,222.849,256.9684,240.0,17.151,BC3
990,2614135.1454,1267393.5687,222.963,257.0298,240.0,17.037,BC3
991,2614137.8128,1267392.1958,223.02,257.0298,240.0,16.98,BC3
992,2614140.4798,1267390.8221,223.077,256.9175,240.0,16.923,BC3
993,2614143.1463,1267389.4474,223.134,257.0266,240.0,16.866,BC3
994,2614145.8123,1267388.0717,223.191,256.8945,240.0,16.809,BC3
995,2614148.4776,1267386.6947,223.248,256.8945,240.0,16.752,BC3
996,2614151.1422,1267385.3164,223.305,257.1693,240.125,16.82,BC3
997,2614153.806,1267383.9366,223.363,256.8789,240.125,16.762,BC3
998,2614156.469,1267382.555,223.42,256.773,240.125,16.705,BC3
999,2614159.131,1267381.1716,223.477,256.773,240.125,16.648,BC3
1000,2614161.792,1267379.7863,223.534,256.8215,240.125,16.591,BC3
1001,2614164.4519,1267378.3988,223.591,256.8215,240.125,16.534,BC3
1002,2614167.1105,1267377.0091,223.648,256.7258,240.125,16.477,BC3
1003,2614169.768,1267375.6169,223.705,256.7258,240.125,16.42,BC3
1004,2614172.424,1267374.2222,223.762,257.14,240.25,16.488,BC3
1005,2614175.0787,1267372.8247,223.819,256.9556,240.25,16.431,BC3
1006,2614177.7318,1267371.4244,223.877,256.9556,240.25,16.373,BC3
1007,2614180.3833,1267370.0211,223.934,256.8105,240.25,16.316,BC3
1008,2614183.0332,1267368.6146,223.991,257.2441,240.25,16.259,BC3
1009,2614185.6813,1267367.2048,224.048,257.153,240.25,16.202,BC3
1010,2614188.3276,1267365.7915,224.105,257.153,240.25,16.145,BC3
1011,2614190.9719,1267364.3746,224.162,257.0451,240.25,16.088,BC3
1012,2614196.2544,1267361.5295,224.276,257.1586,240.375,16.099,BC3
1013,2614198.8925,1267360.101,224.333,257.1586,240.375,16.042,BC3
1014,2614201.5283,1267358.6683,224.39,257.1599,240.375,15.985,BC3
1015,2614204.1617,1267357.2312,224.448,257.1599,240.375,15.927,BC3
1016,2614206.7926,1267355.7897,224.505,257.0891,240.375,15.87,BC3
1017,2614209.4211,1267354.3436,224.562,256.9831,240.375,15.813,BC3
1018,2614212.0469,1267352.8927,224.619,256.9671,240.375,15.756,BC3
1019,2614214.67,1267351.4369,224.676,256.9671,240.510986203,15.8349862034,BC3
1020,2614217.2903,1267349.976,224.733,256.9831,240.510986203,15.7779862034,BC3
1021,2614219.9077,1267348.51,224.79,256.9831,240.510986203,15.7209862034,BC3
1022,2614222.5221,1267347.0386,224.847,257.0562,240.510986203,15.6639862034,BC3
1023,2614225.1334,1267345.5618,224.904,257.0061,240.510986203,15.6069862034,BC3
1024,2614227.7416,1267344.0794,224.961,257.0916,240.510986203,15.5499862034,BC3
1025,2614230.3464,1267342.5912,225.019,257.1706,240.444444444,15.4254444444,BC3
1026,2614232.9479,1267341.0971,225.076,257.1706,240.594247682,15.5182476824,BC3
1027,2614235.5459,1267339.5971,225.133,257.248,240.594247682,15.4612476824,BC3
1028,2614238.1404,1267338.0908,225.19,257.248,240.594247682,15.4042476824,BC3
1029,2614240.7312,1267336.5782,225.247,257.2464,240.594247682,15.3472476824,BC3
1030,2614243.3182,1267335.0593,225.304,257.2464,240.594247682,15.2902476824,BC3
1031,2614245.9013,1267333.5337,225.361,257.2547,240.594247682,15.2332476824,BC3
1032,2614248.4805,1267332.0014,225.418,257.2547,240.594247682,15.1762476824,BC3
1033,2614251.0556,1267330.4623,225.475,257.2856,240.594247682,15.1192476824,BC3
1034,2614253.6265,1267328.9162,225.532,257.2262,240.594247682,15.0622476824,BC3
1035,2614256.1932,1267327.363,225.59,257.2552,240.713097219,15.1230972189,BC3
1036,2614258.7554,1267325.8026,225.647,257.2552,240.713097219,15.0660972189,BC3
1037,2614261.3131,1267324.2348,225.704,257.1932,240.713097219,15.0090972189,BC3
1038,2614261.5313,1267324.1005,225.709,257.1932,240.713097219,15.0040972189,BC3
1039,2614263.866,1267322.6596,225.761,257.1932,240.638732754,14.8777327542,BC3
1040,2614266.4145,1267321.0768,225.818,257.2363,240.638732754,14.8207327542,BC3
1041,2614268.9583,1267319.4865,225.875,257.2405,240.638732754,14.7637327542,BC3
1042,2614271.4974,1267317.8887,225.932,257.3515,240.638732754,14.7067327542,BC3
1043,2614274.0318,1267316.2835,225.989,257.3515,240.638732754,14.6497327542,BC3
1044,2614276.5615,1267314.6708,226.046,257.299,240.674399784,14.6283997842,BC3
