,Easting,Northing,Elevation,DTM,Rocksurface,delta_rocksurface_tunnelaxis,BoreClass
342,2612674.7496,1268595.5115,228.037,263.0636,238.528583264,10.4915832643,BC3
343,2612676.2397,1268592.9077,227.887,263.0849,238.528583264,10.6415832643,BC3
344,2612677.7298,1268590.3039,227.737,263.0849,238.6,10.863,BC3
345,2612679.2199,1268587.7002,227.587,263.0054,238.6,11.013,BC3
346,2612679.277,1268587.6003,227.581,263.0054,238.6,11.019,BC3
347,2612680.71,1268585.0964,227.438,263.1968,238.6,11.162,BC3
348,2612682.2001,1268582.4926,227.289,263.0381,238.6,11.311,BC3
349,2612683.6902,1268579.8889,227.141,262.9917,238.6,11.459,BC3
350,2612685.1803,1268577.2851,226.994,263.1348,238.6,11.606,BC3
351,2612686.6704,1268574.6813,226.848,263.0796,238.6,11.752,BC3
352,2612688.1605,1268572.0776,226.703,263.0796,238.6,11.897,BC3
353,2612689.6506,1268569.4738,226.559,263.1461,238.684691745,12.125691745,BC3
354,2612691.1407,1268566.87,226.415,263.158,238.684691745,12.269691745,BC3
355,2612692.6307,1268564.2663,226.273,263.0902,238.684691745,12.411691745,BC3
356,2612694.1208,1268561.6625,226.131,263.0902,238.684691745,12.553691745,BC3
357,2612695.6109,1268559.0587,225.991,263.1824,238.8,12.809,BC3
358,2612697.101,1268556.4549,225.851,263.1824,238.8,12.949,BC3
359,2612698.5911,1268553.8512,225.712,263.0327,238.8,13.088,BC3
360,2612700.0812,1268551.2474,225.574,263.2141,238.8,13.226,BC3
361,2612701.5713,1268548.6436,225.437,263.1578,238.86938349,13.4323834901,BC3
362,2612703.0614,1268546.0399,225.301,263.1578,238.86938349,13.5683834901,BC3
363,2612704.5515,1268543.4361,225.166,263.049,238.86938349,13.7033834901,BC3
364,2612706.0416,1268540.8323,225.031,263.2554,238.86938349,13.8383834901,BC3
365,2612707.5317,1268538.2286,224.898,263.1974,238.86938349,13.9713834901,BC3
366,2612709.0218,1268535.6248,224.765,263.1974,238.86938349,14.1043834901,BC3
367,2612710.5119,1268533.021,224.634,263.2567,238.86938349,14.2353834901,BC3
368,2612712.002,1268530.4173,224.503,263.2567,238.86938349,14.3663834901,BC3
369,2612713.4921,1268527.8135,224.373,263.1887,239.0,14.627,BC3
370,2612714.9822,1268525.2097,224.244,263.1887,239.0,14.756,BC3
371,2612716.4723,1268522.606,224.116,263.2267,239.080102531,14.9641025312,BC3
372,2612717.9624,1268520.0022,223.989,263.2267,239.080102531,15.0911025312,BC3
373,2612719.4525,1268517.3984,223.863,263.0771,239.080102531,15.2171025312,BC3
374,2612720.9426,1268514.7947,223.738,263.122,239.080102531,15.3421025312,BC3
375,2612722.4327,1268512.1909,223.613,263.122,239.080102531,15.4671025312,BC3
376,2612723.9228,1268509.5871,223.49,263.1236,239.080102531,15.5901025312,BC3
377,2612725.4129,1268506.9834,223.367,263.1819,239.106219952,15.7392199519,BC3
378,2612726.903,1268504.3796,223.245,263.261,239.106219952,15.8612199519,BC3
379,2612728.3931,1268501.7758,223.125,263.261,239.106219952,15.9812199519,BC3
380,2612729.8832,1268499.1721,223.005,263.1013,239.106219952,16.1012199519,BC3
381,2612731.3733,1268496.5683,222.886,263.2246,239.106219952,16.2202199519,BC3
382,2612732.8634,1268493.9645,222.768,263.1934,239.106219952,16.3382199519,BC3
383,2612734.3535,1268491.3608,222.65,263.1934,239.106219952,16.4562199519,BC3
384,2612735.8436,1268488.757,222.534,263.1832,239.106219952,16.5722199519,BC3
385,2612737.3337,1268486.1532,222.419,263.1832,239.2,16.781,BC3
386,2612738.8238,1268483.5494,222.304,263.1616,239.2,16.896,BC3
387,2612740.3139,1268480.9457,222.191,263.142,239.2,17.009,BC3
388,2612741.804,1268478.3419,222.078,263.3423,239.2,17.122,BC3
389,2612743.2941,1268475.7381,221.966,263.3423,239.2,17.234,BC3
390,2612744.7842,1268473.1344,221.855,263.2831,239.2,17.345,BC3
391,2612746.2743,1268470.5306,221.745,263.2639,239.2,17.455,BC3
392,2612747.7644,1268467.9268,221.636,263.301,239.2,17.564,BC3
393,2612749.2545,1268465.3231,221.528,263.301,239.194749695,17.6667496947,BC3
394,2612750.7446,1268462.7193,221.421,263.5874,239.194749695,17.7737496947,BC3
395,2612752.2347,1268460.1155,221.315,263.5874,239.194749695,17.8797496947,BC3
396,2612753.7248,1268457.5118,221.209,263.3326,239.194749695,17.9857496947,BC3
397,2612755.2149,1268454.908,221.105,263.3116,239.194749695,18.0897496947,BC3
398,2612756.705,1268452.3042,221.001,263.3116,239.194749695,18.1937496948,BC3
399,2612758.1951,1268449.7005,220.898,263.2885,239.215811966,18.3178119658,BC3
400,2612759.6852,1268447.0967,220.796,263.2885,239.215811966,18.4198119658,BC3
401,2612761.1753,1268444.4929,220.695,262.8943,239.227379931,18.5323799314,BC3
402,2612762.6654,1268441.8892,220.595,262.8943,239.227379931,18.6323799314,BC3
403,2612764.1555,1268439.2854,220.496,263.2923,239.227379931,18.7313799314,BC3
404,2612765.6456,1268436.6816,220.398,262.9656,239.227379931,18.8293799314,BC3
405,2612767.1357,1268434.0779,220.301,262.8666,239.227379931,18.9263799314,BC3
406,2612768.6258,1268431.4741,220.204,262.8666,239.227379931,19.0233799314,BC3
407,2612770.1159,1268428.8703,220.109,262.8535,239.227379931,19.1183799314,BC3
408,2612771.606,1268426.2666,220.014,262.8535,239.227379931,19.2133799314,BC3
409,2612773.0961,1268423.6628,219.92,262.8529,239.222016007,19.3020160074,BC3
410,2612776.0763,1268418.4552,219.736,262.8997,239.222016007,19.4860160074,BC3
411,2612777.5663,1268415.8515,219.645,262.8997,239.222016007,19.5770160074,BC3
412,2612779.0564,1268413.2477,219.554,262.9303,239.270809962,19.7168099619,BC3
413,2612780.5465,1268410.6439,219.465,263.0743,239.270809962,19.8058099619,BC3
414,2612782.0366,1268408.0402,219.377,263.2999,239.270809962,19.8938099619,BC3
415,2612783.5267,1268405.4364,219.29,263.2999,239.270809962,19.9808099619,BC3
416,2612785.0168,1268402.8326,219.203,261.5571,239.261174732,20.0581747322,BC3
417,2612786.5069,1268400.2289,219.117,261.5571,239.261174732,20.1441747322,BC3
418,2612787.997,1268397.6251,219.033,262.946,239.261174732,20.2281747322,BC3
419,2612789.4871,1268395.0213,218.949,262.946,239.261174732,20.3121747322,BC3
420,2612790.9772,1268392.4176,218.866,262.7934,239.261174732,20.3951747322,BC3
421,2612792.4673,1268389.8138,218.784,262.8589,239.261174732,20.4771747322,BC3
422,2612793.9574,1268387.21,218.703,262.8589,239.261174732,20.5581747322,BC3
423,2612795.4475,1268384.6063,218.623,263.813,239.261174732,20.6381747322,BC3
424,2612796.9376,1268382.0025,218.543,263.813,239.258160237,20.7151602374,BC3
425,2612798.4277,1268379.3987,218.465,262.8555,239.258160237,20.7931602374,BC3
426,2612799.9178,1268376.795,218.388,262.8555,239.305029062,20.9170290624,BC3
427,2612801.4079,1268374.1912,218.311,263.8342,239.305029062,20.9940290624,BC3
428,2612802.898,1268371.5874,218.235,263.8342,239.305029062,21.0700290624,BC3
429,2612803.277,1268370.9252,218.216,263.8342,239.305029062,21.0890290624,BC3
430,2612804.3881,1268368.9837,218.16,262.8915,239.305029062,21.1450290624,BC3
431,2612805.8782,1268366.3799,218.085,263.8058,239.305029062,21.2200290624,BC3
432,2612807.3683,1268363.7761,218.01,263.815,239.305029062,21.2950290624,BC3
433,2612808.8584,1268361.1724,217.935,263.815,239.306230054,21.3712300541,BC3
434,2612810.3485,1268358.5686,217.86,263.7896,239.306230054,21.4462300541,BC3
435,2612811.8386,1268355.9648,217.785,263.7896,239.306230054,21.5212300541,BC3
436,2612813.3287,1268353.3611,217.71,263.7949,239.306230054,21.5962300541,BC3
437,2612814.8188,1268350.7573,217.635,263.7949,239.306230054,21.6712300541,BC3
438,2612816.3089,1268348.1535,217.56,263.7769,239.306230054,21.7462300541,BC3
439,2612817.799,1268345.5497,217.485,263.7769,239.306230054,21.8212300541,BC3
440,2612819.2891,1268342.946,217.41,263.7775,239.306230054,21.8962300541,BC3
441,2612820.7792,1268340.3422,217.335,263.7678,239.333333333,21.9983333333,BC3
442,2612822.2693,1268337.7384,217.26,263.7746,239.333333333,22.0733333333,BC3
443,2612823.7594,1268335.1347,217.185,263.7746,239.333333333,22.1483333333,BC3
444,2612825.2495,1268332.5309,217.11,263.7735,239.333333333,22.2233333333,BC3
445,2612826.7396,1268329.9271,217.035,263.6704,239.333333333,22.2983333333,BC3
446,2612828.2297,1268327.3234,216.96,263.6704,239.333333333,22.3733333333,BC3
447,2612829.7198,1268324.7196,216.885,262.916,239.333333333,22.4483333333,BC3
448,2612831.2099,1268322.1158,216.81,262.7514,239.333333333,22.5233333333,BC3
449,2612832.7,1268319.5121,216.735,262.8978,239.357142857,22.6221428571,BC3
450,2612834.1901,1268316.9083,216.66,262.8978,239.357142857,22.6971428571,BC3
451,2612835.6802,1268314.3045,216.585,262.822,239.357142857,22.7721428571,BC3
452,2612837.1703,1268311.7008,216.51,262.822,239.357142857,22.8471428571,BC3
453,2612838.6604,1268309.097,216.435,262.9739,239.357142857,22.9221428571,BC3
454,2612840.1505,1268306.4932,216.36,262.8005,239.357142857,22.9971428571,BC3
455,2612841.6406,1268303.8895,216.285,262.9517,239.38925652,23.10425652,BC3
456,2612843.1307,1268301.2857,216.21,262.9517,239.38925652,23.17925652,BC3
457,2612844.6208,1268298.6819,216.135,262.8559,239.416261968,23.2812619675,BC3
458,2612846.1109,1268296.0782,216.06,262.9911,239.416261968,23.3562619675,BC3
459,2612847.601,1268293.4744,215.985,262.8534,239.416261968,23.4312619675,BC3
460,2612849.0911,1268290.8706,215.91,262.8534,239.416261968,23.5062619675,BC3
461,2612850.5812,1268288.2669,215.835,262.929,239.416261968,23.5812619675,BC3
462,2612852.0713,1268285.6631,215.76,262.929,239.416261968,23.6562619675,BC3
463,2612853.5614,1268283.0593,215.685,262.7926,239.416261968,23.7312619675,BC3
464,2612855.0515,1268280.4556,215.61,262.927,239.416261968,23.8062619675,BC3
465,2612856.5416,1268277.8518,215.535,262.7719,239.463841481,23.9288414811,BC3
466,2612858.0317,1268275.248,215.46,262.7719,239.463841481,24.0038414811,BC3
467,2612859.5218,1268272.6442,215.385,262.8404,239.463841481,24.0788414811,BC3
468,2612861.0118,1268270.0405,215.31,262.8843,239.463841481,24.1538414811,BC3
469,2612862.5019,1268267.4367,215.235,262.6891,239.486419105,24.2514191051,BC3
470,2612863.992,1268264.8329,215.16,262.8012,239.486419105,24.3264191051,BC3
471,2612865.4821,1268262.2292,215.085,262.7913,239.486419105,24.4014191051,BC3
472,2612866.9722,1268259.6254,215.01,262.6972,239.486419105,24.4764191051,BC3
473,2612868.4623,1268257.0216,214.935,262.6972,239.556361052,24.6213610519,BC3
474,2612869.9524,1268254.4179,214.86,262.7577,239.556361052,24.6963610519,BC3
475,2612871.4425,1268251.8141,214.785,262.8163,239.556361052,24.7713610519,BC3
476,2612872.9326,1268249.2103,214.71,262.7784,239.556361052,24.8463610519,BC3
477,2612874.4227,1268246.6066,214.635,262.7784,239.556361052,24.9213610519,BC3
478,2612875.9128,1268244.0028,214.56,262.7959,239.556361052,24.9963610519,BC3
479,2612877.4029,1268241.399,214.485,262.7959,239.556361052,25.0713610519,BC3
480,2612878.893,1268238.7953,214.41,262.8328,239.556361052,25.1463610519,BC3
481,2612880.3831,1268236.1915,214.335,262.8037,239.611242955,25.2762429546,BC3
482,2612881.7295,1268233.8388,214.268,262.7869,239.611242955,25.3432429546,BC3
483,2612881.8732,1268233.5877,214.26,262.7869,239.611242955,25.3512429546,BC3
484,2612884.8537,1268228.3804,214.11,262.7005,239.620351725,25.5103517251,BC3
485,2612886.3445,1268225.777,214.035,262.7309,239.620351725,25.5853517251,BC3
486,2612887.8358,1268223.1739,213.96,262.7851,239.620351725,25.6603517251,BC3
487,2612889.3279,1268220.5713,213.885,262.7851,239.620351725,25.7353517251,BC3
488,2612890.821,1268217.9693,213.81,262.7747,239.620351725,25.8103517251,BC3
489,2612892.3153,1268215.3679,213.735,262.7747,239.64814069,25.91314069,BC3
490,2612893.8109,1268212.7673,213.66,262.7161,239.64814069,25.98814069,BC3
491,2612895.3081,1268210.1676,213.585,262.8109,239.64814069,26.06314069,BC3
492,2612896.807,1268207.5689,213.51,262.7325,239.64814069,26.13814069,BC3
493,2612898.3078,1268204.9713,213.435,262.7585,239.64814069,26.21314069,BC3
494,2612899.8108,1268202.3749,213.36,262.7585,239.64814069,26.28814069,BC3
495,2612901.316,1268199.7799,213.285,262.808,239.64814069,26.36314069,BC3
496,2612902.8238,1268197.1863,213.21,262.808,239.64814069,26.43814069,BC3
497,2612904.3342,1268194.5943,213.135,262.7896,239.618097042,26.4830970421,BC3
498,2612905.8475,1268192.0039,213.06,262.8183,239.618097042,26.5580970421,BC3
499,2612907.3639,1268189.4154,212.985,262.7533,239.618097042,26.6330970421,BC3
500,2612908.8836,1268186.8287,212.91,262.7533,239.618097042,26.7080970421,BC3
501,2612910.4066,1268184.2441,212.835,262.7672,239.618097042,26.7830970421,BC3
502,2612911.9333,1268181.6616,212.76,262.7672,239.618097042,26.8580970421,BC3
503,2612913.4638,1268179.0814,212.685,262.8075,239.618097042,26.9330970421,BC3
504,2612914.9983,1268176.5035,212.61,262.8075,239.618097042,27.0080970421,BC3
505,2612916.537,1268173.9282,212.535,262.8412,239.6256784,27.0906783998,BC3
506,2612918.08,1268171.3554,212.46,262.8412,239.6256784,27.1656783998,BC3
507,2612919.6276,1268168.7854,212.385,262.8161,239.6256784,27.2406783998,BC3
508,2612921.18,1268166.2183,212.31,262.9201,239.6256784,27.3156783998,BC3
509,2612922.7372,1268163.6541,212.235,262.841,239.6256784,27.3906783998,BC3
510,2612924.2996,1268161.0931,212.16,262.841,239.555555556,27.3955555556,BC3
511,2612925.6945,1268158.8164,212.094,262.8883,239.555555556,27.4615555556,BC3
512,2612925.8672,1268158.5352,212.085,262.8883,239.555555556,27.4705555556,BC3
513,2612927.4403,1268155.9807,212.011,262.8883,239.555555556,27.5445555556,BC3
514,2612929.0191,1268153.4298,211.937,262.8079,239.559421752,27.6224217516,BC3
515,2612930.6036,1268150.8824,211.864,262.7924,239.559421752,27.6954217516,BC3
516,2612932.1942,1268148.3387,211.791,262.7393,239.559421752,27.7684217516,BC3
517,2612935.3941,1268143.2632,211.649,262.7514,239.559421752,27.9104217516,BC3
518,2612937.0037,1268140.7316,211.579,262.7514,239.559421752,27.9804217516,BC3
519,2612938.6201,1268138.2043,211.509,262.7794,239.559421752,28.0504217516,BC3
520,2612940.2433,1268135.6814,211.44,262.7348,239.559421752,28.1194217516,BC3
521,2612941.8736,1268133.163,211.372,262.7713,239.563866305,28.1918663053,BC3
522,2612943.5111,1268130.6494,211.305,262.7713,239.563866305,28.2588663053,BC3
523,2612945.156,1268128.1405,211.238,262.7579,239.466287138,28.2282871375,BC3
524,2612946.8085,1268125.6367,211.172,262.7579,239.466287138,28.2942871375,BC3
525,2612948.4687,1268123.1379,211.107,262.8011,239.466287138,28.3592871375,BC3
526,2612950.1368,1268120.6445,211.043,262.8201,239.466287138,28.4232871375,BC3
527,2612951.813,1268118.1564,210.979,262.8037,239.466287138,28.4872871375,BC3
528,2612953.4975,1268115.6739,210.916,262.8037,239.466287138,28.5502871375,BC3
529,2612955.1903,1268113.1972,210.853,262.7997,239.466287138,28.6132871375,BC3
530,2612956.8917,1268110.7263,210.792,262.7997,239.471392306,28.6793923062,BC3
531,2612958.6018,1268108.2614,210.731,262.7655,239.471392306,28.7403923062,BC3
532,2612958.7738,1268108.0144,210.725,262.7655,239.471392306,28.7463923062,BC3
533,2612960.3209,1268105.8024,210.671,262.896,239.471392306,28.8003923062,BC3
534,2612962.0488,1268103.35,210.611,262.7781,239.471392306,28.8603923062,BC3
535,2612963.7855,1268100.9038,210.553,262.7781,239.471392306,28.9183923062,BC3
536,2612965.531,1268098.4639,210.495,262.9668,239.373755126,28.878755126,BC3
537,2612967.2853,1268096.0303,210.437,262.9668,239.373755126,28.936755126,BC3
538,2612969.0484,1268093.6031,210.381,262.8468,239.373755126,28.992755126,BC3
539,2612970.8203,1268091.1822,210.325,262.8191,239.36265137,29.0376513703,BC3
540,2612972.6009,1268088.7678,210.27,262.9604,239.36265137,29.0926513703,BC3
541,2612974.3902,1268086.3598,210.216,262.9604,239.36265137,29.1466513703,BC3
542,2612976.1883,1268083.9584,210.162,262.8387,239.36265137,29.2006513703,BC3
543,2612977.9949,1268081.5634,210.109,262.8387,239.36265137,29.2536513703,BC3
544,2612979.8103,1268079.175,210.057,262.9881,239.36265137,29.3056513703,BC3
545,2612981.6342,1268076.7931,210.005,262.8918,239.36265137,29.3576513703,BC3
546,2612983.4668,1268074.4179,209.954,262.8689,239.36265137,29.4086513703,BC3
547,2612985.3079,1268072.0493,209.904,262.9046,239.36265137,29.4586513703,BC3
548,2612987.1576,1268069.6874,209.855,262.8564,239.276166805,29.4211668047,BC3
549,2612989.0158,1268067.3321,209.806,262.8564,239.276166805,29.4701668047,BC3
550,2612990.8825,1268064.9836,209.758,262.8444,239.276166805,29.5181668047,BC3
551,2612992.7577,1268062.6419,209.711,262.8444,239.276166805,29.5651668047,BC3
552,2612994.6413,1268060.307,209.665,262.8444,239.276166805,29.6111668047,BC3
553,2612996.5333,1268057.9789,209.619,262.7451,239.276166805,29.6571668047,BC3
554,2612998.4338,1268055.6576,209.574,262.7451,239.276166805,29.7021668047,BC3
555,2613000.3426,1268053.3432,209.53,262.7773,239.276166805,29.7461668047,BC3
556,2613002.2598,1268051.0358,209.486,262.7773,239.276166805,29.7901668047,BC3
557,2613004.1853,1268048.7352,209.443,262.7466,239.292911541,29.8499115407,BC3
558,2613006.1191,1268046.4417,209.401,262.7515,239.292911541,29.8919115407,BC3
559,2613008.0612,1268044.1552,209.36,262.7583,239.14645577,29.7864557704,BC3
560,2613010.0116,1268041.8757,209.319,263.09,239.14645577,29.8274557704,BC3
561,2613011.9702,1268039.6032,209.279,262.773,239.14645577,29.8674557704,BC3
562,2613013.9369,1268037.3379,209.24,262.773,239.14645577,29.9064557704,BC3
563,2613015.9119,1268035.0796,209.201,262.9814,239.14645577,29.9454557704,BC3
564,2613017.895,1268032.8286,209.163,262.771,239.14645577,29.9834557704,BC3
565,2613019.8862,1268030.5847,209.126,262.771,239.14645577,30.0204557704,BC3
566,2613021.8855,1268028.348,209.09,262.8827,239.207088459,30.1170884593,BC3
567,2613023.8929,1268026.1186,209.054,262.8827,239.207088459,30.1530884593,BC3
568,2613025.9084,1268023.8964,209.019,262.6887,239.207088459,30.1880884593,BC3
569,2613027.9318,1268021.6816,208.985,262.6887,239.125,30.14,BC3
570,2613032.0027,1268017.2738,208.919,262.6112,239.125,30.206,BC3
571,2613034.05,1268015.081,208.887,262.6112,239.125,30.238,BC3
572,2613036.1053,1268012.8957,208.856,262.6112,239.125,30.269,BC3
573,2613038.1684,1268010.7177,208.825,262.6112,239.125,30.3,BC3
574,2613040.2394,1268008.5473,208.795,262.8863,239.25,30.455,BC3
575,2613042.3183,1268006.3843,208.766,262.8863,239.25,30.484,BC3
576,2613044.4049,1268004.2289,208.737,262.9224,239.25,30.513,BC3
577,2613046.4993,1268002.081,208.71,262.7726,239.25,30.54,BC3
578,2613048.6015,1267999.9407,208.683,262.935,239.25,30.567,BC3
579,2613050.7114,1267997.808,208.656,262.8111,239.25,30.594,BC3
580,2613052.829,1267995.683,208.631,262.8111,239.25,30.619,BC3
581,2613054.9542,1267993.5656,208.606,262.8129,239.25,30.644,BC3
582,2613057.0871,1267991.4559,208.582,262.8693,239.25,30.668,BC3
583,2613059.2276,1267989.3539,208.558,262.8016,239.25,30.692,BC3
584,2613061.3757,1267987.2597,208.536,262.8447,239.375,30.839,BC3
585,2613063.5314,1267985.1733,208.514,262.8447,239.375,30.861,BC3
586,2613065.6946,1267983.0947,208.493,262.9063,239.375,30.882,BC3
587,2613067.8652,1267981.0239,208.472,262.9063,239.375,30.903,BC3
588,2613070.0434,1267978.961,208.452,262.8047,239.320344359,30.8683443589,BC3
589,2613072.2289,1267976.9059,208.433,262.8047,239.320344359,30.8873443589,BC3
590,2613074.4219,1267974.8588,208.415,262.7826,239.320344359,30.9053443589,BC3
591,2613076.6223,1267972.8196,208.397,262.7647,239.320344359,30.9233443589,BC3
592,2613078.8301,1267970.7884,208.38,262.7647,239.320344359,30.9403443589,BC3
593,2613081.0451,1267968.7651,208.364,262.7911,239.320344359,30.9563443589,BC3
594,2613083.2675,1267966.7499,208.348,262.7911,239.433620299,31.085620299,BC3
595,2613083.7237,1267966.338,208.345,262.7911,239.433620299,31.088620299,BC3
596,2613085.4971,1267964.7427,208.333,262.8169,239.433620299,31.100620299,BC3
597,2613087.734,1267962.7436,208.319,262.8169,239.433620299,31.114620299,BC3
598,2613089.9781,1267960.7526,208.304,262.8169,239.320344359,31.0163443589,BC3
599,2613092.2293,1267958.7698,208.289,262.8448,239.320344359,31.0313443589,BC3
600,2613094.4878,1267956.795,208.274,262.8448,239.320344359,31.0463443589,BC3
601,2613096.7533,1267954.8285,208.259,262.746,239.320344359,31.0613443589,BC3
602,2613099.0259,1267952.8701,208.244,262.746,239.320344359,31.0763443589,BC3
603,2613101.3056,1267950.92,208.229,262.921,239.320344359,31.0913443589,BC3
604,2613103.5924,1267948.9782,208.214,262.7625,239.320344359,31.1063443589,BC3
605,2613105.8861,1267947.0446,208.199,262.8985,239.320344359,31.1213443589,BC3
606,2613108.1868,1267945.1193,208.184,262.8985,239.566379701,31.382379701,BC3
607,2613110.4945,1267943.2023,208.169,263.0583,239.566379701,31.397379701,BC3
608,2613112.809,1267941.2937,208.154,263.0583,239.320344359,31.1663443589,BC3
609,2613115.1305,1267939.3935,208.139,262.9003,239.320344359,31.1813443589,BC3
610,2613117.4588,1267937.5017,208.124,262.9003,239.320344359,31.1963443589,BC3
611,2613119.7939,1267935.6183,208.109,262.9003,239.320344359,31.2113443589,BC3
612,2613122.1358,1267933.7433,208.094,262.8951,239.320344359,31.2263443589,BC3
613,2613124.4845,1267931.8769,208.079,262.8951,239.320344359,31.2413443589,BC3
614,2613126.8399,1267930.0189,208.064,262.5272,239.320344359,31.2563443589,BC3
615,2613129.202,1267928.1695,208.049,262.5704,239.320344359,31.2713443589,BC3
616,2613131.5708,1267926.3286,208.034,262.3905,239.256426599,31.2224265987,BC3
617,2613133.9462,1267924.4963,208.019,262.6363,239.320344359,31.3013443589,BC3
618,2613136.3282,1267922.6725,208.004,261.8797,239.320344359,31.3163443589,BC3
619,2613138.7169,1267920.8574,207.989,261.8797,239.320344359,31.3313443589,BC3
620,2613143.5137,1267917.2532,207.959,261.1158,239.320344359,31.3613443589,BC3
621,2613145.9218,1267915.4641,207.944,258.9587,239.320344359,31.3763443589,BC3
622,2613148.3364,1267913.6837,207.929,260.9368,239.320344359,31.3913443589,BC3
623,2613150.7574,1267911.9121,207.914,258.2578,239.320344359,31.4063443589,BC3
624,2613153.1848,1267910.1492,207.899,258.2578,239.256426599,31.3574265987,BC3
625,2613155.6186,1267908.3952,207.884,257.9923,239.256426599,31.3724265987,BC3
626,2613158.0586,1267906.6499,207.869,257.9923,239.256426599,31.3874265987,BC3
627,2613160.505,1267904.9134,207.854,257.8036,239.320344359,31.4663443589,BC3
628,2613162.9576,1267903.1858,207.839,257.8036,239.320344359,31.4813443589,BC3
629,2613165.4165,1267901.4671,207.824,257.7863,239.320344359,31.4963443589,BC3
630,2613167.8816,1267899.7573,207.809,257.7454,239.320344359,31.5113443589,BC3
631,2613170.3528,1267898.0564,207.794,257.8284,239.320344359,31.5263443589,BC3
632,2613172.8301,1267896.3644,207.779,257.8284,239.320344359,31.5413443589,BC3
633,2613175.3136,1267894.6815,207.764,257.8825,239.256426599,31.4924265987,BC3
634,2613177.8031,1267893.0075,207.749,257.8825,239.256426599,31.5074265987,BC3
635,2613180.2987,1267891.3425,207.734,257.89,239.256426599,31.5224265987,BC3
636,2613182.8002,1267889.6865,207.719,257.8768,239.256426599,31.5374265987,BC3
637,2613185.3077,1267888.0396,207.705,257.9996,239.256426599,31.5514265987,BC3
638,2613187.8212,1267886.4018,207.69,257.9996,239.256426599,31.5664265987,BC3
639,2613190.3406,1267884.773,207.675,257.92,239.256426599,31.5814265987,BC3
640,2613192.8658,1267883.1534,207.66,257.92,239.320344359,31.6603443589,BC3
641,2613195.3969,1267881.5429,207.645,258.169,239.256426599,31.6114265987,BC3
642,2613196.2644,1267880.9939,207.639,258.169,239.256426599,31.6174265987,BC3
643,2613197.9341,1267879.9414,207.63,258.1832,239.256426599,31.6264265987,BC3
644,2613200.4766,1267878.3491,207.615,258.2271,239.256426599,31.6414265987,BC3
645,2613203.0247,1267876.7657,207.6,258.2271,239.256426599,31.6564265987,BC3
646,2613205.5783,1267875.1911,207.585,258.2544,239.256426599,31.6714265987,BC3
647,2613208.137,1267873.6249,207.57,258.4418,239.256426599,31.6864265987,BC3
648,2613210.7009,1267872.0672,207.555,258.4499,239.256426599,31.7014265987,BC3
649,2613213.2697,1267870.5177,207.54,258.4499,239.256426599,31.7164265987,BC3
650,2613213.6143,1267870.3107,207.538,258.4499,239.256426599,31.7184265987,BC3
651,2613215.8434,1267868.9762,207.525,258.3028,239.160172179,31.6351721794,BC3
652,2613218.4218,1267867.4426,207.511,258.3028,239.160172179,31.6491721794,BC3
653,2613221.0047,1267865.9166,207.497,258.3728,239.160172179,31.6631721794,BC3
654,2613223.5921,1267864.3982,207.484,258.4262,239.160172179,31.6761721794,BC3
655,2613226.1837,1267862.8871,207.472,258.2936,239.27344812,31.8014481196,BC3
656,2613228.7795,1267861.3831,207.46,258.2936,239.27344812,31.8134481196,BC3
657,2613231.3793,1267859.8862,207.449,258.2683,239.27344812,31.8244481196,BC3
658,2613233.983,1267858.396,207.439,258.2683,239.27344812,31.8344481196,BC3
659,2613236.5905,1267856.9124,207.429,258.4685,239.150201827,31.7212018271,BC3
660,2613239.2017,1267855.4353,207.419,258.4685,239.150201827,31.7312018271,BC3
661,2613241.8163,1267853.9644,207.41,258.0211,239.150201827,31.7402018271,BC3
662,2613244.4344,1267852.4996,207.402,258.0211,239.150201827,31.7482018271,BC3
663,2613247.0557,1267851.0406,207.395,258.105,239.150201827,31.7552018271,BC3
664,2613249.6802,1267849.5874,207.388,258.0523,239.150201827,31.7622018271,BC3
665,2613252.3078,1267848.1396,207.382,258.0827,239.150201827,31.7682018271,BC3
666,2613254.9383,1267846.6972,207.376,258.0827,239.150201827,31.7742018271,BC3
667,2613257.5715,1267845.2599,207.371,258.3826,239.111111111,31.7401111111,BC3
668,2613260.2075,1267843.8275,207.366,258.0776,239.111111111,31.7451111111,BC3
669,2613262.8461,1267842.3999,207.362,258.0776,239.168053245,31.8060532446,BC3
670,2613265.4871,1267840.9769,207.359,259.8011,239.168053245,31.8090532446,BC3
671,2613268.1304,1267839.5582,207.356,258.9315,239.168053245,31.8120532446,BC3
672,2613270.7761,1267838.1437,207.354,259.8292,239.168053245,31.8140532446,BC3
673,2613273.4238,1267836.7332,207.352,259.8292,239.168053245,31.8160532446,BC3
674,2613276.0736,1267835.3266,207.351,259.8994,239.168053245,31.8170532446,BC3
675,2613278.7252,1267833.9235,207.351,259.8751,239.125,31.774,BC3
676,2613281.3787,1267832.5238,207.351,259.8802,239.125,31.774,BC3
677,2613284.0339,1267831.1274,207.352,259.8802,239.125,31.773,BC3
678,2613289.3489,1267828.3434,207.356,259.7826,239.125,31.769,BC3
679,2613292.0086,1267826.9555,207.358,259.843,239.125,31.767,BC3
680,2613294.6695,1267825.5701,207.362,259.843,239.125,31.763,BC3
681,2613297.3316,1267824.1869,207.366,259.1831,239.125,31.759,BC3
682,2613299.9947,1267822.8057,207.37,259.1831,239.0,31.63,BC3
