"Point","Type","Station","Northing","Easting","Elevation"
"206+560:1","PC","206+560","1268024.0030","2613022.6562","209.231"
"","","","","",""
"206+565:1","PC","206+565","1268020.2623","2613025.9738","209.174"
"","","","","",""
"206+570:1","PC","206+570","1268016.5415","2613029.3139","209.119"
"","","","","",""
"206+575","PC","206+575","1268012.8410","2613032.6763","209.066"
"","","","","",""
"206+580:2","PC","206+580","1268009.1608","2613036.0610","209.015"
"","","","","",""
"206+585","PC","206+585","1268005.5010","2613039.4678","208.966"
"","","","","",""
"206+590:1","PC","206+590","1268001.8619","2613042.8965","208.919"
"","","","","",""
"206+595:1","PC","206+595","1267998.2434","2613046.3472","208.874"
"","","","","",""
"206+600:2","PC","206+600","1267994.6458","2613049.8195","208.831"
"","","","","",""
"206+605","PC","206+605","1267991.0692","2613053.3135","208.790"
"","","","","",""
"206+610:2","PC","206+610","1267987.5137","2613056.8289","208.751"
"","","","","",""
"206+615","PC","206+615","1267983.9795","2613060.3657","208.714"
"","","","","",""
"206+620:1","PC","206+620","1267980.4666","2613063.9237","208.679"
"","","","","",""
"206+625:1","PC","206+625","1267976.9752","2613067.5029","208.646"
"","","","","",""
"206+630:1","PC","206+630","1267973.5054","2613071.1030","208.615"
"","","","","",""
"206+635","PC","206+635","1267970.0574","2613074.7239","208.586"
"","","","","",""
"EC4:3","PC","206+640","1267966.6313","2613078.3655","208.559"
"","","","","",""
"EC4:2","PC","206+643.612","1267964.1699","2613081.0090","208.540"
"","","","","",""
"206+645","PC","206+645","1267963.2272","2613082.0277","208.533"
"","","","","",""
"206+650:1","PC","206+650","1267959.8451","2613085.7104","208.506"
"","","","","",""
"206+655:1","PC","206+655","1267956.4854","2613089.4133","208.480"
"","","","","",""
"206+660:1","PC","206+660","1267953.1480","2613093.1365","208.454"
"","","","","",""
"206+665","PC","206+665","1267949.8330","2613096.8796","208.428"
"","","","","",""
"206+670:2","PC","206+670","1267946.5407","2613100.6427","208.401"
"","","","","",""
"206+675","PC","206+675","1267943.2712","2613104.4255","208.375"
"","","","","",""
"206+680:1","PC","206+680","1267940.0244","2613108.2280","208.349"
"","","","","",""
"206+685:1","PC","206+685","1267936.8007","2613112.0499","208.323"
"","","","","",""
"206+690:1","PC","206+690","1267933.6000","2613115.8912","208.297"
"","","","","",""
"206+695","PC","206+695","1267930.4225","2613119.7517","208.270"
"","","","","",""
"206+700:3","PC","206+700","1267927.2683","2613123.6313","208.244"
"","","","","",""
"206+705","PC","206+705","1267924.1376","2613127.5298","208.218"
"","","","","",""
"206+710:1","PC","206+710","1267921.0304","2613131.4471","208.191"
"","","","","",""
"206+715:1","PC","206+715","1267917.9469","2613135.3831","208.165"
"","","","","",""
"206+720:1","PC","206+720","1267914.8871","2613139.3375","208.139"
"","","","","",""
"206+725","PC","206+725","1267911.8512","2613143.3103","208.113"
"","","","","",""
"206+730:2","PC","206+730","1267908.8393","2613147.3014","208.087"
"","","","","",""
"206+735","PC","206+735","1267905.8515","2613151.3105","208.060"
"","","","","",""
"206+740:1","PC","206+740","1267902.8878","2613155.3375","208.034"
"","","","","",""
"206+745:1","PC","206+745","1267899.9485","2613159.3823","208.008"
"","","","","",""
"206+750:1","PC","206+750","1267897.0337","2613163.4447","207.982"
"","","","","",""
"206+755","PC","206+755","1267894.1433","2613167.5246","207.955"
"","","","","",""
"206+760:2","PC","206+760","1267891.2776","2613171.6219","207.929"
"","","","","",""
"206+765","PC","206+765","1267888.4366","2613175.7364","207.903"
"","","","","",""
"206+770:1","PC","206+770","1267885.6204","2613179.8679","207.876"
"","","","","",""
"BC5:5","PC","206+773.798","1267883.4980","2613183.0174","207.857"
"","","","","",""
"206+775:1","PC","206+775","1267882.8292","2613184.0162","207.850"
"","","","","",""
"206+780:1","PC","206+780","1267880.0631","2613188.1814","207.824"
"","","","","",""
"206+785","PC","206+785","1267877.3220","2613192.3631","207.798"
"","","","","",""
"206+790:2","PC","206+790","1267874.6062","2613196.5612","207.772"
"","","","","",""
"BC5:6","PC","206+791.126","1267873.9981","2613197.5089","207.766"
"","","","","",""
"206+795","PC","206+795","1267871.9158","2613200.7756","207.746"
"","","","","",""
"206+800:2","PC","206+800","1267869.2508","2613205.0062","207.722"
"","","","","",""
"518","CS","206+801.285","1267868.5700","2613206.0960","207.716"
"","","","","",""
"206+805:1","SP","206+805","1267866.6113","2613209.2526","207.699"
"","","","","",""
"206+810:1","SP","206+810","1267863.9967","2613213.5145","207.678"
"","","","","",""
"206+815","SP","206+815","1267861.4063","2613217.7912","207.659"
"","","","","",""
"206+820:2","SP","206+820","1267858.8394","2613222.0820","207.642"
"","","","","",""
"206+825","SP","206+825","1267856.2950","2613226.3862","207.626"
"","","","","",""
"206+830:1","SP","206+830","1267853.7724","2613230.7032","207.612"
"","","","","",""
"206+835:1","SP","206+835","1267851.2709","2613235.0324","207.599"
"","","","","",""
"206+840:1","SP","206+840","1267848.7894","2613239.3732","207.589"
"","","","","",""
"206+845","SP","206+845","1267846.3273","2613243.7250","207.579"
"","","","","",""
"206+850:2","SP","206+850","1267843.8837","2613248.0871","207.572"
"","","","","",""
"206+855","SP","206+855","1267841.4576","2613252.4591","207.566"
"","","","","",""
"206+860:1","SP","206+860","1267839.0484","2613256.8404","207.562"
"","","","","",""
"206+865:1","SP","206+865","1267836.6550","2613261.2304","207.560"
"","","","","",""
"206+870:1","SP","206+870","1267834.2767","2613265.6285","207.559"
"","","","","",""
"206+875","SP","206+875","1267831.9126","2613270.0343","207.560"
"","","","","",""
"206+880:2","SP","206+880","1267829.5618","2613274.4472","207.562"
"","","","","",""
"206+885","SP","206+885","1267827.2233","2613278.8667","207.566"
"","","","","",""
"206+890:1","SP","206+890","1267824.8965","2613283.2922","207.572"
"","","","","",""
"206+895:1","SP","206+895","1267822.5802","2613287.7234","207.580"
"","","","","",""
"206+900:2","SP","206+900","1267820.2737","2613292.1596","207.589"
"","","","","",""
"206+905","SP","206+905","1267817.9761","2613296.6004","207.600"
"","","","","",""
"206+910:2","SP","206+910","1267815.6864","2613301.0453","207.613"
"","","","","",""
"206+915","SP","206+915","1267813.4037","2613305.4939","207.627"
"","","","","",""
"206+920:1","SP","206+920","1267811.1273","2613309.9456","207.643"
"","","","","",""
"206+925:1","SP","206+925","1267808.8560","2613314.3999","207.660"
"","","","","",""
"206+930:1","SP","206+930","1267806.5891","2613318.8565","207.679"
"","","","","",""
"206+935","SP","206+935","1267804.3257","2613323.3149","207.700"
"","","","","",""
"206+940:2","SP","206+940","1267802.0647","2613327.7745","207.723"
"","","","","",""
"206+945","SP","206+945","1267799.8054","2613332.2349","207.747"
"","","","","",""
"813","ST","206+948.875","1267798.0550","2613335.6920","207.767"
"","","","","",""
"206+950:1","","206+950","1267797.5468","2613336.6957","207.773"
"","","","","",""
"206+955:1","","206+955","1267795.2883","2613341.1566","207.800"
"","","","","",""
"206+960:1","","206+960","1267793.0298","2613345.6174","207.830"
"","","","","",""
"206+965","","206+965","1267790.7712","2613350.0782","207.860"
"","","","","",""
"206+970:2","","206+970","1267788.5127","2613354.5391","207.893"
"","","","","",""
"206+975","","206+975","1267786.2542","2613358.9999","207.927"
"","","","","",""
"206+980:1","","206+980","1267783.9957","2613363.4607","207.963"
"","","","","",""
"206+985:1","","206+985","1267781.7371","2613367.9216","208.001"
"","","","","",""
"206+990:1","","206+990","1267779.4786","2613372.3824","208.040"
"","","","","",""
"206+995","","206+995","1267777.2201","2613376.8432","208.081"
"","","","","",""
"207+000:3","","207+000","1267774.9615","2613381.3041","208.123"
"","","","","",""
"207+005","","207+005","1267772.7030","2613385.7649","208.167"
"","","","","",""
"207+010:1","","207+010","1267770.4445","2613390.2257","208.213"
"","","","","",""
"207+015:1","","207+015","1267768.1860","2613394.6866","208.261"
"","","","","",""
"207+020:1","","207+020","1267765.9274","2613399.1474","208.310"
"","","","","",""
"207+025","","207+025","1267763.6689","2613403.6083","208.361"
"","","","","",""
"207+030:2","","207+030","1267761.4104","2613408.0691","208.414"
"","","","","",""
"EC5:3","","207+035","1267759.1519","2613412.5299","208.468"
"","","","","",""
"207+040:1","","207+040","1267756.8933","2613416.9908","208.523"
"","","","","",""
"207+045:1","","207+045","1267754.6348","2613421.4516","208.578"
"","","","","",""
"207+050:1","","207+050","1267752.3763","2613425.9124","208.633"
"","","","","",""
"207+055","","207+055","1267750.1177","2613430.3733","208.688"
"","","","","",""
"207+060:2","","207+060","1267747.8592","2613434.8341","208.743"
"","","","","",""
"207+065","","207+065","1267745.6007","2613439.2949","208.798"
"","","","","",""
"207+070:1","","207+070","1267743.3422","2613443.7558","208.853"
"","","","","",""
"207+075:1","","207+075","1267741.0836","2613448.2166","208.908"
"","","","","",""
"207+080:1","","207+080","1267738.8251","2613452.6774","208.963"
"","","","","",""
"207+085","","207+085","1267736.5666","2613457.1383","209.018"
"","","","","",""
"207+090:2","","207+090","1267734.3081","2613461.5991","209.073"
"","","","","",""
"207+095","","207+095","1267732.0495","2613466.0600","209.128"
"","","","","",""
"207+100:2","","207+100","1267729.7910","2613470.5208","209.183"
"","","","","",""
"207+105:1","","207+105","1267727.5325","2613474.9816","209.238"
"","","","","",""
"207+110:1","","207+110","1267725.2740","2613479.4425","209.293"
"","","","","",""
"207+115","","207+115","1267723.0154","2613483.9033","209.348"
"","","","","",""
"207+120:2","","207+120","1267720.7569","2613488.3641","209.403"
"","","","","",""
"207+125","","207+125","1267718.4984","2613492.8250","209.458"
"","","","","",""
"207+130:1","","207+130","1267716.2398","2613497.2858","209.513"
"","","","","",""
"EC5:2","","207+133.746","1267714.5478","2613500.6279","209.554"
"","","","","",""
"207+135:1","","207+135","1267713.9813","2613501.7466","209.568"
"","","","","",""
"207+140:1","","207+140","1267711.7228","2613506.2075","209.623"
"","","","","",""
"207+145","","207+145","1267709.4643","2613510.6683","209.678"
"","","","","",""
"207+150:2","","207+150","1267707.2057","2613515.1291","209.733"
"","","","","",""
"207+155","","207+155","1267704.9472","2613519.5900","209.788"
"","","","","",""
"207+160:1","","207+160","1267702.6887","2613524.0508","209.843"
"","","","","",""
"207+165:1","","207+165","1267700.4302","2613528.5117","209.898"
"","","","","",""
"207+170:1","","207+170","1267698.1716","2613532.9725","209.953"
"","","","","",""
"207+175","","207+175","1267695.9131","2613537.4333","210.008"
"","","","","",""
"207+180:2","","207+180","1267693.6546","2613541.8942","210.063"
"","","","","",""
"207+185","","207+185","1267691.3960","2613546.3550","210.118"
"","","","","",""
"207+190:1","","207+190","1267689.1375","2613550.8158","210.173"
"","","","","",""
"207+195:1","","207+195","1267686.8790","2613555.2767","210.228"
"","","","","",""
"207+200:2","","207+200","1267684.6205","2613559.7375","210.283"
"","","","","",""
"207+205","","207+205","1267682.3619","2613564.1983","210.338"
"","","","","",""
"207+210:2","","207+210","1267680.1034","2613568.6592","210.393"
"","","","","",""
"207+215","","207+215","1267677.8449","2613573.1200","210.448"
"","","","","",""
"207+220:1","","207+220","1267675.5864","2613577.5809","210.503"
"","","","","",""
"207+225:1","","207+225","1267673.3278","2613582.0417","210.558"
"","","","","",""
"207+230:1","","207+230","1267671.0693","2613586.5025","210.613"
"","","","","",""
"207+235","","207+235","1267668.8108","2613590.9634","210.668"
"","","","","",""
"207+240:2","","207+240","1267666.5522","2613595.4242","210.723"
"","","","","",""
"207+245","","207+245","1267664.2937","2613599.8850","210.778"
"","","","","",""
"207+250:1","","207+250","1267662.0352","2613604.3459","210.833"
"","","","","",""
"207+255:1","","207+255","1267659.7767","2613608.8067","210.888"
"","","","","",""
"207+260:1","","207+260","1267657.5181","2613613.2675","210.943"
"","","","","",""
"207+265","","207+265","1267655.2596","2613617.7284","210.998"
"","","","","",""
"207+270:2","","207+270","1267653.0011","2613622.1892","211.053"
"","","","","",""
"207+275","","207+275","1267650.7426","2613626.6500","211.108"
"","","","","",""
"207+280:1","","207+280","1267648.4840","2613631.1109","211.163"
"","","","","",""
"207+285:1","","207+285","1267646.2255","2613635.5717","211.218"
"","","","","",""
"207+290:1","","207+290","1267643.9670","2613640.0326","211.273"
"","","","","",""
"207+295","","207+295","1267641.7085","2613644.4934","211.328"
"","","","","",""
"207+300:3","","207+300","1267639.4499","2613648.9542","211.383"
"","","","","",""
"207+305","","207+305","1267637.1914","2613653.4151","211.438"
"","","","","",""
"207+310:1","","207+310","1267634.9329","2613657.8759","211.493"
"","","","","",""
"207+315:1","","207+315","1267632.6743","2613662.3367","211.548"
"","","","","",""
"207+320:1","","207+320","1267630.4158","2613666.7976","211.603"
"","","","","",""
"207+325","","207+325","1267628.1573","2613671.2584","211.658"
"","","","","",""
"207+330:2","","207+330","1267625.8988","2613675.7192","211.713"
"","","","","",""
"207+335","","207+335","1267623.6402","2613680.1801","211.768"
"","","","","",""
"207+340:1","","207+340","1267621.3817","2613684.6409","211.823"
"","","","","",""
"207+345:1","","207+345","1267619.1232","2613689.1017","211.878"
"","","","","",""
"207+350:1","","207+350","1267616.8647","2613693.5626","211.933"
"","","","","",""
"207+355","","207+355","1267614.6061","2613698.0234","211.988"
"","","","","",""
"207+360:2","","207+360","1267612.3476","2613702.4843","212.043"
"","","","","",""
"207+365","","207+365","1267610.0891","2613706.9451","212.098"
"","","","","",""
"207+370:1","","207+370","1267607.8305","2613711.4059","212.153"
"","","","","",""
"207+375:1","","207+375","1267605.5720","2613715.8668","212.208"
"","","","","",""
"207+380:1","","207+380","1267603.3135","2613720.3276","212.263"
"","","","","",""
"207+385","","207+385","1267601.0550","2613724.7884","212.318"
"","","","","",""
"207+390:2","","207+390","1267598.7964","2613729.2493","212.373"
"","","","","",""
"207+395","","207+395","1267596.5379","2613733.7101","212.428"
"","","","","",""
"207+400:2","","207+400","1267594.2794","2613738.1709","212.483"
"","","","","",""
"207+405:1","","207+405","1267592.0209","2613742.6318","212.538"
"","","","","",""
"207+410:1","","207+410","1267589.7623","2613747.0926","212.593"
"","","","","",""
"207+415","","207+415","1267587.5038","2613751.5534","212.648"
"","","","","",""
"207+420:2","","207+420","1267585.2453","2613756.0143","212.703"
"","","","","",""
"207+425","","207+425","1267582.9867","2613760.4751","212.758"
"","","","","",""
"207+430:1","","207+430","1267580.7282","2613764.9360","212.813"
"","","","","",""
"207+435:1","","207+435","1267578.4697","2613769.3968","212.868"
"","","","","",""
"207+440:1","","207+440","1267576.2112","2613773.8576","212.923"
"","","","","",""
"207+445","","207+445","1267573.9526","2613778.3185","212.978"
"","","","","",""
"207+450:2","","207+450","1267571.6941","2613782.7793","213.033"
"","","","","",""
"207+455","","207+455","1267569.4356","2613787.2401","213.088"
"","","","","",""
"207+460:1","","207+460","1267567.1771","2613791.7010","213.143"
"","","","","",""
"207+465:1","","207+465","1267564.9185","2613796.1618","213.198"
"","","","","",""
"207+470:1","","207+470","1267562.6600","2613800.6226","213.253"
"","","","","",""
"207+475","","207+475","1267560.4015","2613805.0835","213.308"
"","","","","",""
"207+480:2","","207+480","1267558.1430","2613809.5443","213.363"
"","","","","",""
"207+485","","207+485","1267555.8844","2613814.0051","213.418"
"","","","","",""
"207+490:1","","207+490","1267553.6259","2613818.4660","213.473"
"","","","","",""
"207+495:1","","207+495","1267551.3674","2613822.9268","213.528"
"","","","","",""
"207+500:2","","207+500","1267549.1088","2613827.3877","213.583"
"","","","","",""
"207+505","","207+505","1267546.8503","2613831.8485","213.638"
"","","","","",""
"207+510:2","","207+510","1267544.5918","2613836.3093","213.693"
"","","","","",""
"207+515","","207+515","1267542.3333","2613840.7702","213.748"
"","","","","",""
"207+520:1","","207+520","1267540.0747","2613845.2310","213.803"
"","","","","",""
"207+525:1","","207+525","1267537.8162","2613849.6918","213.858"
"","","","","",""
"207+530:1","","207+530","1267535.5577","2613854.1527","213.913"
"","","","","",""
"207+535","","207+535","1267533.2992","2613858.6135","213.968"
"","","","","",""
"207+540:2","","207+540","1267531.0406","2613863.0743","214.023"
"","","","","",""
"207+545","","207+545","1267528.7821","2613867.5352","214.078"
"","","","","",""
"207+550:1","","207+550","1267526.5236","2613871.9960","214.133"
"","","","","",""
"207+555:1","","207+555","1267524.2650","2613876.4568","214.188"
"","","","","",""
"207+560:1","","207+560","1267522.0065","2613880.9177","214.243"
"","","","","",""
"207+565","","207+565","1267519.7480","2613885.3785","214.298"
"","","","","",""
"207+570:2","","207+570","1267517.4895","2613889.8394","214.353"
"","","","","",""
"207+575","","207+575","1267515.2309","2613894.3002","214.408"
"","","","","",""
"207+580:1","","207+580","1267512.9724","2613898.7610","214.463"
"","","","","",""
"207+585:1","","207+585","1267510.7139","2613903.2219","214.518"
"","","","","",""
"207+590:1","","207+590","1267508.4554","2613907.6827","214.573"
"","","","","",""
"207+595","","207+595","1267506.1968","2613912.1435","214.628"
"","","","","",""
"207+600:3","","207+600","1267503.9383","2613916.6044","214.683"
"","","","","",""
"207+605","","207+605","1267501.6798","2613921.0652","214.738"
"","","","","",""
"207+610:1","","207+610","1267499.4212","2613925.5260","214.793"
"","","","","",""
"207+615:1","","207+615","1267497.1627","2613929.9869","214.848"
"","","","","",""
"207+620:1","","207+620","1267494.9042","2613934.4477","214.903"
"","","","","",""
"207+625","","207+625","1267492.6457","2613938.9085","214.958"
"","","","","",""
"207+630:2","","207+630","1267490.3871","2613943.3694","215.013"
"","","","","",""
"207+635","","207+635","1267488.1286","2613947.8302","215.068"
"","","","","",""
"207+640:1","","207+640","1267485.8701","2613952.2911","215.123"
"","","","","",""
"207+645:1","","207+645","1267483.6116","2613956.7519","215.178"
"","","","","",""
"207+650:1","","207+650","1267481.3530","2613961.2127","215.233"
"","","","","",""
"207+655","","207+655","1267479.0945","2613965.6736","215.288"
"","","","","",""
"207+660:2","","207+660","1267476.8360","2613970.1344","215.343"
"","","","","",""
"207+665","","207+665","1267474.5775","2613974.5952","215.398"
"","","","","",""
"207+670:1","","207+670","1267472.3189","2613979.0561","215.453"
"","","","","",""
"207+675:1","","207+675","1267470.0604","2613983.5169","215.508"
"","","","","",""
"207+680:1","","207+680","1267467.8019","2613987.9777","215.563"
"","","","","",""
"207+685","","207+685","1267465.5433","2613992.4386","215.618"
"","","","","",""
"207+690:2","","207+690","1267463.2848","2613996.8994","215.673"
"","","","","",""
"207+695","","207+695","1267461.0263","2614001.3602","215.728"
"","","","","",""
"207+700:2","","207+700","1267458.7678","2614005.8211","215.783"
"","","","","",""
"207+705:1","","207+705","1267456.5092","2614010.2819","215.838"
"","","","","",""
"207+710:1","","207+710","1267454.2507","2614014.7428","215.893"
"","","","","",""
"207+715","","207+715","1267451.9922","2614019.2036","215.948"
"","","","","",""
"207+720:2","","207+720","1267449.7337","2614023.6644","216.003"
"","","","","",""
"207+725","","207+725","1267447.4751","2614028.1253","216.058"
"","","","","",""
"207+730:1","","207+730","1267445.2166","2614032.5861","216.113"
"","","","","",""
"207+735:1","","207+735","1267442.9581","2614037.0469","216.168"
"","","","","",""
"207+740:1","","207+740","1267440.6995","2614041.5078","216.223"
"","","","","",""
"207+745","","207+745","1267438.4410","2614045.9686","216.278"
"","","","","",""
"207+750:2","","207+750","1267436.1825","2614050.4294","216.333"
"","","","","",""
"207+755","","207+755","1267433.9240","2614054.8903","216.388"
"","","","","",""
"207+760:1","","207+760","1267431.6654","2614059.3511","216.443"
"","","","","",""
"207+765:1","","207+765","1267429.4069","2614063.8119","216.498"
"","","","","",""
"207+770:1","","207+770","1267427.1484","2614068.2728","216.553"
"","","","","",""
"207+775","","207+775","1267424.8899","2614072.7336","216.608"
"","","","","",""
"207+780:2","","207+780","1267422.6313","2614077.1945","216.663"
"","","","","",""
"207+785","","207+785","1267420.3728","2614081.6553","216.718"
"","","","","",""
"207+790:1","","207+790","1267418.1143","2614086.1161","216.773"
"","","","","",""
"207+795:1","","207+795","1267415.8557","2614090.5770","216.828"
"","","","","",""
"207+800:2","","207+800","1267413.5972","2614095.0378","216.883"
"","","","","",""
"207+805","","207+805","1267411.3387","2614099.4986","216.938"
"","","","","",""
"207+810:2","","207+810","1267409.0802","2614103.9595","216.993"
"","","","","",""
"207+815","","207+815","1267406.8216","2614108.4203","217.048"
"","","","","",""
"207+820:1","","207+820","1267404.5631","2614112.8811","217.103"
"","","","","",""
"814","TS","207+821.189","1267404.0260","2614113.9420","217.116"
"","","","","",""
"207+825:1","SP","207+825","1267402.3045","2614117.3419","217.158"
"","","","","",""
"207+830:1","SP","207+830","1267400.0454","2614121.8025","217.213"
"","","","","",""
"207+835","SP","207+835","1267397.7852","2614126.2625","217.268"
"","","","","",""
"207+840:2","SP","207+840","1267395.5231","2614130.7215","217.323"
"","","","","",""
"207+845","SP","207+845","1267393.2586","2614135.1793","217.378"
"","","","","",""
"207+850:1","SP","207+850","1267390.9909","2614139.6355","217.433"
"","","","","",""
"207+855:1","SP","207+855","1267388.7195","2614144.0898","217.488"
"","","","","",""
"207+860:1","SP","207+860","1267386.4436","2614148.5418","217.543"
"","","","","",""
"207+865","SP","207+865","1267384.1627","2614152.9912","217.598"
"","","","","",""
"207+870:2","SP","207+870","1267381.8760","2614157.4377","217.653"
"","","","","",""
"207+875","SP","207+875","1267379.5829","2614161.8808","217.708"
"","","","","",""
"207+880:1","SP","207+880","1267377.2828","2614166.3204","217.763"
"","","","","",""
"207+885:1","SP","207+885","1267374.9751","2614170.7559","217.818"
"","","","","",""
"207+890:1","SP","207+890","1267372.6590","2614175.1872","217.873"
"","","","","",""
"207+895","SP","207+895","1267370.3339","2614179.6137","217.928"
"","","","","",""
"207+900:3","SP","207+900","1267367.9992","2614184.0351","217.983"
"","","","","",""
"207+905","SP","207+905","1267365.6543","2614188.4512","218.038"
"","","","","",""
"207+910:1","SP","207+910","1267363.2985","2614192.8614","218.093"
"","","","","",""
"207+915:1","SP","207+915","1267360.9312","2614197.2655","218.148"
"","","","","",""
"207+920:1","SP","207+920","1267358.5517","2614201.6630","218.203"
"","","","","",""
"207+925","SP","207+925","1267356.1594","2614206.0535","218.258"
"","","","","",""
"207+930:2","SP","207+930","1267353.7538","2614210.4368","218.313"
"","","","","",""
"207+935","SP","207+935","1267351.3341","2614214.8123","218.368"
"","","","","",""
"207+940:1","SP","207+940","1267348.8998","2614219.1797","218.423"
"","","","","",""
"207+945:1","SP","207+945","1267346.4503","2614223.5386","218.478"
"","","","","",""
"207+950:1","SP","207+950","1267343.9848","2614227.8885","218.533"
"","","","","",""
"207+955","SP","207+955","1267341.5030","2614232.2290","218.588"
"","","","","",""
"207+960:2","SP","207+960","1267339.0040","2614236.5597","218.643"
"","","","","",""
"207+965","SP","207+965","1267336.4874","2614240.8802","218.698"
"","","","","",""
"207+970:1","SP","207+970","1267333.9525","2614245.1900","218.753"
"","","","","",""
"207+975:1","SP","207+975","1267331.3987","2614249.4886","218.808"
"","","","","",""
"207+980:1","SP","207+980","1267328.8256","2614253.7757","218.863"
"","","","","",""
"207+985","SP","207+985","1267326.2324","2614258.0507","218.918"
"","","","","",""
"1127","SC","207+987.783","1267324.7800","2614260.4250","218.948"
"","","","","",""
"207+990:2","PC","207+990","1267323.6185","2614262.3133","218.973"
"","","","","",""
"207+995","PC","207+995","1267320.9840","2614266.5629","219.028"
"","","","","",""
"208+000:2","PC","208+000","1267318.3286","2614270.7995","219.083"
"","","","","",""
"208+005:1","PC","208+005","1267315.6525","2614275.0231","219.138"
"","","","","",""
"208+010:1","PC","208+010","1267312.9558","2614279.2335","219.193"
"","","","","",""
"BC6:5","PC","208+015","1267310.2384","2614283.4306","219.248"
"","","","","",""
"208+020:2","PC","208+020","1267307.5005","2614287.6144","219.305"
"","","","","",""
"208+025","PC","208+025","1267304.7421","2614291.7846","219.365"
"","","","","",""
"208+030:1","PC","208+030","1267301.9633","2614295.9413","219.429"
"","","","","",""
"208+035:1","PC","208+035","1267299.1641","2614300.0844","219.496"
"","","","","",""
"208+040:1","PC","208+040","1267296.3447","2614304.2136","219.566"
"","","","","",""
"208+045","PC","208+045","1267293.5051","2614308.3290","219.640"
"","","","","",""
"208+050:2","PC","208+050","1267290.6453","2614312.4305","219.717"
"","","","","",""
"208+055","PC","208+055","1267287.7655","2614316.5178","219.797"
"","","","","",""
"BC6:4","PC","208+060","1267284.8656","2614320.5910","219.880"
"","","","","",""
"208+065:1","PC","208+065","1267281.9459","2614324.6499","219.967"
"","","","","",""
"208+070:1","PC","208+070","1267279.0062","2614328.6945","220.058"
"","","","","",""
"208+075","PC","208+075","1267276.0468","2614332.7246","220.151"
"","","","","",""
"208+080:2","PC","208+080","1267273.0677","2614336.7402","220.248"
"","","","","",""
"208+085","PC","208+085","1267270.0689","2614340.7411","220.348"
"","","","","",""
"208+090:1","PC","208+090","1267267.0505","2614344.7272","220.452"
"","","","","",""
"208+095:1","PC","208+095","1267264.0126","2614348.6985","220.559"
"","","","","",""
"208+100:2","PC","208+100","1267260.9553","2614352.6549","220.669"
"","","","","",""
"208+105","PC","208+105","1267257.8787","2614356.5962","220.782"
"","","","","",""
"208+110:2","PC","208+110","1267254.7827","2614360.5224","220.899"
"","","","","",""
"208+115","PC","208+115","1267251.6676","2614364.4334","221.019"
"","","","","",""
"208+120:1","PC","208+120","1267248.5333","2614368.3291","221.143"
"","","","","",""
"208+125:1","PC","208+125","1267245.3799","2614372.2093","221.270"
"","","","","",""
"208+130:1","PC","208+130","1267242.2076","2614376.0741","221.400"
"","","","","",""
"208+135","PC","208+135","1267239.0164","2614379.9232","221.533"
"","","","","",""
"208+140:2","PC","208+140","1267235.8063","2614383.7567","221.670"
"","","","","",""
"208+145","PC","208+145","1267232.5775","2614387.5744","221.810"
"","","","","",""
"208+150:1","PC","208+150","1267229.3300","2614391.3762","221.954"
"","","","","",""
"208+155:1","PC","208+155","1267226.0639","2614395.1620","222.101"
"","","","","",""
"208+160:1","PC","208+160","1267222.7793","2614398.9318","222.251"
"","","","","",""
"208+165","PC","208+165","1267219.4763","2614402.6855","222.404"
"","","","","",""
"208+170:2","PC","208+170","1267216.1549","2614406.4229","222.561"
"","","","","",""
"208+175","PC","208+175","1267212.8152","2614410.1440","222.721"
"","","","","",""
"208+180:1","PC","208+180","1267209.4573","2614413.8486","222.884"
"","","","","",""
"208+185:1","PC","208+185","1267206.0813","2614417.5368","223.051"
"","","","","",""
"208+190:1","PC","208+190","1267202.6872","2614421.2083","223.221"
"","","","","",""
"208+195","PC","208+195","1267199.2752","2614424.8632","223.394"
"","","","","",""
"208+200:3","PC","208+200","1267195.8454","2614428.5013","223.571"
"","","","","",""
"208+205","PC","208+205","1267192.3977","2614432.1226","223.751"
"","","","","",""
"208+210:1","PC","208+210","1267188.9323","2614435.7269","223.935"
"","","","","",""
"208+215:1","PC","208+215","1267185.4493","2614439.3142","224.121"
"","","","","",""
"208+220:1","PC","208+220","1267181.9487","2614442.8844","224.311"
"","","","","",""
"208+225","PC","208+225","1267178.4307","2614446.4373","224.505"
"","","","","",""
"208+230:2","PC","208+230","1267174.8954","2614449.9730","224.701"
"","","","","",""
"1128","CS","208+232.279","1267173.2780","2614451.5790","224.792"
"","","","","",""
"208+235","SP","208+235","1267171.3427","2614453.4913","224.901"
"","","","","",""
"208+240:1","SP","208+240","1267167.7723","2614456.9916","225.105"
"","","","","",""
"208+245:1","SP","208+245","1267164.1830","2614460.4726","225.311"
"","","","","",""
"1190","SC","208+248.75","1267161.4780","2614463.0700","225.468"
"","","","","",""
"208+250:1","PC","208+250","1267160.5740","2614463.9329","225.521"
"","","","","",""
"208+255","PC","208+255","1267156.9443","2614467.3717","225.734"
"","","","","",""
"208+260:2","PC","208+260","1267153.2943","2614470.7889","225.951"
"","","","","",""
"208+265","PC","208+265","1267149.6240","2614474.1843","226.171"
"","","","","",""
"208+270:1","PC","208+270","1267145.9335","2614477.5578","226.394"
"","","","","",""
"208+275:1","PC","208+275","1267142.2230","2614480.9092","226.621"
"","","","","",""
"208+280:1","PC","208+280","1267138.4926","2614484.2385","226.851"
