,Station,Easting,Northing,Elevation,Alignment_Station_real
1025,206+376,2612916.537,1268173.928,212.535,206376.0
1027,206+379,2612918.08,1268171.355,212.46,206379.0
1029,206+382,2612919.628,1268168.785,212.385,206382.0
1031,206+385,2612921.18,1268166.218,212.31,206385.0
1033,206+388,2612922.737,1268163.654,212.235,206388.0
1035,206+391,2612924.3,1268161.093,212.16,206391.0
1037,206+393.67,2612925.694,1268158.816,212.094,206393.67
1039,206+394,2612925.867,1268158.535,212.085,206394.0
1041,206+397,2612927.44,1268155.981,212.011,206397.0
1043,206+400,2612929.019,1268153.43,211.937,206400.0
1045,206+403,2612930.604,1268150.882,211.864,206403.0
1047,206+406,2612932.194,1268148.339,211.791,206406.0
1049,206+409,2612933.791,1268145.799,211.72,206409.0
1051,206+412,2612935.394,1268143.263,211.649,206412.0
1053,206+415,2612937.004,1268140.732,211.579,206415.0
1055,206+418,2612938.62,1268138.204,211.509,206418.0
1057,206+421,2612940.243,1268135.681,211.44,206421.0
1059,206+424,2612941.874,1268133.163,211.372,206424.0
1061,206+427,2612943.511,1268130.649,211.305,206427.0
1063,206+430,2612945.156,1268128.14,211.238,206430.0
1065,206+433,2612946.808,1268125.637,211.172,206433.0
1067,206+436,2612948.469,1268123.138,211.107,206436.0
1069,206+439,2612950.137,1268120.644,211.043,206439.0
1071,206+442,2612951.813,1268118.156,210.979,206442.0
1073,206+445,2612953.498,1268115.674,210.916,206445.0
1075,206+448,2612955.19,1268113.197,210.853,206448.0
1077,206+451,2612956.892,1268110.726,210.792,206451.0
1079,206+454,2612958.602,1268108.261,210.731,206454.0
1081,206+454.301,2612958.774,1268108.014,210.725,206454.301
1083,206+457,2612960.321,1268105.802,210.671,206457.0
1085,206+460,2612962.049,1268103.35,210.611,206460.0
1087,206+463,2612963.786,1268100.904,210.553,206463.0
1089,206+466,2612965.531,1268098.464,210.495,206466.0
1091,206+469,2612967.285,1268096.03,210.437,206469.0
1093,206+472,2612969.048,1268093.603,210.381,206472.0
1095,206+475,2612970.82,1268091.182,210.325,206475.0
1097,206+478,2612972.601,1268088.768,210.27,206478.0
1099,206+481,2612974.39,1268086.36,210.216,206481.0
1101,206+484,2612976.188,1268083.958,210.162,206484.0
1103,206+487,2612977.995,1268081.563,210.109,206487.0
1105,206+490,2612979.81,1268079.175,210.057,206490.0
1107,206+493,2612981.634,1268076.793,210.005,206493.0
1109,206+496,2612983.467,1268074.418,209.954,206496.0
1111,206+499,2612985.308,1268072.049,209.904,206499.0
1113,206+502,2612987.158,1268069.687,209.855,206502.0
1115,206+505,2612989.016,1268067.332,209.806,206505.0
1117,206+508,2612990.882,1268064.984,209.758,206508.0
1119,206+511,2612992.758,1268062.642,209.711,206511.0
1121,206+514,2612994.641,1268060.307,209.665,206514.0
1123,206+517,2612996.533,1268057.979,209.619,206517.0
1125,206+520,2612998.434,1268055.658,209.574,206520.0
1127,206+523,2613000.343,1268053.343,209.53,206523.0
1129,206+526,2613002.26,1268051.036,209.486,206526.0
1131,206+529,2613004.185,1268048.735,209.443,206529.0
1133,206+532,2613006.119,1268046.442,209.401,206532.0
1135,206+535,2613008.061,1268044.155,209.36,206535.0
1137,206+538,2613010.012,1268041.876,209.319,206538.0
1139,206+541,2613011.97,1268039.603,209.279,206541.0
1141,206+544,2613013.937,1268037.338,209.24,206544.0
1143,206+547,2613015.912,1268035.08,209.201,206547.0
1145,206+550,2613017.895,1268032.829,209.163,206550.0
1147,206+553,2613019.886,1268030.585,209.126,206553.0
1149,206+556,2613021.886,1268028.348,209.09,206556.0
1151,206+559,2613023.893,1268026.119,209.054,206559.0
1153,206+562,2613025.908,1268023.896,209.019,206562.0
1155,206+565,2613027.932,1268021.682,208.985,206565.0
1157,206+568,2613029.963,1268019.474,208.952,206568.0
1159,206+571,2613032.003,1268017.274,208.919,206571.0
1161,206+574,2613034.05,1268015.081,208.887,206574.0
1163,206+577,2613036.105,1268012.896,208.856,206577.0
1165,206+580,2613038.168,1268010.718,208.825,206580.0
1167,206+583,2613040.239,1268008.547,208.795,206583.0
1169,206+586,2613042.318,1268006.384,208.766,206586.0
1171,206+589,2613044.405,1268004.229,208.737,206589.0
1173,206+592,2613046.499,1268002.081,208.71,206592.0
1175,206+595,2613048.602,1267999.941,208.683,206595.0
1177,206+598,2613050.711,1267997.808,208.656,206598.0
1179,206+601,2613052.829,1267995.683,208.631,206601.0
1181,206+604,2613054.954,1267993.566,208.606,206604.0
1183,206+607,2613057.087,1267991.456,208.582,206607.0
1185,206+610,2613059.228,1267989.354,208.558,206610.0
1187,206+613,2613061.376,1267987.26,208.536,206613.0
1189,206+616,2613063.531,1267985.173,208.514,206616.0
1191,206+619,2613065.695,1267983.095,208.493,206619.0
1193,206+622,2613067.865,1267981.024,208.472,206622.0
1195,206+625,2613070.043,1267978.961,208.452,206625.0
1197,206+628,2613072.229,1267976.906,208.433,206628.0
1199,206+631,2613074.422,1267974.859,208.415,206631.0
1201,206+634,2613076.622,1267972.82,208.397,206634.0
1203,206+637,2613078.83,1267970.788,208.38,206637.0
1205,206+640,2613081.045,1267968.765,208.364,206640.0
1207,206+643,2613083.268,1267966.75,208.348,206643.0
1209,206+643.615,2613083.724,1267966.338,208.345,206643.615
1211,206+646,2613085.497,1267964.743,208.333,206646.0
1213,206+649,2613087.734,1267962.744,208.319,206649.0
1215,206+652,2613089.978,1267960.753,208.304,206652.0
1217,206+655,2613092.229,1267958.77,208.289,206655.0
1219,206+658,2613094.488,1267956.795,208.274,206658.0
1221,206+661,2613096.753,1267954.828,208.259,206661.0
1223,206+664,2613099.026,1267952.87,208.244,206664.0
1225,206+667,2613101.306,1267950.92,208.229,206667.0
1227,206+670,2613103.592,1267948.978,208.214,206670.0
1229,206+673,2613105.886,1267947.045,208.199,206673.0
1231,206+676,2613108.187,1267945.119,208.184,206676.0
1233,206+679,2613110.494,1267943.202,208.169,206679.0
1235,206+682,2613112.809,1267941.294,208.154,206682.0
1237,206+685,2613115.13,1267939.394,208.139,206685.0
1239,206+688,2613117.459,1267937.502,208.124,206688.0
1241,206+691,2613119.794,1267935.618,208.109,206691.0
1243,206+694,2613122.136,1267933.743,208.094,206694.0
1245,206+697,2613124.484,1267931.877,208.079,206697.0
1247,206+700,2613126.84,1267930.019,208.064,206700.0
1249,206+703,2613129.202,1267928.17,208.049,206703.0
1251,206+706,2613131.571,1267926.329,208.034,206706.0
1253,206+709,2613133.946,1267924.496,208.019,206709.0
1255,206+712,2613136.328,1267922.672,208.004,206712.0
1257,206+715,2613138.717,1267920.857,207.989,206715.0
1259,206+718,2613141.112,1267919.051,207.974,206718.0
1261,206+721,2613143.514,1267917.253,207.959,206721.0
1263,206+724,2613145.922,1267915.464,207.944,206724.0
1265,206+727,2613148.336,1267913.684,207.929,206727.0
1267,206+730,2613150.757,1267911.912,207.914,206730.0
1269,206+733,2613153.185,1267910.149,207.899,206733.0
1271,206+736,2613155.619,1267908.395,207.884,206736.0
1273,206+739,2613158.059,1267906.65,207.869,206739.0
1275,206+742,2613160.505,1267904.913,207.854,206742.0
1277,206+745,2613162.958,1267903.186,207.839,206745.0
1279,206+748,2613165.416,1267901.467,207.824,206748.0
1281,206+751,2613167.882,1267899.757,207.809,206751.0
1283,206+754,2613170.353,1267898.056,207.794,206754.0
1285,206+757,2613172.83,1267896.364,207.779,206757.0
1287,206+760,2613175.314,1267894.682,207.764,206760.0
1289,206+763,2613177.803,1267893.008,207.749,206763.0
1291,206+766,2613180.299,1267891.342,207.734,206766.0
1293,206+769,2613182.8,1267889.686,207.719,206769.0
1295,206+772,2613185.308,1267888.04,207.705,206772.0
1297,206+775,2613187.821,1267886.402,207.69,206775.0
1299,206+778,2613190.341,1267884.773,207.675,206778.0
1301,206+781,2613192.866,1267883.153,207.66,206781.0
1303,206+784,2613195.397,1267881.543,207.645,206784.0
1305,206+785.027,2613196.264,1267880.994,207.639,206785.027
1307,206+787,2613197.934,1267879.941,207.63,206787.0
1309,206+790,2613200.477,1267878.349,207.615,206790.0
1311,206+793,2613203.025,1267876.766,207.6,206793.0
1313,206+796,2613205.578,1267875.191,207.585,206796.0
1315,206+799,2613208.137,1267873.625,207.57,206799.0
1317,206+802,2613210.701,1267872.067,207.555,206802.0
1319,206+805,2613213.27,1267870.518,207.54,206805.0
1321,206+805.402,2613213.614,1267870.311,207.538,206805.402
1323,206+808,2613215.843,1267868.976,207.525,206808.0
1325,206+811,2613218.422,1267867.443,207.511,206811.0
1327,206+814,2613221.005,1267865.917,207.497,206814.0
1329,206+817,2613223.592,1267864.398,207.484,206817.0
1331,206+820,2613226.184,1267862.887,207.472,206820.0
1333,206+823,2613228.78,1267861.383,207.46,206823.0
1335,206+826,2613231.379,1267859.886,207.449,206826.0
1337,206+829,2613233.983,1267858.396,207.439,206829.0
1339,206+832,2613236.59,1267856.912,207.429,206832.0
1341,206+835,2613239.202,1267855.435,207.419,206835.0
1343,206+838,2613241.816,1267853.964,207.41,206838.0
1345,206+841,2613244.434,1267852.5,207.402,206841.0
1347,206+844,2613247.056,1267851.041,207.395,206844.0
1349,206+847,2613249.68,1267849.587,207.388,206847.0
1351,206+850,2613252.308,1267848.14,207.382,206850.0
1353,206+853,2613254.938,1267846.697,207.376,206853.0
1355,206+856,2613257.572,1267845.26,207.371,206856.0
1357,206+859,2613260.208,1267843.828,207.366,206859.0
1359,206+862,2613262.846,1267842.4,207.362,206862.0
1361,206+865,2613265.487,1267840.977,207.359,206865.0
1363,206+868,2613268.13,1267839.558,207.356,206868.0
1365,206+871,2613270.776,1267838.144,207.354,206871.0
1367,206+874,2613273.424,1267836.733,207.352,206874.0
1369,206+877,2613276.074,1267835.327,207.351,206877.0
1371,206+880,2613278.725,1267833.924,207.351,206880.0
1373,206+883,2613281.379,1267832.524,207.351,206883.0
1375,206+886,2613284.034,1267831.127,207.352,206886.0
1377,206+889,2613286.691,1267829.734,207.354,206889.0
1379,206+892,2613289.349,1267828.343,207.356,206892.0
1381,206+895,2613292.009,1267826.956,207.358,206895.0
1383,206+898,2613294.67,1267825.57,207.362,206898.0
1385,206+901,2613297.332,1267824.187,207.366,206901.0
1387,206+904,2613299.995,1267822.806,207.37,206904.0
1389,206+907,2613302.659,1267821.426,207.375,206907.0
1391,206+910,2613305.324,1267820.049,207.381,206910.0
1393,206+913,2613307.99,1267818.673,207.387,206913.0
1395,206+916,2613310.656,1267817.298,207.394,206916.0
1397,206+919,2613313.323,1267815.924,207.401,206919.0
1399,206+922,2613315.99,1267814.551,207.409,206922.0
1401,206+925,2613318.658,1267813.179,207.418,206925.0
1403,206+928,2613321.326,1267811.807,207.427,206928.0
1405,206+931,2613323.994,1267810.436,207.437,206931.0
1407,206+932.617,2613325.432,1267809.697,207.443,206932.617
1409,206+934,2613326.663,1267809.065,207.448,206934.0
1411,206+937,2613329.331,1267807.693,207.459,206937.0
1413,206+940,2613331.999,1267806.322,207.47,206940.0
1415,206+943,2613334.668,1267804.951,207.483,206943.0
1417,206+946,2613337.336,1267803.58,207.496,206946.0
1419,206+949,2613340.004,1267802.208,207.509,206949.0
1421,206+952,2613342.672,1267800.837,207.523,206952.0
1423,206+955,2613345.341,1267799.466,207.538,206955.0
1425,206+958,2613348.009,1267798.095,207.553,206958.0
1427,206+961,2613350.677,1267796.723,207.569,206961.0
1429,206+964,2613353.345,1267795.352,207.585,206964.0
1431,206+967,2613356.014,1267793.981,207.603,206967.0
1433,206+970,2613358.682,1267792.61,207.62,206970.0
1435,206+973,2613361.35,1267791.238,207.638,206973.0
1437,206+976,2613364.018,1267789.867,207.657,206976.0
1439,206+979,2613366.687,1267788.496,207.677,206979.0
1441,206+982,2613369.355,1267787.124,207.697,206982.0
1443,206+985,2613372.023,1267785.753,207.718,206985.0
1445,206+988,2613374.692,1267784.382,207.739,206988.0
1447,206+991,2613377.36,1267783.011,207.761,206991.0
1449,206+994,2613380.028,1267781.639,207.783,206994.0
1451,206+997,2613382.696,1267780.268,207.806,206997.0
1453,207+000,2613385.364,1267778.897,207.83,207000.0
1455,207+003,2613388.033,1267777.526,207.854,207003.0
1457,207+006,2613390.701,1267776.154,207.879,207006.0
1459,207+009,2613393.369,1267774.783,207.905,207009.0
1461,207+012,2613396.038,1267773.412,207.931,207012.0
1463,207+015,2613398.706,1267772.04,207.957,207015.0
1465,207+018,2613401.374,1267770.669,207.985,207018.0
1467,207+021,2613404.042,1267769.298,208.013,207021.0
1469,207+024,2613406.711,1267767.927,208.041,207024.0
1471,207+027,2613409.379,1267766.555,208.07,207027.0
1473,207+030,2613412.047,1267765.184,208.1,207030.0
1475,207+033,2613414.715,1267763.813,208.13,207033.0
1477,207+036,2613417.384,1267762.442,208.161,207036.0
1479,207+039,2613420.052,1267761.07,208.193,207039.0
1481,207+042,2613422.72,1267759.699,208.225,207042.0
1483,207+045,2613425.388,1267758.328,208.257,207045.0
1485,207+048,2613428.057,1267756.956,208.291,207048.0
1487,207+051,2613430.725,1267755.585,208.325,207051.0
1489,207+054,2613433.393,1267754.214,208.359,207054.0
1491,207+057,2613436.062,1267752.843,208.394,207057.0
1493,207+060,2613438.73,1267751.472,208.43,207060.0
1495,207+063,2613441.398,1267750.1,208.466,207063.0
1497,207+066,2613444.066,1267748.729,208.503,207066.0
1499,207+069,2613446.735,1267747.358,208.541,207069.0
1501,207+072,2613449.403,1267745.986,208.579,207072.0
1503,207+075,2613452.071,1267744.615,208.617,207075.0
1505,207+078,2613454.739,1267743.244,208.657,207078.0
1507,207+081,2613457.408,1267741.873,208.697,207081.0
1509,207+084,2613460.076,1267740.501,208.737,207084.0
1511,207+087,2613462.744,1267739.13,208.778,207087.0
1513,207+090,2613465.412,1267737.759,208.82,207090.0
1515,207+093,2613468.081,1267736.388,208.862,207093.0
1517,207+096,2613470.749,1267735.016,208.905,207096.0
1519,207+099,2613473.417,1267733.645,208.949,207099.0
1521,207+102,2613476.086,1267732.274,208.993,207102.0
1523,207+105,2613478.754,1267730.902,209.038,207105.0
1525,207+108,2613481.422,1267729.531,209.083,207108.0
1527,207+111,2613484.09,1267728.16,209.129,207111.0
1529,207+114,2613486.758,1267726.789,209.175,207114.0
1531,207+117,2613489.427,1267725.417,209.222,207117.0
1533,207+120,2613492.095,1267724.046,209.27,207120.0
1535,207+123,2613494.763,1267722.675,209.318,207123.0
1537,207+126,2613497.432,1267721.304,209.367,207126.0
1539,207+129,2613500.1,1267719.932,209.417,207129.0
1541,207+132,2613502.768,1267718.561,209.467,207132.0
1543,207+135,2613505.436,1267717.19,209.518,207135.0
1545,207+138,2613508.105,1267715.818,209.569,207138.0
1547,207+141,2613510.773,1267714.447,209.621,207141.0
1549,207+144,2613513.441,1267713.076,209.673,207144.0
1551,207+147,2613516.109,1267711.705,209.727,207147.0
1553,207+150,2613518.778,1267710.333,209.78,207150.0
1555,207+153,2613521.446,1267708.962,209.835,207153.0
1557,207+156,2613524.114,1267707.591,209.89,207156.0
1559,207+159,2613526.782,1267706.22,209.945,207159.0
1561,207+162,2613529.451,1267704.848,210.001,207162.0
1563,207+165,2613532.119,1267703.477,210.058,207165.0
1565,207+165.384,2613532.461,1267703.301,210.065,207165.384
1567,207+168,2613534.787,1267702.106,210.115,207168.0
1569,207+171,2613537.456,1267700.734,210.172,207171.0
1571,207+174,2613540.124,1267699.363,210.229,207174.0
1573,207+177,2613542.792,1267697.992,210.286,207177.0
1575,207+180,2613545.46,1267696.621,210.343,207180.0
1577,207+183,2613548.129,1267695.25,210.4,207183.0
1579,207+186,2613550.797,1267693.878,210.458,207186.0
1581,207+189,2613553.465,1267692.507,210.515,207189.0
1583,207+192,2613556.133,1267691.136,210.572,207192.0
1585,207+195,2613558.802,1267689.764,210.629,207195.0
1587,207+198,2613561.47,1267688.393,210.686,207198.0
1589,207+201,2613564.138,1267687.022,210.743,207201.0
1591,207+204,2613566.806,1267685.651,210.8,207204.0
1593,207+207,2613569.475,1267684.279,210.857,207207.0
1595,207+210,2613572.143,1267682.908,210.914,207210.0
1597,207+213,2613574.811,1267681.537,210.972,207213.0
1599,207+216,2613577.479,1267680.166,211.029,207216.0
1601,207+219,2613580.148,1267678.794,211.086,207219.0
1603,207+222,2613582.816,1267677.423,211.143,207222.0
1605,207+225,2613585.484,1267676.052,211.2,207225.0
1607,207+228,2613588.152,1267674.68,211.257,207228.0
1609,207+231,2613590.821,1267673.309,211.314,207231.0
1611,207+234,2613593.489,1267671.938,211.371,207234.0
1613,207+237,2613596.157,1267670.567,211.428,207237.0
1615,207+240,2613598.826,1267669.195,211.485,207240.0
1617,207+243,2613601.494,1267667.824,211.543,207243.0
1619,207+246,2613604.162,1267666.453,211.6,207246.0
1621,207+249,2613606.83,1267665.082,211.657,207249.0
1623,207+252,2613609.499,1267663.71,211.714,207252.0
1625,207+255,2613612.167,1267662.339,211.771,207255.0
1627,207+258,2613614.835,1267660.968,211.828,207258.0
1629,207+261,2613617.503,1267659.596,211.885,207261.0
1631,207+264,2613620.172,1267658.225,211.942,207264.0
1633,207+267,2613622.84,1267656.854,211.999,207267.0
1635,207+270,2613625.508,1267655.483,212.056,207270.0
1637,207+273,2613628.176,1267654.111,212.114,207273.0
1639,207+276,2613630.845,1267652.74,212.171,207276.0
1641,207+279,2613633.513,1267651.369,212.228,207279.0
1643,207+282,2613636.181,1267649.998,212.285,207282.0
1645,207+285,2613638.85,1267648.626,212.342,207285.0
1647,207+288,2613641.518,1267647.255,212.399,207288.0
1649,207+291,2613644.186,1267645.884,212.456,207291.0
1651,207+294,2613646.854,1267644.513,212.513,207294.0
1653,207+297,2613649.522,1267643.141,212.57,207297.0
1655,207+300,2613652.191,1267641.77,212.627,207300.0
1657,207+303,2613654.859,1267640.399,212.685,207303.0
1659,207+306,2613657.527,1267639.028,212.742,207306.0
1661,207+309,2613660.196,1267637.656,212.799,207309.0
1663,207+312,2613662.864,1267636.285,212.856,207312.0
1665,207+315,2613665.532,1267634.914,212.913,207315.0
1667,207+318,2613668.2,1267633.542,212.97,207318.0
1669,207+321,2613670.869,1267632.171,213.027,207321.0
1671,207+324,2613673.537,1267630.8,213.084,207324.0
1673,207+327,2613676.205,1267629.429,213.141,207327.0
1675,207+330,2613678.873,1267628.057,213.198,207330.0
1677,207+333,2613681.542,1267626.686,213.256,207333.0
1679,207+336,2613684.21,1267625.315,213.313,207336.0
1681,207+339,2613686.878,1267623.944,213.37,207339.0
1683,207+342,2613689.546,1267622.572,213.427,207342.0
1685,207+345,2613692.215,1267621.201,213.484,207345.0
1687,207+348,2613694.883,1267619.83,213.541,207348.0
1689,207+351,2613697.551,1267618.458,213.598,207351.0
1691,207+354,2613700.22,1267617.087,213.655,207354.0
1693,207+357,2613702.888,1267615.716,213.712,207357.0
1695,207+360,2613705.556,1267614.345,213.769,207360.0
1697,207+363,2613708.224,1267612.973,213.827,207363.0
1699,207+366,2613710.893,1267611.602,213.884,207366.0
1701,207+369,2613713.561,1267610.231,213.941,207369.0
1703,207+372,2613716.229,1267608.86,213.998,207372.0
1705,207+375,2613718.897,1267607.488,214.055,207375.0
1707,207+378,2613721.566,1267606.117,214.112,207378.0
1709,207+381,2613724.234,1267604.746,214.169,207381.0
1711,207+384,2613726.902,1267603.374,214.226,207384.0
1713,207+387,2613729.57,1267602.003,214.283,207387.0
1715,207+390,2613732.239,1267600.632,214.341,207390.0
1717,207+393,2613734.907,1267599.261,214.398,207393.0
1719,207+396,2613737.575,1267597.89,214.455,207396.0
1721,207+399,2613740.244,1267596.518,214.512,207399.0
1723,207+402,2613742.912,1267595.147,214.569,207402.0
1725,207+405,2613745.58,1267593.776,214.626,207405.0
1727,207+408,2613748.248,1267592.404,214.683,207408.0
1729,207+411,2613750.916,1267591.033,214.74,207411.0
1731,207+414,2613753.585,1267589.662,214.797,207414.0
1733,207+417,2613756.253,1267588.291,214.854,207417.0
1735,207+420,2613758.921,1267586.919,214.912,207420.0
1737,207+423,2613761.59,1267585.548,214.969,207423.0
1739,207+426,2613764.258,1267584.177,215.026,207426.0
1741,207+429,2613766.926,1267582.806,215.083,207429.0
1743,207+432,2613769.594,1267581.434,215.14,207432.0
1745,207+435,2613772.263,1267580.063,215.197,207435.0
1747,207+438,2613774.931,1267578.692,215.254,207438.0
1749,207+441,2613777.599,1267577.32,215.311,207441.0
1751,207+444,2613780.267,1267575.949,215.368,207444.0
1753,207+447,2613782.936,1267574.578,215.425,207447.0
1755,207+450,2613785.604,1267573.207,215.483,207450.0
1757,207+453,2613788.272,1267571.835,215.54,207453.0
1759,207+456,2613790.94,1267570.464,215.597,207456.0
1761,207+459,2613793.609,1267569.093,215.654,207459.0
1763,207+462,2613796.277,1267567.722,215.711,207462.0
1765,207+465,2613798.945,1267566.35,215.768,207465.0
1767,207+468,2613801.614,1267564.979,215.825,207468.0
1769,207+471,2613804.282,1267563.608,215.882,207471.0
1771,207+474,2613806.95,1267562.236,215.939,207474.0
1773,207+477,2613809.618,1267560.865,215.996,207477.0
1775,207+480,2613812.286,1267559.494,216.054,207480.0
1777,207+483,2613814.955,1267558.123,216.111,207483.0
1779,207+486,2613817.623,1267556.751,216.168,207486.0
1781,207+489,2613820.291,1267555.38,216.225,207489.0
1783,207+492,2613822.96,1267554.009,216.282,207492.0
1785,207+495,2613825.628,1267552.638,216.339,207495.0
1787,207+498,2613828.296,1267551.266,216.396,207498.0
1789,207+501,2613830.964,1267549.895,216.453,207501.0
1791,207+504,2613833.633,1267548.524,216.51,207504.0
1793,207+507,2613836.301,1267547.153,216.567,207507.0
1795,207+510,2613838.969,1267545.781,216.625,207510.0
1797,207+513,2613841.637,1267544.41,216.682,207513.0
1799,207+516,2613844.306,1267543.039,216.739,207516.0
1801,207+519,2613846.974,1267541.668,216.796,207519.0
1803,207+522,2613849.642,1267540.296,216.853,207522.0
1805,207+525,2613852.31,1267538.925,216.91,207525.0
1807,207+528,2613854.979,1267537.554,216.967,207528.0
1809,207+531,2613857.647,1267536.182,217.024,207531.0
1811,207+534,2613860.315,1267534.811,217.081,207534.0
1813,207+537,2613862.984,1267533.44,217.139,207537.0
1815,207+540,2613865.652,1267532.069,217.196,207540.0
1817,207+543,2613868.32,1267530.697,217.253,207543.0
1819,207+546,2613870.988,1267529.326,217.31,207546.0
1821,207+549,2613873.657,1267527.955,217.367,207549.0
1823,207+552,2613876.325,1267526.584,217.424,207552.0
1825,207+555,2613878.993,1267525.212,217.481,207555.0
1827,207+558,2613881.661,1267523.841,217.538,207558.0
1829,207+561,2613884.33,1267522.47,217.595,207561.0
1831,207+564,2613886.998,1267521.098,217.652,207564.0
1833,207+567,2613889.666,1267519.727,217.71,207567.0
1835,207+570,2613892.334,1267518.356,217.767,207570.0
1837,207+573,2613895.003,1267516.985,217.824,207573.0
1839,207+576,2613897.671,1267515.613,217.881,207576.0
1841,207+579,2613900.339,1267514.242,217.938,207579.0
1843,207+582,2613903.008,1267512.871,217.995,207582.0
1845,207+585,2613905.676,1267511.5,218.052,207585.0
1847,207+588,2613908.344,1267510.128,218.109,207588.0
1849,207+591,2613911.012,1267508.757,218.166,207591.0
1851,207+594,2613913.68,1267507.386,218.223,207594.0
1853,207+597,2613916.349,1267506.014,218.281,207597.0
1855,207+600,2613919.017,1267504.643,218.338,207600.0
1857,207+603,2613921.685,1267503.272,218.395,207603.0
1859,207+606,2613924.354,1267501.901,218.452,207606.0
1861,207+609,2613927.022,1267500.53,218.509,207609.0
1863,207+612,2613929.69,1267499.158,218.566,207612.0
1865,207+615,2613932.358,1267497.787,218.623,207615.0
1867,207+618,2613935.027,1267496.416,218.68,207618.0
1869,207+621,2613937.695,1267495.044,218.737,207621.0
1871,207+624,2613940.363,1267493.673,218.794,207624.0
1873,207+627,2613943.031,1267492.302,218.852,207627.0
1875,207+630,2613945.7,1267490.931,218.909,207630.0
1877,207+633,2613948.368,1267489.559,218.966,207633.0
1879,207+636,2613951.036,1267488.188,219.023,207636.0
1881,207+639,2613953.704,1267486.817,219.08,207639.0
1883,207+642,2613956.373,1267485.446,219.137,207642.0
1885,207+645,2613959.041,1267484.074,219.194,207645.0
1887,207+648,2613961.709,1267482.703,219.251,207648.0
1889,207+651,2613964.378,1267481.332,219.308,207651.0
1891,207+654,2613967.046,1267479.96,219.365,207654.0
1893,207+657,2613969.714,1267478.589,219.423,207657.0
1895,207+660,2613972.382,1267477.218,219.48,207660.0
1897,207+663,2613975.051,1267475.847,219.537,207663.0
1899,207+666,2613977.719,1267474.475,219.594,207666.0
1901,207+669,2613980.387,1267473.104,219.651,207669.0
1903,207+672,2613983.055,1267471.733,219.708,207672.0
1905,207+675,2613985.724,1267470.362,219.765,207675.0
1907,207+678,2613988.392,1267468.99,219.822,207678.0
1909,207+681,2613991.06,1267467.619,219.879,207681.0
1911,207+684,2613993.728,1267466.248,219.936,207684.0
1913,207+687,2613996.397,1267464.876,219.994,207687.0
1915,207+690,2613999.065,1267463.505,220.051,207690.0
1917,207+693,2614001.733,1267462.134,220.108,207693.0
1919,207+696,2614004.401,1267460.763,220.165,207696.0
1921,207+699,2614007.07,1267459.391,220.222,207699.0
1923,207+702,2614009.738,1267458.02,220.279,207702.0
1925,207+705,2614012.406,1267456.649,220.336,207705.0
1927,207+708,2614015.074,1267455.278,220.393,207708.0
1929,207+711,2614017.743,1267453.906,220.45,207711.0
1931,207+714,2614020.411,1267452.535,220.508,207714.0
1933,207+717,2614023.079,1267451.164,220.565,207717.0
1935,207+720,2614025.748,1267449.792,220.622,207720.0
1937,207+723,2614028.416,1267448.421,220.679,207723.0
1939,207+726,2614031.084,1267447.05,220.736,207726.0
1941,207+729,2614033.752,1267445.679,220.793,207729.0
1943,207+732,2614036.421,1267444.308,220.85,207732.0
1945,207+735,2614039.089,1267442.936,220.907,207735.0
1947,207+738,2614041.757,1267441.565,220.964,207738.0
1949,207+741,2614044.425,1267440.194,221.021,207741.0
1951,207+744,2614047.094,1267438.822,221.079,207744.0
1953,207+747,2614049.762,1267437.451,221.136,207747.0
1955,207+750,2614052.43,1267436.08,221.193,207750.0
1957,207+753,2614055.098,1267434.709,221.25,207753.0
1959,207+756,2614057.767,1267433.337,221.307,207756.0
1961,207+759,2614060.435,1267431.966,221.364,207759.0
1963,207+762,2614063.103,1267430.595,221.421,207762.0
1965,207+765,2614065.772,1267429.224,221.478,207765.0
1967,207+768,2614068.44,1267427.852,221.535,207768.0
1969,207+771,2614071.108,1267426.481,221.592,207771.0
1971,207+774,2614073.776,1267425.11,221.65,207774.0
1973,207+777,2614076.444,1267423.738,221.707,207777.0
1975,207+780,2614079.113,1267422.367,221.764,207780.0
1977,207+783,2614081.781,1267420.996,221.821,207783.0
1979,207+786,2614084.449,1267419.625,221.878,207786.0
1981,207+789,2614087.118,1267418.253,221.935,207789.0
1983,207+792,2614089.786,1267416.882,221.992,207792.0
1985,207+795,2614092.454,1267415.511,222.049,207795.0
1987,207+798,2614095.122,1267414.14,222.106,207798.0
1989,207+801,2614097.791,1267412.768,222.163,207801.0
1991,207+804,2614100.459,1267411.397,222.221,207804.0
1993,207+807,2614103.127,1267410.026,222.278,207807.0
1995,207+810,2614105.795,1267408.654,222.335,207810.0
1997,207+813,2614108.464,1267407.283,222.392,207813.0
1999,207+816,2614111.132,1267405.912,222.449,207816.0
2001,207+819,2614113.8,1267404.541,222.506,207819.0
2003,207+822,2614116.468,1267403.169,222.563,207822.0
2005,207+825,2614119.137,1267401.798,222.62,207825.0
2007,207+828,2614121.805,1267400.427,222.677,207828.0
2009,207+830.393,2614123.934,1267399.333,222.723,207830.393
2011,207+831,2614124.473,1267399.056,222.734,207831.0
2013,207+834,2614127.142,1267397.684,222.792,207834.0
2015,207+837,2614129.81,1267396.313,222.849,207837.0
2017,207+840,2614132.478,1267394.941,222.906,207840.0
2019,207+843,2614135.145,1267393.569,222.963,207843.0
