	Xcoord	Ycoord	Zcoord	Felstiefe	DTM	Felsoberflache	delta_ZCoordFelstiefe
343	2612914.3587	1268177.5769	212.662	23.21396	262.8075	239.618097042	189.44804
344	2612914.6147	1268177.1471	212.65	23.21396	262.8075	239.618097042	189.43604
345	2612914.8708	1268176.7173	212.637	23.21396	262.8075	239.618097042	189.42304
346	2612915.1271	1268176.2876	212.625	23.21396	262.7109	239.618097042	189.41104
347	2612915.3834	1268175.858	212.612	23.21396	262.7109	239.618097042	189.39804
348	2612915.6399	1268175.4284	212.6	23.21396	262.7109	239.618097042	189.38604
349	2612915.8965	1268174.9989	212.587	23.23388	262.8412	239.6256784	189.35312
350	2612916.1532	1268174.5695	212.575	23.23388	262.8412	239.6256784	189.34112
351	2612916.4101	1268174.1402	212.562	23.23388	262.8412	239.6256784	189.32812
352	2612916.6671	1268173.7109	212.55	23.23388	262.8412	239.6256784	189.31612
353	2612916.9241	1268173.2817	212.537	23.23388	262.8412	239.6256784	189.30312
354	2612917.1813	1268172.8526	212.525	23.23388	262.8412	239.6256784	189.29112
355	2612917.4387	1268172.4235	212.512	23.23388	262.8412	239.6256784	189.27812
356	2612917.6961	1268171.9945	212.5	23.23388	262.8412	239.6256784	189.26612
357	2612917.9537	1268171.5656	212.487	23.23388	262.8412	239.6256784	189.25312
358	2612918.2114	1268171.1368	212.475	23.23388	262.8412	239.6256784	189.24112
359	2612918.4693	1268170.7081	212.462	23.23388	262.8412	239.6256784	189.22812
360	2612918.7272	1268170.2794	212.45	23.23388	262.8412	239.6256784	189.21612
361	2612918.9853	1268169.8508	212.437	23.23388	262.8161	239.6256784	189.20312
362	2612919.2435	1268169.4223	212.425	23.23388	262.8161	239.6256784	189.19112
363	2612919.5019	1268168.9938	212.412	23.23388	262.8161	239.6256784	189.17812
364	2612919.7604	1268168.5655	212.399	23.23388	262.8161	239.6256784	189.16512
365	2612920.019	1268168.1372	212.387	23.23388	262.9201	239.6256784	189.15312
366	2612920.2777	1268167.709	212.374	23.23388	262.9201	239.6256784	189.14012
367	2612920.5366	1268167.2809	212.362	23.23388	262.9201	239.6256784	189.12812
368	2612920.7956	1268166.8528	212.349	23.23388	262.9201	239.6256784	189.11512
369	2612921.0548	1268166.4249	212.337	23.23388	262.9201	239.6256784	189.10312
370	2612921.3141	1268165.997	212.324	23.23388	262.9201	239.6256784	189.09012
371	2612921.5735	1268165.5692	212.312	23.23388	262.9201	239.6256784	189.07812
372	2612921.8331	1268165.1415	212.299	23.23388	262.9201	239.6256784	189.06512
373	2612922.0928	1268164.7139	212.287	23.23388	262.841	239.6256784	189.05312
374	2612922.3526	1268164.2863	212.274	23.23388	262.841	239.6256784	189.04012
375	2612922.6126	1268163.8589	212.262	23.23388	262.841	239.6256784	189.02812
376	2612922.8727	1268163.4315	212.249	23.23388	262.841	239.6256784	189.01512
377	2612923.133	1268163.0042	212.237	23.23388	262.841	239.6256784	189.00312
378	2612923.3934	1268162.577	212.224	23.23388	262.841	239.6256784	188.99012
379	2612923.6539	1268162.1499	212.212	23.23388	262.841	239.6256784	188.97812
380	2612923.9146	1268161.7229	212.199	23.21962	262.841	239.555555556	188.97938
381	2612924.4365	1268160.8692	212.174	23.21962	262.841	239.555555556	188.95438
382	2612924.6976	1268160.4424	212.162	23.21962	262.841	239.555555556	188.94238
383	2612924.9589	1268160.0158	212.149	23.21962	262.841	239.555555556	188.92938
384	2612925.2203	1268159.5892	212.137	23.21962	262.8883	239.555555556	188.91738
385	2612925.7437	1268158.7363	212.112	23.21962	262.8883	239.555555556	188.89238
386	2612926.0056	1268158.3101	212.099	23.21962	262.8883	239.555555556	188.87938
387	2612926.2676	1268157.8839	212.087	23.21962	262.8883	239.555555556	188.86738
388	2612926.5298	1268157.4578	212.074	23.21962	262.8883	239.555555556	188.85438
389	2612926.7921	1268157.0318	212.062	23.21962	262.8883	239.555555556	188.84238
390	2612927.0546	1268156.6058	212.05	23.21962	262.8883	239.555555556	188.83038
391	2612927.3173	1268156.18	212.037	23.21962	262.8883	239.555555556	188.81738
392	2612927.5801	1268155.7543	212.025	23.21962	262.8883	239.555555556	188.80538
393	2612927.8431	1268155.3287	212.012	23.21962	262.8883	239.555555556	188.79238
394	2612928.1062	1268154.9032	212.0	23.21962	262.8079	239.555555556	188.78038
395	2612928.3695	1268154.4778	211.988	23.1799	262.8079	239.559421752	188.8081
396	2612928.633	1268154.0524	211.976	23.1799	262.8079	239.559421752	188.7961
397	2612928.8966	1268153.6272	211.963	23.1799	262.8079	239.559421752	188.7831
398	2612929.1603	1268153.2021	211.951	23.1799	262.8079	239.559421752	188.7711
399	2612929.4243	1268152.7771	211.939	23.1799	262.8079	239.559421752	188.7591
400	2612929.6884	1268152.3521	211.927	23.1799	262.8079	239.559421752	188.7471
401	2612929.9526	1268151.9273	211.914	23.1799	262.8079	239.559421752	188.7341
402	2612930.2171	1268151.5026	211.902	23.1799	262.7924	239.559421752	188.7221
403	2612930.4817	1268151.078	211.89	23.1799	262.7924	239.559421752	188.7101
404	2612930.7464	1268150.6535	211.878	23.1799	262.7924	239.559421752	188.6981
405	2612931.0113	1268150.2291	211.866	23.1799	262.7924	239.559421752	188.6861
406	2612931.2764	1268149.8048	211.854	23.1799	262.7393	239.559421752	188.6741
407	2612931.5417	1268149.3806	211.842	23.1799	262.7393	239.559421752	188.6621
408	2612931.8071	1268148.9565	211.83	23.1799	262.7393	239.559421752	188.6501
409	2612932.0727	1268148.5325	211.818	23.1799	262.7393	239.559421752	188.6381
410	2612932.3385	1268148.1086	211.806	23.1799	262.7393	239.559421752	188.6261
411	2612932.6045	1268147.6849	211.794	23.1799	262.7393	239.559421752	188.6141
412	2612932.8706	1268147.2612	211.782	23.1799	262.7393	239.559421752	188.6021
413	2612933.1369	1268146.8377	211.77	23.1799	262.7393	239.559421752	188.5901
414	2612933.4033	1268146.4142	211.758	23.1799	262.7393	239.559421752	188.5781
415	2612933.67	1268145.9909	211.746	23.1799	262.7393	239.559421752	188.5661
416	2612933.9368	1268145.5677	211.734	23.1799	262.7393	239.559421752	188.5541
417	2612934.2038	1268145.1446	211.722	23.1799	262.7393	239.559421752	188.5421
418	2612934.471	1268144.7216	211.71	23.1799	262.72	239.559421752	188.5301
419	2612934.7383	1268144.2987	211.698	23.1799	262.72	239.559421752	188.5181
420	2612935.0059	1268143.8759	211.686	23.1799	262.7514	239.559421752	188.5061
421	2612935.2736	1268143.4533	211.675	23.1799	262.7514	239.559421752	188.4951
422	2612935.5415	1268143.0307	211.663	23.1799	262.7514	239.559421752	188.4831
423	2612935.8096	1268142.6083	211.651	23.1799	262.7514	239.559421752	188.4711
424	2612936.0778	1268142.186	211.639	23.1799	262.7514	239.559421752	188.4591
425	2612936.3463	1268141.7638	211.628	23.1799	262.7514	239.559421752	188.4481
426	2612936.6149	1268141.3418	211.616	23.1799	262.7514	239.559421752	188.4361
427	2612936.8837	1268140.9198	211.604	23.1799	262.7514	239.559421752	188.4241
428	2612937.1527	1268140.498	211.593	23.1799	262.7514	239.559421752	188.4131
429	2612937.4219	1268140.0763	211.581	23.1799	262.7514	239.559421752	188.4011
430	2612937.6913	1268139.6547	211.569	23.1799	262.7794	239.559421752	188.3891
431	2612937.9609	1268139.2332	211.558	23.1799	262.7794	239.559421752	188.3781
432	2612938.2306	1268138.8118	211.546	23.1799	262.7794	239.559421752	188.3661
433	2612938.5006	1268138.3906	211.535	23.1799	262.7794	239.559421752	188.3551
434	2612938.7707	1268137.9695	211.523	23.1799	262.7794	239.559421752	188.3431
435	2612939.3116	1268137.1276	211.5	23.1799	262.7794	239.559421752	188.3201
436	2612939.5823	1268136.7069	211.489	23.1799	262.7794	239.559421752	188.3091
437	2612939.8532	1268136.2863	211.477	23.1799	262.7794	239.559421752	188.2971
438	2612940.1243	1268135.8658	211.466	23.1799	262.7348	239.559421752	188.2861
439	2612940.3956	1268135.4455	211.454	23.1799	262.7348	239.559421752	188.2741
440	2612940.6671	1268135.0252	211.443	23.1799	262.7348	239.559421752	188.2631
441	2612940.9388	1268134.6051	211.432	23.1799	262.7713	239.559421752	188.2521
442	2612941.2107	1268134.1851	211.42	23.1799	262.7713	239.559421752	188.2401
443	2612941.4828	1268133.7653	211.409	23.42399	262.7713	239.563866305	187.98501
444	2612941.7551	1268133.3456	211.398	23.42399	262.7713	239.563866305	187.97401
445	2612942.0276	1268132.926	211.386	23.42399	262.7713	239.563866305	187.96201
446	2612942.3003	1268132.5065	211.375	23.42399	262.7713	239.563866305	187.95101
447	2612942.5731	1268132.0872	211.364	23.42399	262.7713	239.563866305	187.94001
448	2612942.8462	1268131.668	211.353	23.42399	262.7713	239.563866305	187.92901
449	2612943.1195	1268131.2489	211.341	23.42399	262.7713	239.563866305	187.91701
450	2612943.3931	1268130.83	211.33	23.42399	262.7713	239.563866305	187.90601
451	2612943.6668	1268130.4112	211.319	23.42399	262.7713	239.563866305	187.89501
452	2612943.9407	1268129.9926	211.308	23.42399	262.7414	239.563866305	187.88401
453	2612944.2148	1268129.574	211.297	23.42399	262.7414	239.563866305	187.87301
454	2612944.4891	1268129.1557	211.286	23.33742	262.7414	239.466287138	187.94858
455	2612944.7637	1268128.7374	211.275	23.33742	262.7414	239.466287138	187.93758
456	2612945.0384	1268128.3193	211.263	23.33742	262.7579	239.466287138	187.92558
457	2612945.3134	1268127.9013	211.252	23.33742	262.7579	239.466287138	187.91458
458	2612945.5886	1268127.4835	211.241	23.33742	262.7579	239.466287138	187.90358
459	2612945.864	1268127.0658	211.23	23.33742	262.7579	239.466287138	187.89258
460	2612946.1396	1268126.6482	211.219	23.33742	262.7579	239.466287138	187.88158
461	2612946.4154	1268126.2308	211.208	23.33742	262.7579	239.466287138	187.87058
462	2612946.6914	1268125.8135	211.197	23.33742	262.7579	239.466287138	187.85958
463	2612946.9676	1268125.3964	211.187	23.33742	262.7579	239.466287138	187.84958
464	2612947.2441	1268124.9794	211.176	23.33742	262.8011	239.466287138	187.83858
465	2612947.5208	1268124.5626	211.165	23.33742	262.8011	239.466287138	187.82758
466	2612947.7976	1268124.1459	211.154	23.33742	262.8011	239.466287138	187.81658
467	2612948.0748	1268123.7293	211.143	23.33742	262.8011	239.466287138	187.80558
468	2612948.3521	1268123.3129	211.132	23.33742	262.8011	239.466287138	187.79458
469	2612948.6296	1268122.8967	211.121	23.33742	262.8011	239.466287138	187.78358
470	2612948.9074	1268122.4805	211.111	23.33742	262.8011	239.466287138	187.77358
471	2612949.1854	1268122.0646	211.1	23.33742	262.8011	239.466287138	187.76258
472	2612949.4636	1268121.6487	211.089	23.33742	262.8011	239.466287138	187.75158
473	2612949.742	1268121.2331	211.078	23.33742	262.8011	239.466287138	187.74058
474	2612950.0207	1268120.8176	211.068	23.33742	262.8201	239.466287138	187.73058
475	2612950.2995	1268120.4022	211.057	23.33742	262.8201	239.466287138	187.71958
476	2612950.5786	1268119.987	211.046	23.33742	262.8037	239.466287138	187.70858
477	2612950.858	1268119.5719	211.036	23.33742	262.8037	239.466287138	187.69858
478	2612951.4173	1268118.7422	211.014	23.33742	262.8037	239.466287138	187.67658
479	2612951.6973	1268118.3276	211.004	23.33742	262.8037	239.466287138	187.66658
480	2612951.9776	1268117.9131	210.993	23.33742	262.8037	239.466287138	187.65558
481	2612952.258	1268117.4988	210.983	23.33742	262.8037	239.466287138	187.64558
482	2612952.5387	1268117.0847	210.972	23.33742	262.8037	239.466287138	187.63458
483	2612952.8197	1268116.6707	210.962	23.33742	262.8037	239.466287138	187.62458
484	2612953.1008	1268116.2569	210.951	23.33742	262.8037	239.466287138	187.61358
485	2612953.3822	1268115.8432	210.941	23.33742	262.8037	239.466287138	187.60358
486	2612953.6638	1268115.4297	210.93	23.33742	262.8037	239.466287138	187.59258
487	2612953.9457	1268115.0164	210.92	23.33742	262.8037	239.466287138	187.58258
488	2612954.2278	1268114.6032	210.909	23.33742	262.7919	239.466287138	187.57158
489	2612954.5101	1268114.1901	210.899	23.33742	262.7919	239.466287138	187.56158
490	2612954.7927	1268113.7773	210.889	23.33742	262.7919	239.466287138	187.55158
491	2612955.0755	1268113.3645	210.878	23.33742	262.7997	239.466287138	187.54058
492	2612955.3585	1268112.952	210.868	23.37834	262.7997	239.471392306	187.48966
493	2612955.6418	1268112.5396	210.858	23.37834	262.7997	239.471392306	187.47966
494	2612955.9253	1268112.1274	210.847	23.37834	262.7997	239.471392306	187.46866
495	2612956.2091	1268111.7153	210.837	23.37834	262.7997	239.471392306	187.45866
496	2612956.4931	1268111.3035	210.827	23.37834	262.7997	239.471392306	187.44866
497	2612956.7773	1268110.8917	210.817	23.37834	262.7997	239.471392306	187.43866
498	2612957.0618	1268110.4802	210.806	23.37834	262.7997	239.471392306	187.42766
499	2612957.3465	1268110.0688	210.796	23.37834	262.7997	239.471392306	187.41766
500	2612957.6315	1268109.6576	210.786	23.37834	262.7655	239.471392306	187.40766
501	2612957.9167	1268109.2465	210.776	23.37834	262.7655	239.471392306	187.39766
502	2612958.2022	1268108.8357	210.766	23.37834	262.7655	239.471392306	187.38766
503	2612958.4879	1268108.425	210.756	23.37834	262.7655	239.471392306	187.37766
504	2612958.7738	1268108.0144	210.746	23.37834	262.7655	239.471392306	187.36766
505	2613196.2644	1267880.9939	207.658	18.95213	258.169	239.256426599	188.70587
506	2613196.6874	1267880.7267	207.655	18.95213	258.169	239.256426599	188.70287
507	2613197.1106	1267880.4598	207.653	18.95213	258.169	239.256426599	188.70087
508	2613197.5339	1267880.1931	207.65	18.95213	258.169	239.256426599	188.69787
509	2613197.9574	1267879.9267	207.648	18.95213	258.1832	239.256426599	188.69587
510	2613198.381	1267879.6606	207.645	18.95213	258.1832	239.256426599	188.69287
511	2613198.8048	1267879.3947	207.643	18.95213	258.1832	239.256426599	188.69087
512	2613199.2287	1267879.129	207.64	18.95213	258.1832	239.256426599	188.68787
513	2613199.6529	1267878.8636	207.638	18.95213	258.1832	239.256426599	188.68587
514	2613200.0771	1267878.5985	207.635	18.95213	258.2271	239.256426599	188.68287
515	2613200.5015	1267878.3336	207.633	18.95213	258.2271	239.256426599	188.68087
516	2613200.9261	1267878.0689	207.63	18.95213	258.2271	239.256426599	188.67787
517	2613201.3508	1267877.8045	207.628	18.95213	258.2271	239.256426599	188.67587
518	2613201.7757	1267877.5403	207.625	18.95213	258.2271	239.256426599	188.67287
519	2613202.2007	1267877.2764	207.623	18.95213	258.2271	239.256426599	188.67087
520	2613202.6259	1267877.0127	207.62	18.95213	258.2271	239.256426599	188.66787
521	2613203.0513	1267876.7493	207.618	18.95213	258.2271	239.256426599	188.66587
522	2613203.4768	1267876.4861	207.615	18.95213	258.2271	239.256426599	188.66287
523	2613203.9024	1267876.2231	207.613	18.95213	258.2271	239.256426599	188.66087
524	2613204.3282	1267875.9604	207.61	18.95213	258.2271	239.256426599	188.65787
525	2613205.1802	1267875.4357	207.605	18.95213	258.2544	239.256426599	188.65287
526	2613205.6064	1267875.1737	207.603	18.95213	258.2544	239.256426599	188.65087
527	2613206.0328	1267874.912	207.6	18.95213	258.4418	239.256426599	188.64787
528	2613206.4593	1267874.6505	207.598	18.95213	258.4418	239.256426599	188.64587
529	2613206.8859	1267874.3892	207.595	18.95213	258.4418	239.256426599	188.64287
530	2613207.3127	1267874.1282	207.593	18.95213	258.4418	239.256426599	188.64087
531	2613207.7397	1267873.8673	207.59	18.95213	258.4418	239.256426599	188.63787
532	2613208.1668	1267873.6068	207.588	18.95213	258.4418	239.256426599	188.63587
533	2613208.594	1267873.3464	207.585	18.95213	258.4418	239.256426599	188.63287
534	2613209.0214	1267873.0863	207.583	18.95213	258.4418	239.256426599	188.63087
535	2613209.4489	1267872.8264	207.58	18.95213	258.4418	239.256426599	188.62787
536	2613209.8766	1267872.5668	207.578	18.95213	258.4418	239.256426599	188.62587
537	2613210.3044	1267872.3074	207.575	18.95213	258.4499	239.256426599	188.62287
538	2613210.7323	1267872.0482	207.573	18.95213	258.4499	239.256426599	188.62087
539	2613211.1604	1267871.7892	207.57	18.95213	258.4499	239.256426599	188.61787
540	2613211.5886	1267871.5305	207.568	18.95213	258.4499	239.256426599	188.61587
541	2613212.0169	1267871.272	207.565	18.95213	258.4499	239.256426599	188.61287
542	2613212.4454	1267871.0137	207.563	18.95213	258.4499	239.256426599	188.61087
543	2613212.874	1267870.7556	207.56	18.95213	258.4499	239.256426599	188.60787
544	2613213.7317	1267870.2402	207.555	18.95213	258.4499	239.256426599	188.60287
545	2613214.1607	1267869.9828	207.553	18.95213	258.3421	239.256426599	188.60087
546	2613214.5898	1267869.7257	207.55	18.95213	258.3421	239.256426599	188.59787
547	2613215.0191	1267869.4687	207.548	19.18193	258.3028	239.160172179	188.36607
548	2613215.4485	1267869.212	207.546	19.18193	258.3028	239.160172179	188.36407
549	2613215.8781	1267868.9555	207.543	19.18193	258.3028	239.160172179	188.36107
550	2613216.3078	1267868.6992	207.541	19.18193	258.3028	239.160172179	188.35907
551	2613216.7376	1267868.4431	207.538	19.18193	258.3028	239.160172179	188.35607
552	2613217.1675	1267868.1873	207.536	19.18193	258.3028	239.160172179	188.35407
553	2613217.5976	1267867.9316	207.534	19.18193	258.3028	239.160172179	188.35207
554	2613218.0278	1267867.6762	207.531	19.18193	258.3028	239.160172179	188.34907
555	2613218.8886	1267867.166	207.527	19.18193	258.3028	239.160172179	188.34507
556	2613219.3191	1267866.9113	207.524	19.18193	258.3028	239.160172179	188.34207
557	2613219.7498	1267866.6567	207.522	19.18193	258.3028	239.160172179	188.34007
558	2613220.1807	1267866.4023	207.52	19.18193	258.3728	239.160172179	188.33807
559	2613220.6116	1267866.1482	207.518	19.18193	258.3728	239.160172179	188.33607
560	2613221.0427	1267865.8943	207.515	19.18193	258.3728	239.160172179	188.33307
561	2613221.4739	1267865.6405	207.513	19.18193	258.3728	239.160172179	188.33107
562	2613221.9052	1267865.387	207.511	19.18193	258.3728	239.160172179	188.32907
563	2613222.3366	1267865.1337	207.509	19.18193	258.3728	239.160172179	188.32707
564	2613222.7682	1267864.8806	207.507	19.18193	258.4262	239.160172179	188.32507
565	2613223.1999	1267864.6277	207.504	19.18193	258.4262	239.160172179	188.32207
566	2613223.6317	1267864.375	207.502	19.18193	258.4262	239.160172179	188.32007
567	2613224.0636	1267864.1225	207.5	19.18193	258.4262	239.160172179	188.31807
568	2613224.4956	1267863.8702	207.498	19.18193	258.4262	239.160172179	188.31607
569	2613224.9278	1267863.6181	207.496	19.18193	258.4262	239.160172179	188.31407
570	2613225.3601	1267863.3663	207.494	18.69179	258.2936	239.27344812	188.80221
571	2613225.7925	1267863.1146	207.492	18.69179	258.2936	239.27344812	188.80021
572	2613226.225	1267862.8631	207.49	18.69179	258.2936	239.27344812	188.79821
573	2613226.6576	1267862.6118	207.488	18.69179	258.2936	239.27344812	188.79621
574	2613227.0903	1267862.3607	207.486	18.69179	258.2936	239.27344812	188.79421
575	2613227.5232	1267862.1098	207.484	18.69179	258.2936	239.27344812	188.79221
576	2613227.9561	1267861.8591	207.482	18.69179	258.2936	239.27344812	188.79021
577	2613228.3892	1267861.6086	207.48	18.69179	258.2936	239.27344812	188.78821
578	2613228.8224	1267861.3583	207.478	18.69179	258.2936	239.27344812	188.78621
579	2613229.2557	1267861.1082	207.476	18.69179	258.2936	239.27344812	188.78421
580	2613229.6891	1267860.8583	207.474	18.69179	258.2936	239.27344812	188.78221
581	2613230.1227	1267860.6086	207.473	18.69179	258.1603	239.27344812	188.78121
582	2613230.5563	1267860.3591	207.471	18.69179	258.1603	239.27344812	188.77921
583	2613230.99	1267860.1097	207.469	18.69179	258.1603	239.27344812	188.77721
584	2613231.4239	1267859.8606	207.467	18.69179	258.2683	239.27344812	188.77521
585	2613231.8579	1267859.6116	207.465	18.69179	258.2683	239.27344812	188.77321
586	2613232.2919	1267859.3628	207.463	18.69179	258.2683	239.27344812	188.77121
587	2613232.7261	1267859.1142	207.462	18.69179	258.2683	239.27344812	188.77021
588	2613233.1604	1267858.8658	207.46	18.69179	258.2683	239.27344812	188.76821
589	2613233.5948	1267858.6176	207.458	18.69179	258.2683	239.27344812	188.76621
590	2613234.0293	1267858.3696	207.456	18.69179	258.2683	239.27344812	188.76421
591	2613234.4639	1267858.1217	207.455	18.69179	258.2683	239.27344812	188.76321
592	2613234.8986	1267857.8741	207.453	18.69179	258.2683	239.27344812	188.76121
593	2613235.3334	1267857.6266	207.451	18.69179	258.4685	239.27344812	188.75921
594	2613235.7683	1267857.3793	207.45	19.0358	258.4685	239.150201827	188.4142
595	2613236.2033	1267857.1322	207.448	19.0358	258.4685	239.150201827	188.4122
596	2613236.6384	1267856.8852	207.446	19.0358	258.4685	239.150201827	188.4102
597	2613237.0736	1267856.6385	207.445	19.0358	258.4685	239.150201827	188.4092
598	2613237.509	1267856.3919	207.443	19.0358	258.4685	239.150201827	188.4072
599	2613237.9444	1267856.1455	207.442	19.0358	258.4685	239.150201827	188.4062
600	2613238.3799	1267855.8992	207.44	19.0358	258.4685	239.150201827	188.4042
601	2613238.8155	1267855.6532	207.439	19.0358	258.4685	239.150201827	188.4032
602	2613239.2512	1267855.4073	207.437	19.0358	258.4685	239.150201827	188.4012
603	2613239.6871	1267855.1616	207.436	19.0358	258.4685	239.150201827	188.4002
604	2613240.123	1267854.9161	207.434	19.0358	258.0211	239.150201827	188.3982
605	2613240.559	1267854.6707	207.433	19.0358	258.0211	239.150201827	188.3972
606	2613240.9951	1267854.4255	207.431	19.0358	258.0211	239.150201827	188.3952
607	2613241.4313	1267854.1805	207.43	19.0358	258.0211	239.150201827	188.3942
608	2613241.8676	1267853.9356	207.428	19.0358	258.0211	239.150201827	188.3922
609	2613242.7404	1267853.4464	207.426	19.0358	258.0211	239.150201827	188.3902
610	2613243.6137	1267852.9579	207.423	19.0358	258.0211	239.150201827	188.3872
611	2613244.0505	1267852.7139	207.421	19.0358	258.0211	239.150201827	188.3852
612	2613244.4873	1267852.47	207.42	19.0358	258.0211	239.150201827	188.3842
613	2613244.9243	1267852.2263	207.419	19.0358	258.0211	239.150201827	188.3832
614	2613245.3613	1267851.9828	207.418	19.0358	258.105	239.150201827	188.3822
615	2613245.7984	1267851.7394	207.416	19.0358	258.105	239.150201827	188.3802
616	2613246.2356	1267851.4962	207.415	19.0358	258.105	239.150201827	188.3792
617	2613246.6729	1267851.2532	207.414	19.0358	258.105	239.150201827	188.3782
618	2613247.1103	1267851.0103	207.413	19.0358	258.105	239.150201827	188.3772
619	2613247.5478	1267850.7676	207.411	19.0358	258.105	239.150201827	188.3752
620	2613247.9854	1267850.525	207.41	19.0358	258.105	239.150201827	188.3742
621	2613248.423	1267850.2826	207.409	19.0358	258.105	239.150201827	188.3732
622	2613248.8608	1267850.0403	207.408	19.0358	258.105	239.150201827	188.3722
623	2613249.2986	1267849.7982	207.407	19.0358	258.0523	239.150201827	188.3712
624	2613249.7365	1267849.5563	207.406	19.0358	258.0523	239.150201827	188.3702
625	2613250.1745	1267849.3145	207.404	19.0358	258.0827	239.150201827	188.3682
626	2613250.6126	1267849.0728	207.403	19.0358	258.0827	239.150201827	188.3672
627	2613251.0507	1267848.8313	207.402	19.0358	258.0827	239.150201827	188.3662
628	2613251.489	1267848.59	207.401	19.0358	258.0827	239.150201827	188.3652
629	2613251.9273	1267848.3488	207.4	19.0358	258.0827	239.150201827	188.3642
630	2613252.3657	1267848.1078	207.399	19.0358	258.0827	239.150201827	188.3632
631	2613252.8042	1267847.8669	207.398	19.0358	258.0827	239.150201827	188.3622
632	2613253.2428	1267847.6261	207.397	19.0358	258.0827	239.150201827	188.3612
633	2613253.6814	1267847.3855	207.396	19.0358	258.0827	239.150201827	188.3602
634	2613254.1202	1267847.145	207.395	19.0358	258.0827	239.150201827	188.3592
635	2613254.559	1267846.9047	207.394	19.0358	258.0827	239.150201827	188.3582
636	2613254.9979	1267846.6646	207.393	19.0358	258.0827	239.150201827	188.3572
637	2613255.4368	1267846.4245	207.393	19.0358	258.3826	239.150201827	188.3572
638	2613255.8759	1267846.1846	207.392	19.0358	258.3826	239.150201827	188.3562
639	2613256.315	1267845.9449	207.391	20.69089	258.3826	239.111111111	186.70011
640	2613256.7542	1267845.7053	207.39	20.69089	258.3826	239.111111111	186.69911
641	2613257.1935	1267845.4658	207.389	20.69089	258.3826	239.111111111	186.69811
642	2613257.6328	1267845.2265	207.388	20.69089	258.3826	239.111111111	186.69711
643	2613258.0723	1267844.9873	207.387	20.69089	258.2007	239.111111111	186.69611
644	2613258.5118	1267844.7482	207.387	20.69089	258.2007	239.111111111	186.69611
645	2613258.9513	1267844.5093	207.386	20.69089	258.2007	239.111111111	186.69511
646	2613259.391	1267844.2705	207.385	20.69089	258.2007	239.111111111	186.69411
647	2613259.8307	1267844.0319	207.384	20.69089	258.2007	239.111111111	186.69311
648	2613260.2705	1267843.7934	207.384	20.69089	258.0776	239.111111111	186.69311
649	2613260.7103	1267843.555	207.383	20.69089	258.0776	239.111111111	186.69211
650	2613261.1503	1267843.3167	207.382	20.69089	258.0776	239.111111111	186.69111
651	2613261.5903	1267843.0786	207.382	20.69089	258.0776	239.111111111	186.69111
652	2613262.0304	1267842.8406	207.381	20.69089	258.0776	239.111111111	186.69011
653	2613262.4705	1267842.6027	207.38	18.79551	258.0776	239.168053245	188.58449
654	2613262.9107	1267842.365	207.38	18.79551	258.0776	239.168053245	188.58449
655	2613263.351	1267842.1274	207.379	18.79551	258.0776	239.168053245	188.58349
656	2613263.7913	1267841.8899	207.379	18.79551	258.0776	239.168053245	188.58349
657	2613264.2318	1267841.6525	207.378	18.79551	258.0776	239.168053245	188.58249
658	2613264.6722	1267841.4153	207.377	18.79551	258.0776	239.168053245	188.58149
659	2613265.1128	1267841.1782	207.377	18.79551	259.8011	239.168053245	188.58149
660	2613265.5534	1267840.9412	207.376	18.79551	259.8011	239.168053245	188.58049
661	2613265.9941	1267840.7043	207.376	18.79551	259.8011	239.168053245	188.58049
662	2613266.4348	1267840.4676	207.375	18.79551	259.8011	239.168053245	188.57949
663	2613266.8756	1267840.231	207.375	18.79551	259.8011	239.168053245	188.57949
664	2613267.3165	1267839.9944	207.374	18.79551	258.9315	239.168053245	188.57849
665	2613267.7574	1267839.758	207.374	18.79551	258.9315	239.168053245	188.57849
666	2613268.1984	1267839.5218	207.374	18.79551	258.9315	239.168053245	188.57849
667	2613268.6395	1267839.2856	207.373	18.79551	258.9315	239.168053245	188.57749
668	2613269.0806	1267839.0496	207.373	18.79551	258.9315	239.168053245	188.57749
669	2613269.5218	1267838.8136	207.372	18.79551	258.9315	239.168053245	188.57649
670	2613269.9631	1267838.5778	207.372	18.79551	258.9315	239.168053245	188.57649
671	2613270.4044	1267838.3421	207.372	18.79551	259.8292	239.168053245	188.57649
672	2613270.8457	1267838.1065	207.371	18.79551	259.8292	239.168053245	188.57549
673	2613271.2872	1267837.8711	207.371	18.79551	259.8292	239.168053245	188.57549
674	2613271.7286	1267837.6357	207.371	18.79551	259.8292	239.168053245	188.57549
675	2613272.1702	1267837.4004	207.371	18.79551	259.8292	239.168053245	188.57549
676	2613272.6118	1267837.1653	207.37	18.79551	259.8292	239.168053245	188.57449
677	2613273.0534	1267836.9302	207.37	18.79551	259.8292	239.168053245	188.57449
678	2613273.4952	1267836.6953	207.37	18.79551	259.8292	239.168053245	188.57449
679	2613273.9369	1267836.4605	207.37	18.79551	259.8292	239.168053245	188.57449
680	2613274.3787	1267836.2257	207.369	18.79551	259.8292	239.168053245	188.57349
681	2613274.8206	1267835.9911	207.369	18.79551	259.8292	239.168053245	188.57349
682	2613275.2626	1267835.7566	207.369	18.79551	259.8994	239.168053245	188.57349
683	2613275.7045	1267835.5222	207.369	18.79551	259.8994	239.168053245	188.57349
684	2613276.1466	1267835.2878	207.369	18.79551	259.8994	239.168053245	188.57349
