easting,northing,site_name,tmp14900475037932
2612071.5482,1269294.1221,,236
2612202.6903,1269320.5606,,236
2612203.1649,1269320.4035,,236
2612203.6388,1269320.2447,,236
2612204.1122,1269320.0841,,236
2612204.585,1269319.9218,,236
2612205.0572,1269319.7577,,236
2612205.5288,1269319.592,,236
2612205.9998,1269319.4246,,236
2612206.4702,1269319.2555,,236
2612206.94,1269319.0848,,236
2612207.4092,1269318.9123,,236
2612207.8777,1269318.7383,,236
2612208.3457,1269318.5626,,235.5
2612208.813,1269318.3852,,235.5
2612209.2798,1269318.2063,,235.5
2612209.7459,1269318.0257,,235.5
2612210.2114,1269317.8435,,235.5
2612210.6762,1269317.6598,,235.5
2612211.1405,1269317.4744,,235.5
2612211.6041,1269317.2875,,235.5
2612212.0671,1269317.0991,,235.5
2612212.5294,1269316.9091,,235.5
2612212.9911,1269316.7175,,235.5
2612215.748,1269315.5365,,235.5
2612216.2052,1269315.3345,,235.5
2612216.6618,1269315.131,,235.5
2612217.1177,1269314.9261,,235.5
2612217.573,1269314.7197,,236
2612218.0276,1269314.5119,,236
2612218.4816,1269314.3027,,236
2612218.9349,1269314.0921,,236
2612219.3876,1269313.88,,236
2612219.8396,1269313.6666,,236
2612220.291,1269313.4518,,236
2612220.7417,1269313.2357,,236
2612221.1917,1269313.0182,,236
2612221.6411,1269312.7993,,236
2612222.0899,1269312.5791,,236
2612222.538,1269312.3576,,236
2612222.9854,1269312.1348,,236
2612223.4322,1269311.9106,,236
2612223.8784,1269311.6851,,236
2612224.3238,1269311.4584,,236
2612224.7687,1269311.2304,,236
2612225.2128,1269311.0011,,236
2612225.6564,1269310.7705,,236
2612226.0992,1269310.5387,,236
2612226.5414,1269310.3056,,236
2612226.983,1269310.0714,,236
2612227.4239,1269309.8359,,236
2612227.8642,1269309.5991,,236
2612228.3038,1269309.3612,,236
2612228.7427,1269309.1221,,236
2612229.181,1269308.8818,,236
2612229.6187,1269308.6403,,236
2612230.0557,1269308.3976,,236
2612230.4921,1269308.1538,,236
2612230.9278,1269307.9089,,236
2612231.3629,1269307.6628,,236
2612231.7974,1269307.4155,,236
2612232.2312,1269307.1672,,236
2612232.6643,1269306.9177,,236
2612233.0969,1269306.6672,,236
2612233.5288,1269306.4155,,236
2612233.96,1269306.1628,,236
2612234.3907,1269305.9089,,236
2612234.8207,1269305.6541,,236
2612235.25,1269305.3981,,236
2612235.6788,1269305.1411,,236
2612236.1069,1269304.8831,,236
2612236.5344,1269304.624,,236
2612236.9613,1269304.364,,236
2612237.3875,1269304.1029,,236
2612237.8132,1269303.8408,,236
2612238.2382,1269303.5777,,236
2612238.6626,1269303.3136,,236
2612239.0864,1269303.0485,,236
2612239.5096,1269302.7825,,236
2612239.9322,1269302.5155,,236
2612240.3542,1269302.2476,,236
2612240.7756,1269301.9787,,236
2612241.1964,1269301.7089,,236
2612241.6166,1269301.4382,,236
2612242.0362,1269301.1665,,236
2612242.4552,1269300.894,,236
2612242.8737,1269300.6205,,236
2612243.2915,1269300.3462,,236
2612243.7088,1269300.0709,,236
2612244.1255,1269299.7948,,236
2612244.5416,1269299.5178,,236
2612244.9571,1269299.24,,236
2612245.3721,1269298.9613,,236
2612245.7865,1269298.6818,,236
2612246.2004,1269298.4015,,236
2612246.6137,1269298.1203,,236
2612247.0264,1269297.8383,,235.5
2612247.4386,1269297.5555,,235.5
2612247.8502,1269297.2719,,235.5
2612315.865,1269228.4306,,236
2612316.1457,1269228.0125,,236
2612316.4255,1269227.5939,,236
2612316.7045,1269227.1748,,236
2612316.9828,1269226.7552,,236
2612317.2602,1269226.335,,236
2612317.5369,1269225.9144,,236
2612317.8128,1269225.4932,,236
2612318.0879,1269225.0715,,236
2612318.3623,1269224.6494,,236
2612318.636,1269224.2267,,236
2612318.9088,1269223.8036,,236
2612319.181,1269223.38,,236
2612319.4524,1269222.9559,,236
2612319.7231,1269222.5314,,236
2612319.9931,1269222.1064,,236
2612320.2624,1269221.6809,,236
2612320.5309,1269221.255,,236
2612320.7988,1269220.8287,,236
2612321.066,1269220.402,,236.142857142857
2612321.3324,1269219.9748,,236.142857142857
2612321.5983,1269219.5472,,236.142857142857
2612321.8634,1269219.1191,,236.142857142857
2612322.1279,1269218.6907,,236.142857142857
2612322.3917,1269218.2618,,236.142857142857
2612322.6549,1269217.8326,,236.142857142857
2612322.9174,1269217.403,,236.142857142857
2612323.1793,1269216.9729,,236.142857142857
2612323.4406,1269216.5425,,236.142857142857
2612323.7012,1269216.1118,,236.142857142857
2612323.9612,1269215.6806,,236.142857142857
2612324.2207,1269215.2491,,236.142857142857
2612324.4795,1269214.8172,,236.142857142857
2612324.7377,1269214.385,,236.142857142857
2612324.9954,1269213.9524,,236.142857142857
2612325.2524,1269213.5195,,236.142857142857
2612325.5089,1269213.0862,,236.142857142857
2612325.7648,1269212.6526,,236.142857142857
2612326.0202,1269212.2187,,236.142857142857
2612326.275,1269211.7844,,236.142857142857
2612326.5293,1269211.3498,,236.142857142857
2612326.783,1269210.9149,,236.142857142857
2612327.0363,1269210.4798,,236.142857142857
2612327.2889,1269210.0443,,236.142857142857
2612327.5411,1269209.6085,,236.142857142857
2612327.7928,1269209.1724,,236.142857142857
2612328.044,1269208.736,,236.142857142857
2612328.2946,1269208.2994,,236.142857142857
2612328.5448,1269207.8624,,236.142857142857
2612328.7946,1269207.4252,,236.142857142857
2612329.0438,1269206.9877,,236.142857142857
2612329.2926,1269206.55,,236.142857142857
2612329.5409,1269206.112,,236.142857142857
2612329.7888,1269205.6738,,236.142857142857
2612330.0362,1269205.2353,,236.142857142857
2612330.2833,1269204.7965,,236.142857142857
2612330.5298,1269204.3575,,236.142857142857
2612330.776,1269203.9183,,236.142857142857
2612331.0218,1269203.4789,,236.142857142857
2612331.2671,1269203.0392,,236.142857142857
2612331.5121,1269202.5993,,236.142857142857
2612331.7567,1269202.1592,,236.142857142857
2612332.0009,1269201.7189,,236.142857142857
2612332.2447,1269201.2784,,236.142857142857
2612332.4881,1269200.8377,,236.142857142857
2612332.7312,1269200.3967,,236.142857142857
2612332.974,1269199.9556,,236.142857142857
2612333.2164,1269199.5143,,236.142857142857
2612333.4585,1269199.0728,,236.142857142857
2612333.7002,1269198.6312,,236.142857142857
2612333.9417,1269198.1893,,236.142857142857
2612334.1828,1269197.7473,,236.142857142857
2612334.4236,1269197.3052,,236.142857142857
2612334.6641,1269196.8628,,236.142857142857
2612334.9044,1269196.4203,,236.142857142857
2612335.1443,1269195.9777,,236.142857142857
2612335.384,1269195.5349,,236.142857142857
2612335.6234,1269195.092,,236.142857142857
2612335.8626,1269194.6489,,236.142857142857
2612336.1015,1269194.2057,,236.142857142857
2612336.3401,1269193.7624,,236
2612336.5786,1269193.3189,,236
2612336.8168,1269192.8753,,236
2612337.0547,1269192.4316,,236
2612337.2925,1269191.9878,,236
2612337.5301,1269191.5439,,236
2612337.7675,1269191.0998,,236
2612338.0047,1269190.6557,,236
2612338.2417,1269190.2115,,236
2612338.4785,1269189.7672,,236
2612338.7152,1269189.3228,,236
2612338.9517,1269188.8783,,236
2612339.1881,1269188.4337,,236
2612339.4243,1269187.9891,,236
2612339.6604,1269187.5444,,236
2612339.8963,1269187.0996,,236
2612340.1322,1269186.6547,,236
2612340.3679,1269186.2098,,236
2612340.6036,1269185.7649,,236
2612340.8391,1269185.3199,,236
2612341.0746,1269184.8748,,236
2612341.31,1269184.4297,,236
2612341.5453,1269183.9846,,236
2612341.7805,1269183.5395,,236
2612342.0157,1269183.0943,,236.184706316956
2612342.2508,1269182.6491,,236.184706316956
2612342.486,1269182.2038,,236.184706316956
2612342.721,1269181.7586,,236.184706316956
2612342.9561,1269181.3133,,236.184706316956
2612343.1911,1269180.868,,236.184706316956
2612343.4261,1269180.4228,,236.184706316956
2612343.6945,1269179.9142,,236.184706316956
2612343.9634,1269179.4048,,236.184706316956
2612344.2323,1269178.8955,,236.184706316956
2612344.5013,1269178.3861,,236.184706316956
2612344.7703,1269177.8768,,236.184706316956
2612426.3308,1269029.5935,,236.881150463513
2612881.7295,1268233.8388,,239.611242954613
2612881.978,1268233.4046,,239.611242954613
2612882.2265,1268232.9704,,239.620351725064
2612882.475,1268232.5362,,239.620351725064
2612882.7235,1268232.1019,,239.620351725064
2612882.972,1268231.6677,,239.620351725064
2612883.2206,1268231.2335,,239.620351725064
2612883.4691,1268230.7993,,239.620351725064
2612883.7176,1268230.3651,,239.620351725064
2612883.9661,1268229.9309,,239.620351725064
2612884.2147,1268229.4967,,239.620351725064
2612884.4632,1268229.0625,,239.620351725064
2612884.7118,1268228.6283,,239.620351725064
2612884.9604,1268228.1941,,239.620351725064
2612885.2089,1268227.7599,,239.620351725064
2612885.4575,1268227.3257,,239.620351725064
2612885.7061,1268226.8916,,239.620351725064
2612885.9548,1268226.4574,,239.620351725064
2612886.2034,1268226.0233,,239.620351725064
2612886.4521,1268225.5891,,239.620351725064
2612886.7007,1268225.155,,239.620351725064
